Rating,Waktu,Teks_Mentah
4,2 tahun lalu,"Yg suka adventure wajib kesini. Akses jalannya berliku2 tapi pemandangan nya epik bangettt,, jalannya juga halus. Rekomendasi naik motor atau jeep. Kendaraan bus engga bisa, soalnya kecil dan kanan kiri jurang. Bisa buat camping. Toilet juga ada. Htm 5rb."
5,Diedit 2 tahun lalu,"Telaga ini terbentuk akibat letusan Gunung Sinila pada tahun 1786. Telaga Dringo memiliki ketinggian 2.222 mdpl, sehingga udara di sekitar telaga sangat sejuk dan segar. Telaga Dringo juga dikelilingi oleh pepohonan yang hijau dan rindang, sehingga suasananya sangat tenang dan asri.  Telaga Dringo merupakan salah satu obyek wisata di Dieng yang masih sepi dari pengunjung. Hal ini membuatnya menjadi tempat yang sangat cocok untuk bersantai dan menikmati keindahan alam."
4,2 tahun lalu,"Cocok buat kalian yg suka berpetualang, btw kalau kalian dri pekalongan batang dri sni naik dkit lagi udh bnyak wisata dieng yaa wkwwk, ada kwah, ada sumur, but tmpt ini rekomend sih buat perpiknikan, udaranya udh mulai dngin khas …"
5,2 tahun lalu,Bagus sejuk akses mudah dan murah
5,2 tahun lalu,Bagus buat camping ceria...
5,Diedit 2 tahun lalu,Bagus
3,2 tahun lalu,Jhos
5,2 tahun lalu,Semoga sukses selalu
5,2 tahun lalu,"Telaga Dringo yang terleyak di gunung benar-benar  jauh dari Hiruk Pikuk kebisingan. Bila bercamping di tepian Telaga  akan ditemani keindahan alam sekitar yang dikelilingi bebukitan alami dan pepohonan  menjadi pengalaman berharga bagi siapa saja yang berkunjung kesini. Suasana ini bisa kita dapatkan dengan mengunjungi Telaga yang berhawadingin ini  Telaga Dringo memang tidak sefamiliar telaga-telaga di Dieng lainnya,karena untuk mendekat ke telaga ini memerlukan tebaga ekstra,karena jalurnya semak-semak denan pohon samgat lebat. Tetap hati-hati,jaga kebersihan hati,pikiran,perbuatan...jangan buang sampah sembarangan...."
5,2 tahun lalu,Tempatnya sangat luas dan bersih Pemandangannnya sangat indah dan bisa melihat sanset pada pagi hari Cocok buat hiling
4,2 tahun lalu,"Sebenarnya telaganya cukup bagus, cuma aksesnya menuju telaga sangat berbahaya apalagi menggunakan mobil karena jalannya nanjak dan rusak. Itu ketika kita kesana Juli 2019. …"
5,2 tahun lalu,Ga nyesel jauh jauh dari sumatra
5,Diedit 2 tahun lalu,Kereenn banget... danau masih sangat alami
5,2 tahun lalu,"Jalan menuju kesana mulus sangattt,, pemandangan menuju telaga syantiiiikkkk bingitsss, udaranya sejukkk, dan ternyata telaganyaaa cantikkk.. hopefully kalian datang di saat tdk terlalu banyak kabut..sehingga bisa liat cantiknya telaga dringo ini"
5,2 tahun lalu,pemandangan alamnya bagus banget
5,2 tahun lalu,"Salah satu telaga favorit, katanya sih mini ranu kumbolo. Karena saya penyuka alam jadi ya saya kasih bintang 5. Karena memang sesuka itu. Tempatnya tenang. Sayang akses jalannya kesana terakhir sangat aduhai."
5,2 tahun lalu,Itu bagus.
5,2 tahun lalu,"harga tiket nya terjangkau, view nya bagus, worth it lah..."
5,2 tahun lalu,"Tempatnya indah, masih asri, cocok untuk ngecamp"
5,3 tahun lalu,"jalan menuju telaga licin saat hujan, dan minim petunjuk. tiket masuk perorang 5 ribu rupiah"
5,3 tahun lalu,Tempat kenangan 😅 …
3,3 tahun lalu,Jalannya sekarang gimana bagus gak
5,3 tahun lalu,"Pemandangannya sangat mempesona, jadi betah berlama-lama disana"
5,3 tahun lalu,"Dulu kalau kesini cukup ngeri karna jalannya masih batuan dan sepi orang, sekarang jalannya udah aspal dan ada tukang parkir + penjaga tiket jadi merasa lebih aman."
5,3 tahun lalu,"kawasan bersih, suasana indah"
5,3 tahun lalu,"Tempatnya masih asri, pemandangannya bagus penuh perjuangan buat kesini tapi cukup terbayarkan... jalan kaki ke telaganya harus ekstra hati-hati soalnya jalannya agak licin"
5,3 tahun lalu,"Cocok untuk camping, tempat asri dan indah,, mushola toilet ada"
5,3 tahun lalu,Telaga yang indah destinasi wisata alam yang masib terjaga
5,3 tahun lalu,Cocok untuk camping
5,3 tahun lalu,Telaga yang indah yang dikelola dengan baik oleh warga setempat. Semuanya ramah dari petugas sampai pedagangnya dan bekerja dengan sepenuh hati.
4,3 tahun lalu,"Yang lebih baik datang di pagi hari, kabut dan gerimis datang di sore hari."
5,3 tahun lalu,Asri...indah...blm tersentuh
5,3 tahun lalu,"Anugrah Alloh yang maha Kuasa yg luar biasa, maasya Alloh Laa Quwwata illa Billah Alhamdulillah Alhamdulillah Alhamdulillah tempatnya ciamikkkk"
5,3 tahun lalu,Indah dan sangat enak untuk bersantai
5,3 tahun lalu,Tempat yang sangat indah dan memanjakan mata hamparan telaga yang syahdu benar-benar direkomendasikan untuk refreshing mata & pikiran... Yuk Wisata ke Dieng 😁😁😁 …
5,3 tahun lalu,"Bagus banget masih alami, karena memang cagar alam jadi sangat terjaga ekosistem nya. Akses turun dari parkiran ke telaganya masih susah dan perlu perjuangan, tetapi akan terbayar setelah sampai di telaga. Mohon tidak meninggalkan sampah apapun karena  telaga ini sayang banget kalau sampai rusak. Pemandangan nya bagus banget. Pastikan naik juga ke bukit lalu anda akan menemukan padang rumput yang sangat luas. Mohon pihak pengelola tetap menjaga keaslian telaga ini, dan tetap bersih tanpa spot foto love love. Terimakasih"
5,3 tahun lalu,Mantapppppp
4,3 tahun lalu,Sejukk. Masih asri. Sangat tepat bagi yang mencari ketenangan dengan udara dingin. Cocok buat healjng healing
4,3 tahun lalu,"Bagus tapi sayang fasilitasnya masih kurang, tolong diperbaiki lagi fasilitas wisatanya , untuk toilet dan mushola agar ada lampu peneranganya lhur. musholanya juga perlu di bersihkan lagi agar pengunjung yang mau beribadah jd nyaman."
1,3 tahun lalu,emang keren si tempatnyaa
5,Diedit 3 tahun lalu,"parkiran luas, htm cuma 5rb aja perorang"
5,Diedit 3 tahun lalu,"Asik banget ini tempat, juga terkenal dengan Ranu Kumbolo nya Jawa Tengah.  Dari pos retribusi, perlu turun untuk menuju danau syahdu ini. Sayangnya tidak bisa camp di pinggir danau.."
3,3 tahun lalu,Kerenn
2,3 tahun lalu,Cocok untuk menepi
5,3 tahun lalu,"ini surga tersembunyi di dataran tinggi dieng, dan telaga ini merupakan danau tertinggi di jawa tengah yang terletak pada ketinggian lebih dari 2000 mdpl …"
5,3 tahun lalu,Permata tersembunyi
5,3 tahun lalu,mantab
5,4 tahun lalu,keren
5,4 tahun lalu,Cocok buat camping ada sumber air nya.
5,4 tahun lalu,Damai
5,4 tahun lalu,"Bersih, indah banget... Ga nyesel Cuma kemarin ada satu pengunjung yg ninggal sampah di tepi danau, sangat disayangkan..."
5,4 tahun lalu,Pengen nagih😋😋 …
5,Diedit 4 tahun lalu,"Sudah lebih baik sudah 3x lebih ngecamp disini dan masih terasa feel nya saat ngecamp, mau lagi sih kalau ngecamp disini, akses jalan juga sudah bagus dan lancar jaya bisa di akses mobil dan motor tapi tetep harus selalu waspada karna jalannya termasuk jalan yang lumayan extreme"
4,4 tahun lalu,"Pemandangan indah dengan kabut di pagi hari, menenangkan. Perlu usaha untuk berjalan kaki turun dari area camp untuk sampai disini."
5,4 tahun lalu,pemandangamnya sangat luar biasa
4,4 tahun lalu,bagus kalau dilihat dari atas perbukitan
5,4 tahun lalu,"Telaga ini paling susah dijangkau dibanding telaga lain yang ada di Dieng menurut saya. Ini karena akses jalan menuju ke sana ga bagus, batu-batu besar. Siap-siap kalau naik motor mogok. Percobaan pertama saya gagal sampai ke sana. Alhasil percobaan kedua berhasil sampai di Telaga Dringo. Tempatnya lebih sepi dibanding telaga lainnya. Cocok buat menghabiskan waktu sore."
5,4 tahun lalu,sistem bayar sekarang spt apa yaa?
4,Diedit 4 tahun lalu,"tempatnya enak buat ngecamp, viewnya bagus danau yg di kelilingi pohon pucuk merah dan padang rumput yg luas."
5,4 tahun lalu,"amazing, masih natural banget soalnya sepanjang jalan bagus banget ladang di bukit gtu jalan manjak sm deket kawah candradimuka,"
5,4 tahun lalu,Cagar alam
5,4 tahun lalu,Ranukumbolonya jawa tengah
5,4 tahun lalu,Sangat indah pemandangannya
5,4 tahun lalu,", nice... alamnya masih terjaga.."
5,Diedit 4 tahun lalu,Tempatnya bagus dan medannya menantang.
5,4 tahun lalu,Udara seger mata pun seger liat pemandangannya.. pokoknya asik ❤️❤️❤️
5,4 tahun lalu,Semoga pandemi segera berlalu... Yang perlu kita lakukan hanyalah menikmati alam sebagai mahakaryanya... MasyaAllah
4,4 tahun lalu,bagus
5,4 tahun lalu,"sumpah ngga lebay tapi ini tempat pas lagi pas banget cuacanya, cuman ya akses jalannya jelek banget kaya akhlak temen saya, kalo mau lewat jalur dieng lebih lama dan gak separah itu jalannya cuman ya kitu jalannya kaya naik roller coaster, …"
5,4 tahun lalu,Asik banget nih tempatnya. Jalan menuju kesini juga keren banget pemandangannya. Akses menuju kesini cukup mudah bisa dijangkau dengan kendaraan bermotor. Enak banget buat liburan bareng temen keluarga dan kerabat. Rasanya berada di ranukumbolo semeru hehe. Pokonya yang liburan ke dieng jangan lupa buat mampir kesini.
5,4 tahun lalu,Ini Uga.
5,4 tahun lalu,Recomended
5,4 tahun lalu,"Tempatnya asik biat camp,udaranya juga sejuk,cocok buat yang mau jalan jalan ke dieng tapi cari suasana yang asri"
5,4 tahun lalu,Cocok Wisata keluarga dan pertemanan dengan menikmati alam
5,4 tahun lalu,"Pas kesini akses jalan masih belum bagus,cuman sekarang dengar2 sudah lebih bagus,kalo dari Dieng lumayan menuju kesini,,,pemandanganya keren,telaga dan ada camp ground nya"
5,4 tahun lalu,Bagi yg kehilangan hp bisa hubungi saya 081228903809
4,4 tahun lalu,Info buka/tutup?
4,4 tahun lalu,"Kalau ke tempat ini jadi ingat Zombie 😁  3 tahun lalu pernah camping di sini. Berangkat lewat Gerlang menjelang isya. Pas hujan deras. Jalanan masih rusak dulu masih rusak. Cukup takjub dan bersyukur tengah malam hujan-hujan bisa sampai sini.  Setelah mendirikan tenda dan masak, kita istirahat karena lumayan capek. Tapi tiba-tiba tengah malam ada salah satu teman yang teriak-teriak karena mau digigit zombie. Dan ternyata hanya mimpi 😁😁😁  Telaga Dringo pemandangannya sangat cantik. Apalagi kalau pagi hari. Udara sangat dingin. Jadi kalau mau ngecamp di sini, pasti kan bawa sleeping bag dan jaket yang tebal"
5,4 tahun lalu,Danau yg sangat indah #alam #pemandangan #bukit nya...#dingin bgt pasti soalnya di dataran tinggi dieng...pokoknya josss  pake banget...berrrrr pokoke...pengin sering² #camping kesana bawa #motor trail . …
5,Diedit 4 tahun lalu,Pemandangan cakep...sangat dingin....bagus
3,Diedit 4 tahun lalu,jalannya tidak begitu mudah ketika saya pergi ke sana dengan sepeda motor. tapi pemandangannya cukup menakjubkan
5,Diedit 4 tahun lalu,"Telaga yg elok nan Indah yg wajib untuk dikunjungi, kalo kedieng belum kesini rasanya ada yg kurang😊 …"
5,4 tahun lalu,Ranukumbolonya jawa tengah.. Kerennnn
4,4 tahun lalu,"Pemandangan yang bagus dan jalanan sekarang sudah enak dan mudah untuk sampai di sana,ada tempat untuk kita mendirikan tenda dan kita bisa berkemah di sana"
4,4 tahun lalu,"Indah sekali tempat ini, apalagi jika datang kesini pas weekdays sepi dan menenangkan untuk jiwa jiwa yang butuh ketenangan :v"
5,Diedit 5 tahun lalu,Menakjubkan
5,5 tahun lalu,Joss gandoss tmpat y asri bnget
5,5 tahun lalu,Tempatnya masih asri wajib dikunjungi
3,5 tahun lalu,Anggap aja Ranu Kumbolo nya Jawa.. Bagus si viewnya.. Sayangnya air makin menyusut n banyak pipa disekitar telaga.
5,5 tahun lalu,"keren abisss, jalannya sekarang dah bagus, masih asri bangettt, ada beberapa warung"
4,5 tahun lalu,Akses dari kab.batang belum beraspal/beton
5,5 tahun lalu,View oke Akses oke Fasilitas sedang di tambah
5,5 tahun lalu,asri abisss
5,5 tahun lalu,"Ngga sampe tepi telaganya,karena uda sore, buat kondisi jalannya udah aspal halus  dari mulai sumur jalatunda, kawah candradimuka, telaga dringo, buat yang kesana pake mobil harus hati2 karena disisi jalan ada material2 bekas bangun jalan, jadi dititik tertentu jalanan jadi sempit, telaganya bagus udara dingin mantaplah"
4,5 tahun lalu,"Dingin, dan indah. Alam terjaga. Akses jalannya saja yg perlu diperbaiki."
5,5 tahun lalu,Bagus cantik indah menawan hati
5,5 tahun lalu,"Wisata alam yg bagus, buat jalur ke sini juga sudah bagus, view.nya bagus, htm terjangkau, buat ke telaganya harus menuruni bukit terlebih dahulu, terdapat tempat seperti padang savana juga di telaga.."
5,5 tahun lalu,Sukak... tapi jalannya sedang dalam perbaikan.
5,5 tahun lalu,"Rekomendasi tempat wisata yang menyajikan telaga di area perbukitan dengan pemandangan hijau, akses agak mudah dan suasana yang syahdu. Cocok untuk nge-camp. Namun fasilitas belum lengkap terakhir saya september 2019, dan akses jalan berbatu cukup panjang. Apabila ingin berjalan melewati ladang ada jalannya dan lebih worthit pemandangannya."
5,5 tahun lalu,Bagus
3,5 tahun lalu,Recomended banget bg yg suka nge camp sama squad dan temen2 ngopi..🤣 …
5,5 tahun lalu,Telaga yang letaknya jauh dan harus ditempuh menggunakan mobil Jeep. Dan ada juga yang kemah di sana karena pemandangannya yang bagus.
5,5 tahun lalu,tempatnya bagus dan masih sepi pengunjung dekat sini ada bukit bisa di jadikan tempat berkemah
5,5 tahun lalu,Tempat yang fantastis. Seperti Ranu Kumbolo. Tapi kw ya haha.. Ngak nyesel deh pasti.
5,5 tahun lalu,"Danau harta karun tersembunyi dengan pemandangan luar biasa untuk bertamasya, wajib dikunjungi jika Anda menyukai alam dan fotografi"
5,5 tahun lalu,Syahdu 😊 …
5,5 tahun lalu,"Pertama kalinya kesini, krna lama ga olahraga jadinya ngos2an bgt. Temmpatnya bagus banget, pas buat piknik(sampah dibawa kembali ya), ga sempet foto2 banyak karna lebih enak nikmatin alam disekitar"
2,5 tahun lalu,"Kami kesana 11 Agustus 2020, lewat magrib, berniat kemping, memakai roda2, jalurnya bujubuneee....!! naik turun ekstrim dan rusak parahhh...debunya naik sampai kita berbalur debu seperti kue moci, melewati kawah candradimuka di kanan jalan, …"
3,5 tahun lalu,"Tempat lumayan, cuma ramai orang camping jadi kurang nyaman untuk bergerak.. Sejuk sekaligus panas"
4,5 tahun lalu,"Juli 2020 aspalnya baru jadi setengah, tidak rekomendasi pakai motor matic"
5,5 tahun lalu,"Pemandangannya indah, masih alami, bersih .... gak ada sampah berserakan."
5,5 tahun lalu,Sungguh indah. Hawanya dingin. Perjalanan yg panjang dan berliku. Pemandangannya worth it. Lbh pagi bisa liat sunrise. Banyak yg ngecamp juga.
4,5 tahun lalu,Akses jalan sekarang sudah bisa nyampe di atas telaga..
5,5 tahun lalu,Rumor tentang mereka
5,5 tahun lalu,Recomended bgt
4,5 tahun lalu,Pen kesanakapan kapan kalo udh selesai corona
5,5 tahun lalu,Ini
4,5 tahun lalu,"Udaranya sejuk, alamnya masih terjaga walaupun banyak pengunjung yang datang, Tapi sayang, jalannya masih bebatuan dan ekstrim. Butuh perjuangan buat sampe di surga ini🙃 …"
5,5 tahun lalu,View yang indah
5,5 tahun lalu,Foto jaman masih gratis
4,5 tahun lalu,Kesana pas kemarau... Airnya disedot buat mengairi perkebunan warga... Maybe lbh bagus jika saat musim hujan... Air danaunya banyak... Dan kabutnya itu loh... Tebel bgt... Msh alami kok... Suka...
4,5 tahun lalu,lewat aja
3,5 tahun lalu,Bagusss
5,5 tahun lalu,Pemandangan sangat bagus dan cocok buat yang suka ngecamp..
5,5 tahun lalu,"best view, motor bisa sampe puncak"
5,5 tahun lalu,Saya suka tempat ini.
5,6 tahun lalu,Tempat ini masih begitu alami karena belum begitu banyak di kunjungi oleh wisatawan dan juga belum di kelola pemerintah secara serius. Untuk Mencapai ke tempat ini pun anda harus berjuang menyusuri jalan setapak khas pegunungan. Pokoknya tempat ini cocok sekali bagi anda yang suka ngetrip.
5,6 tahun lalu,Selalu ada keinginan kembali lagi kesini... Ranukumbolonya batang Sebenarnya sih masuk kawasan konservasi yang harus bebas dari aktivitas apapun.. Tapi karna letaknya di pinggir jalan ya keliatan dan mengundang rasa penasaran untuk lebih jauh mengeksplorasi... Ingat ya jaga kebersihannya Keadaannya dah jauh beda dengan pertama kali saya kesini... Belum ada sarana apapun... Sekarang area camp pindah dipinggir jalan... Dan diatas bukit... Semoga tetap lestari...
5,6 tahun lalu,Telaga indah yg tersembunyi tapi butuh perjuangan untuk didatangi krn jalanan yg terjal. Airnya digunakan utk menyirami perkebunan sekitar Dieng.
3,6 tahun lalu,"Alami, namun akses jalan ke lokasi masih sulit"
4,6 tahun lalu,Tempat yg cocok untuk camping hanya saja jalan menuju telaga masih batu2 dan rusak sehingga membutuhkan sedikit perjuangan untuk sampai
5,6 tahun lalu,Sungguh menenangkan
5,6 tahun lalu,MOBIL GAKBISA KESINI PLEASE.........  Lokasi yang benar di desa Gerlang kecamatan Blado kabupaten Batang...... (Google …
5,6 tahun lalu,Salah satu destinasi wisata yang patut untuk dikunjungi. Dengan view telaga yang mirip Ranu Kumbolo Gunung Semeru (kata yang pernah ke sana sih hehe...).  Akses jalan pun sedang diperbaiki.
5,6 tahun lalu,Tempat yang bagus di dataran tinggi dieng
5,6 tahun lalu,Pemandangan indah
5,6 tahun lalu,Sisi timur Dringo.... tetep indah... natural...
4,6 tahun lalu,"Dulu tempat ini cocok untuk camp, motor masih bisa sampe dipinggir telaga. Namun sekarang sudah ga bisa lagi. Untuk petugas mohon di briefing lagi agar bisa lebih ramah dengan pengunjung."
4,6 tahun lalu,"Telaga sidringo adalah salah satu destinasi wisata di dieng. Pemandangannya indah, belum terlalu terkenal. Hanya saja akses jalan menuju ke telaga ini masih sulit, jalannya batu-batu dan cukup berbahaya. Kalo mau kesini mohon dipastikan …"
4,6 tahun lalu,Akses jalan baru diperbaiki smoga kedepannya lebih baik Tempat asik buat ngecamp
4,6 tahun lalu,Seperti ranukumbolo
4,6 tahun lalu,Tempat wisata
5,6 tahun lalu,"Tempatnya nyaman, sejuk. Pemandangan malam hari sangat indah, ditemani bintang yg luar biasa banyak dan kelap kelip lampu pemukiman lereng telaga yg indah. Recommend buat camp. Hanya saja tanjakan yg cukup tajam dan jalan bebatuan saat akan sampai di lokasi."
5,6 tahun lalu,Kereennnn
5,6 tahun lalu,Alhamdulillah akhirnya sampai pertama kali ke telaga sidringo yang berangkat melalui Batur pulang lewat gerlang... Dan jalan yang masih rusak belum ada perbaikan.  Save 12 Juni 2019 / 7 Syawal 1440 H.. Semoga kedepannya jalan bisa di rehab dengan adanya dana desa dan perhatian dari pemerintah.
5,6 tahun lalu,"Asik buat camp, andai ada toiletnya. 😂😂😂 …"
4,6 tahun lalu,Jalan menuju tempat ini agak sulit untuk dijangkau.
4,6 tahun lalu,Cocok buat camping jalannya undakan turun ke bawah kalau kita mau ke telaga dringo-nya
5,6 tahun lalu,Kayaknya seru camping disini
5,6 tahun lalu,"Sepi, akses buruk"
5,6 tahun lalu,cocok buat camping dan liburan
4,6 tahun lalu,"Tempatnya sangat bagus,  tapi jalan menuju ke telaga belum begitu memadai jadi harus kerja keras"
5,6 tahun lalu,"Akses pas kesini masih batu yg disusun , blm aspal , g tau kalo sekarang , tempat nya bagus , pas pertama kesini masih sepi blm bnyk tempat untuk selfi tp pas ke duanya kesini sdh ada tambahan tempat selfi ,"
3,6 tahun lalu,"Kemaren lewat tapi belum sempat mampir, nampaknya menarik mobil 4x4 dg ground clearance cukup tinggi bisa sampe lokasi camping 😀 …"
5,6 tahun lalu,Tempat yang bagus
5,6 tahun lalu,Kalau udah sampai sini lupa sama beratnya perjalannya.. Semoga akses jalan segera di perbaiki. MantuuuuuuuL
5,6 tahun lalu,Telaga yg terletak di antara beberapa bukit
3,6 tahun lalu,Tempat wisata yang indah
5,6 tahun lalu,Segar
