Rating,Waktu,Teks_Mentah
1,setahun lalu,ada mahasiswa lagi makrab berisik banget gangguin orang lagi camping. dugem njirr
5,Diedit 7 tahun lalu,Coba saja muncak disini kembali pada alam.
5,6 tahun lalu,Asyik tempatnya sejuk udara segar cuma kalau mau kesana harus pakai kendaraan yg agak tinggi dan sehat
5,5 tahun lalu,Pemandangan menakjubkan
1,7 tahun lalu,Kurang
5,setahun lalu,Tempat yang indah dan nyaman untul melepas segala rasa lelah
5,4 tahun lalu,Tempat yang cocok untuk refreshing di sekitaran semarang
2,5 bulan lalu,Sebenernya view bagus Nyaman untuk camping juga Kalau tidak ngecamp HTM 10ribu menurut saya mahal …
3,6 tahun lalu,Akses masuk mendekati lokasi di area perkebunan kondisi buruk
5,11 bulan lalu,"Rekomendasi untuk camp santai dan bisa menikmati pemandangan, tetap hatihati jika ke sini karena medan yang terjal"
5,5 tahun lalu,"sudah mulai ramai,sempat sepi semenjak covid."
4,4 tahun lalu,Cocok buat makrab dan acara kampus lainnya
5,setahun lalu,"cukup luas, dengan fasilitas yang memadahi"
5,4 bulan lalu,Tempat yang enak untuk melepaskan penat sambil camping + menikmati indahnya alam pedesaan. Kalo yang suka muncak juga bisa sekalian naik
4,2 tahun lalu,Tempat camping yang nyaman...dekat dengan warung...dekat dengan musholla...viewnya bagus city light...yang paling saya sukai tempatnya tenang banget klo pas malam...pokoknya pengen camping disini lagi deh
5,4 tahun lalu,Cukup baik .
5,setahun lalu,Ayo kesini hawa ne adem bangit
4,6 tahun lalu,"Tempat bagus, recommended Semoga kedepannya jalan bisa diperbaiki"
5,7 tahun lalu,Kampoeng halaman
5,6 tahun lalu,"Salah satu jalur menuju puncak gunung Ungaran, banyak tanaman kopi dan teh yang bisa untuk menyegarkan mata. Suhu tergolong sejuk dan dingin. Cocok untuk camping. Cuma jalan menuju ke sana masih jelek dan sebagian besar belum dicor/aspal"
5,7 tahun lalu,Nengok anak yang sedah berkemah di Medini ...  Wow..  Udaranya sangat sejuk dgn pemandangan yang sangat indah ...  Sayang akses jalan rusak smg segera diperbaiki ...
3,setahun lalu,"Sejuk - dingin, hanya saja, kebersihan perlu ditingkatkan, pintu kamar mandi perlu diperbaiki 🙏🙏🙏🙏 …"
1,3 tahun lalu,Dulu bayarnya murah 5k tetapi sekarang naik jauh bisa sampai 25k untuk 1 motor 2 orang
5,5 tahun lalu,Mantab
5,6 tahun lalu,Sejuk dan nyaman
5,5 tahun lalu,Oke
4,2 bulan lalu,tanaman teh nya kurang terawat
5,setahun lalu,Keren tapi sayang bau kandang kambing
3,6 tahun lalu,Harus ada yang jualan sperti wisata lainya. Dan di kasih spot fto terbaik
5,2 tahun lalu,"Sudah tidak asing lagi bila Medini merupakan kebun teh yang berada di kaki Gunung Ungaran. Anak muda sekitar Semarang pun sudah banyak yang tahu bahwa Medini juga menyediakan area perkemahan yang cukup memadahi.  Bumi perkemahan ini cocok untuk orang yang kurang fit untuk mendaki Gunung Ungaran. Dengan view hamparan kebun teh yang sangat indah. Tak hanya itu, bila beruntung kalian bisa memetik buah murbei yang berada di pinggiran area perkemahan didekat aliran air yang jernih, sembari melihat ibu-ibu memanen daun teh di pagi hari."
5,2 tahun lalu,Worth it untuk acara perkemahan sekolah
5,6 tahun lalu,"Keren, nyaman bikin hati tenang"
5,7 tahun lalu,Baguss..dingin..sejuk..fasilitas lengkapp😁 …
2,5 bulan lalu,"Sebenernya view bagus Nyaman untuk camping juga Kalau tidak ngecamp HTM 10ribu menurut saya mahal Karena tidak ada fasilitas bermain apapun kamar mandi juga kotor tidak terawat Camping per orang 20ribu Barengan saya ada 50orang lebih Harusnya per pelataran camping  di kasih kran air,juga colokan listrik Supaya mudah untuk sekedar charge HP"
5,2 tahun lalu,Medini camping ground sudah cukup dingin
4,7 tahun lalu,"Cocok untuk berkemah, fasilitas ada masjid dan toilet, lokasi mudah di capai"
3,5 tahun lalu,"Secara pemandangan bagus ya cuma Mungkin untuk toilet perlu di kembangkan lagi ya, karena masih kurang bersih dan tertutup untuk digunakan, selain itu jalan juga masih perlu untuk di lakukan perbaikan mengingat berbatuan sangat riskan untuk selip, dan pembatas jalan antara jurang dengan jalanjuga perlu dibuat agar lebih aman. Untuk lainya oke sih buat aku."
5,7 tahun lalu,Otw sabtu
5,6 tahun lalu,Bagus
4,Diedit 2 tahun lalu,Sudah beberapa kali lewat. Namun belum pernah nge camp disini Nanti sekali-sekali pingin juga ngobain ngecamp disini.  Akhirnya kesampaian ngecamp di sini. Meski harus usung-usung barang bawaan. Namun ternyata tak begitu mengecewakan.  Bisalah jadi opsi ngecamp dg biaya yg cukup murah meriah.  Enak buat camping. Air melimpah. Ada fasilitas listrik di tengah. Dekat warung. Dekat mushola. Cuma belum bisa campervan. Camping samping Mobil. Keren kalau di kembangken untuk campervan.
5,4 bulan lalu,asyik dan cocok buat healing
4,7 tahun lalu,"Dingin dan Sejuk. Cuman jalanya menuju sana... Hem..  parahnye hati"" kalau pakai ban Motor Matic bisa"" Peok ntar... Wkkwkwk"
2,Diedit 6 tahun lalu,Akses jalannya parah banget
5,5 tahun lalu,"mantap ,tempatnya masih asri ,hijau ,saran buat kedepanya semoga jalanya diperbaiki"
