Rating,Waktu,Teks_Mentah
5,3 tahun lalu,Bagus sekalee
4,3 tahun lalu,berkemah.. udara dingin
4,3 tahun lalu,"Tidak seperti 7-10 tahun lalu, sudah lumayan bagus, sudah ada warung dan toilet.Hanya saja jalan masuk ke lokasi jalan ada yg rusak sedikit. Padahal tikungan tajam dan turunan. Hati-hati kalau mau ke lokasi."
5,3 tahun lalu,Lengkap sbg tempat lburan.
5,3 tahun lalu,"Keren, pemandangannya bagus"
5,3 tahun lalu,Tempat yang nyaman
5,3 tahun lalu,"Murah, ada wifi, ada colokan listrik disetiap sudut, nyaman, siang tidak kepanasan malam kedinginan , bisa bermalas²an, bnyak warung² didapan. Tersedia banyak lampu meneranhi are camp. Recommended buat keluarga pecinta camping"
5,3 tahun lalu,Udaranya segar dan harum pohon pinus.
5,3 tahun lalu,Tempat rekreasi dan camping nyaman
5,3 tahun lalu,"sekarang banyak pedagang di area hutan pinus, jadi leluasa kalo mau ngopi"
4,3 tahun lalu,"Suasana asri,sejuk cocok untuk berkegiatan alam"
5,3 tahun lalu,Nyaman untuk camping
3,3 tahun lalu,Udara dingin.
5,3 tahun lalu,Oke
2,3 tahun lalu,"Tolong dikasih PLANG BESAR di pertigaan, banyak pengunjung terutama dr luar kota yg nyasar sampe ke atas puncak arah medini"
5,3 tahun lalu,Sejuk
5,3 tahun lalu,Buat nge camp cocok banget sih sambil bbq and beer
4,4 tahun lalu,"menarik.. camp ground yg memiliki fasilitas toilet, mushola, warung, cafe,  wifi hingga colokan listrik yg tercover sampai camp ground paling atas"
5,4 tahun lalu,Tempat nya bagus bgt
4,4 tahun lalu,Suka sekali
5,4 tahun lalu,Makan indomie goreng plus udaranya yang sejuk duuuuhh juara banget. Jadi pengen balik lagi kesini saking sejuknya.
5,4 tahun lalu,tempat asyik buat berkemah
4,4 tahun lalu,Sip adem tenan...
4,4 tahun lalu,"Hutan pinusnya bagus, ada beberapa wisata air panas d dekat  air terjun yang menurut saya kurang terawat. Sudah ada jalan berbatu dan beberapa fasilitas pendukung namun kurang terawat"
3,4 tahun lalu,Hijau dingin
4,4 tahun lalu,Tempat yg aku suka.. tuk mandi air panas belerang asli dr sumbernya.. udaranya jg dingin.. josss.. 👍 …
5,4 tahun lalu,Sejuk
5,4 tahun lalu,"Tempat wisata yang menyenangkan. Di dataran tinggi tapi tidak perlu mendaki cukup jauh. Akses mudah. Biaya masuk hanya 8rb/orang. Disana memang susah sinyal tetapi ada persewaan wifi. Sangat sejuk serta dapat digunakan untuk camping. Cocok untuk foto"""
5,4 tahun lalu,Ahemmmmmmm
4,4 tahun lalu,Sangat bagus utk Keluarga
5,4 tahun lalu,Kemenangan boorr
5,4 tahun lalu,Bersih...nyaman ..aman.. mau nyantai kesini aja
5,4 tahun lalu,"Sweet escape at its best. Bagi kalian yg penat dg keriuhan perkotaan, ndak ada salahnya nyoba camping di sini. Selain udara nan segar, suasana tenang banget dan cociks untuk self-healing. Areanya tidak terlampau luas, tapi sudah ditata dg baik dan bersih. Fasilitas pendukung pun sudah banyak disediakan oleh pengelola kawasan. Oh ya, bagi kalian yg pengen camping, di sini pun cociks untuk sekadar nongkrong sembari mengudap aneka kuliner yg dijajakan oleh para penjual di sekitar kawasan hutan pinus. HTM only 3K. Lokasi searaha ke pemandian air panas Nglimut."
5,4 tahun lalu,Asri dan indah
5,4 tahun lalu,"Cocok buat yg pengen camping sama keluarga,sejuk parkiran luas,htm murah dekat dengan kota Semarang,BSB."
4,Diedit 4 tahun lalu,"Tempat yang sangat cocok untuk berlibur, refreshing dan camping. Tiket masuk murah meriah. Airnya sangat jernih dan udaranya sejuk. Ada warung2 penjual makanan ringan dan jajanan anak,   mie gelas, soft drink, gorengan dll. Ada mushola dan …"
5,4 tahun lalu,Adem bersih
4,4 tahun lalu,"Pas PPKM tutup, sayang sekali"
4,4 tahun lalu,Siip
5,4 tahun lalu,Sanagat cocok untuk kemah sekeluarga
4,Diedit 4 tahun lalu,"Tempat yang sangat cocok untuk berlibur, refreshing dan camping. Tiket masuk murah meriah. Airnya sangat jernih dan udaranya sejuk. Ada warung2 penjual makanan ringan dan jajanan anak,   mie gelas, soft drink, gorengan dll. Ada mushola dan toiletnya di atas dekat camping ground dan di bawah dekat parkiran. Parkir cukup luas, akses mudah dengan kendaraan roda 2 dan roda 4, agak sedikit menanjak."
5,4 tahun lalu,Bagus banget
5,4 tahun lalu,Sejuk murah bersih dan nyaman... saran bawa tikar /tenda sendiri kalo main disini
5,4 tahun lalu,"pertama kali kesini jaman smp waktu kemah sekolah, setelah 17th lamanya kesini lagi karna dikasih tau saudara kalo dekat rumahnya ada hutan pinus yg bagus buat foto foto😂 eh ternyataa tempat kemah ku duluu yg uda banyak berubah👍🏻 …"
5,4 tahun lalu,Nyaman tempatnya
4,4 tahun lalu,"Tempatnya bagus, Harga masuk untuk berkunjung atau Ngecamp terjangkau. Hanya Spot Foto dan wahana bermain anak saja yang masih kurang banyak."
4,4 tahun lalu,Tempat alami yang sejuk
5,4 tahun lalu,Sejuk dan nyaman
5,4 tahun lalu,adem damai.cocok buat santai keluarga
3,4 tahun lalu,"Belom masuk, kesini pas lebaran 2021. Ngeri2 sedep parkiran musim pandemi gini. Fuulllll... Prokes yang utama"
3,4 tahun lalu,Asri sejuk sayang jlan k perkebunan teh medini di tutup krn perbaikan.
3,4 tahun lalu,kurang terawat di masa pandemi
5,4 tahun lalu,"Sejuk dan segar, penuh kedamaian."
5,4 tahun lalu,Mantap
5,4 tahun lalu,Tempatnya dingin.
4,4 tahun lalu,Jangan lupa bawa lotion anti nyamuk
5,4 tahun lalu,Hawanya dingin
4,4 tahun lalu,Terdapat tempat yang nyaman untuk bersantai bersama keluarga
5,4 tahun lalu,Cari suasana adem dan seger cocok bnget tempat ini buat kalian yg suka sama alam Terdapat area spot foto dan tempat camping ground Fasilitas juga cukup lengkap harga tiket masuknya juga masih murah
5,4 tahun lalu,Jalan menuju obyek wisata nglimut sudah bagus jadi mudah untuk menuju ke tempat wisata
5,4 tahun lalu,Demen camping tp blom pernah coba dsni. Hanya lewat kmrn tnyata sdh mulai open campgroundnya. Cantikkk rapi bersih. Cocok buat foto2. Mau sekedar ngegrill cr suasana makan tamasya dihutan pinus itu cuaca sepoi2 mendukung bgt
5,4 tahun lalu,"., Rambah Rimba Seraya..,"
5,4 tahun lalu,"Tempat yg nyaman buat Camping bareng keluarga, spot foto serta bonus kabut syahdu☺️👍👍 …"
4,4 tahun lalu,Adem asik buat camping
4,4 tahun lalu,Objek wisata murah. Banyak hotel melati & karaoke. Akses bisa dilewati mobil. Tiket masuk murah.
5,4 tahun lalu,Petunjuk arahnya kurang. Ada spot air terjun dan kolam air panas
5,4 tahun lalu,"Mata air panas di tengah hutan pinus yang tenang. Jika Anda mencari udara segar atau sekadar menikmati suara alam, inilah tempat yang tepat. Setelah turun cukup jauh, kolam air panas di lantai bawah benar-benar menenangkan tubuh & pikiran, dengan pemandangan tepi sungai & air terjun kecil."
4,4 tahun lalu,"Kusen nya bagus,aluminium warna putih dan panjang"" sampai bawah mendekati lantai,jarang ada rumah subsidi yg spt ini,warna"" kramik kmar mandi,putih dan hitamnya bgs mewah"
4,4 tahun lalu,Bagus sayangnya jalannya rusak semoga ada perbaikan
5,4 tahun lalu,Salah satu tempat favorit untuk ngopi bersama teman teman terletak di kaki gunung medini tepatnya di desa gonoharjo nglimut dari boja keselatan 10km
5,4 tahun lalu,"Pemandangan alam yg akan memanjakan mata kalian, fasilitas lengkap untuk acara camping ground."
5,4 tahun lalu,Cocok buat kemping
5,4 tahun lalu,"Hutan Pinus yang terletak di Desa Gonoharjo, Kecamatan Limbangan, Kabupaten Kendal. Hutan pinus ini sendiri bukan hanya sekedar hutan pinus namun di dalamnya terdapat camp ground dan barbeque area yang pastinya dengan udara yang sejuk."
5,4 tahun lalu,"Pilihan tempat rekreasi yg murah meriah. Cukup bawa 20rb boncengan berdua udah termasuk bayar parkir. Recommended utk yg mau mencari udara segar, karena hutan pinus nya yg banyak dan menjulang tinggi menghasilkan oksigen yg baik utk tubuh. Recommended juga buat yg mau foto ala2 di hutan Eropa. Tinggal diedit filter aja udah kayak di film Twilight. Saran kalo mau kesini enakan pagi jam 8nan karena masih sepi pengunjung. Jadi kalo mau foto2 gk keganggu orang lewat. Tapi lumayan horor juga kalo terlalu sepi sih."
4,4 tahun lalu,Enak nyaman cuma gazebonya kurang klau hujan ...
5,4 tahun lalu,Hutan pinus ini hanya bersebelahan dengan Air Terjun & Pemandian air panas Gonoharjo. Tempatnya sangat rimbun dan sejuk. Kadang berselimut kabut. Untuk bersantai2 sambil menghirup udara pegunungan sangatlah cocok.Sangat recomended untuk wisata keluarga.
5,4 tahun lalu,Dingin
5,4 tahun lalu,Udara dingin
5,4 tahun lalu,"Asri,alami cocok buat foto²"
5,4 tahun lalu,Masih kurang pngembangan. Kmr mandi gelap. Tpi pmandangannya bgus bgt
5,4 tahun lalu,Tempat yang sejuk dan alami
5,4 tahun lalu,Syhadu lah pokok nya
5,4 tahun lalu,"Htm murah,tempat sejuk dan bersih,mungkin harus di perbaiki toilet umum nya dan musola,bersih tp hanya kesannya kumuh saja"
5,4 tahun lalu,"Tempat yg nyaman buat menghilangkan penat , udaranya sejuk , dan terdapat beberapa warung. HTM sangat ramah dikantong"
4,4 tahun lalu,"Tempatnya oke,,"
4,4 tahun lalu,Sejuk
5,4 tahun lalu,"indah, sejuk,asri, fasilitas lengkap , HTM 8rb/ orang. cocok untuk camping"
5,5 tahun lalu,Tempatnya nyaman bersih sejuk
5,5 tahun lalu,Suasana dan temoat yang pas buat ngopi sore
4,5 tahun lalu,Bagus untuk camping
4,5 tahun lalu,Nyaman sekali untuk wisata alam. Jgn lupa bawa jas hujan jika musim hujan dan cemilan yg banyak apalagi jaket biar ngga dingin hehehe. Cocok untuk piknik melepas penat. Sayangnya mushola disini kurang terawat jd ngga bisa buat sholat untuk muslim.
5,5 tahun lalu,Adeeemmm. Udaranya bersih..segeerrr
3,5 tahun lalu,Okeeeee
5,5 tahun lalu,Cocok banget buat kamu yang suka poto. Dan ngecamp di sana juga mengenakan
4,5 tahun lalu,Udaranya segar bebas polusi. Letaknya bagus. Cocok untuk refreshing keluarga dan sahabat.
5,5 tahun lalu,Mantap tempy nyaman ...
5,5 tahun lalu,"Tempat nyaman ,..MCK Bersih.."
5,6 tahun lalu,"Tempat cocok buat bersantai dan liburan, tiket masuk nya cuma Rp 7500 per orang  plus tiket parkir Rp 2000"
