Rating,Waktu,Teks_Mentah,Tanggal_Scrap
4,3 bulan lalu,"Camping di bambu air. Untuk fasilitas listrik oke. Tapi untuk kamar mandi kadang airnya mati, kebersihanya juga kurang. Mungkin bisa ditambahkan jalur air di area camping untuk berwudhu dan cuci"". Tapi untuk harga camping terjangkau sekali.",2025-12-18
5,3 bulan lalu,"View dari waduk semoga bagus, bisa buat camping juga kalo tidak hujan deras",2025-12-18
5,4 bulan lalu,Mampir untuk memburu sunset...,2025-12-18
5,4 bulan lalu,Kesana pas musim kemarau biar dapet view yang keren,2025-12-18
5,4 bulan lalu,bagusss bgt,2025-12-18
5,4 bulan lalu,cakep bgt tpi kl mlm dingin pol,2025-12-18
5,4 bulan lalu,"bagusss bangettt, jalan menuju waduk juga indah",2025-12-18
5,4 bulan lalu,cocok buat self healing,2025-12-18
5,4 bulan lalu,"Such a beautifull place and introvert friendly hahaha.  masuknya gratis, tempatnya tenang dan bisa naik perahu gtu disana, beli. makanan …",2025-12-18
5,4 bulan lalu,"cuacanya cerah,",2025-12-18
5,4 bulan lalu,"Ngecamp di deket ayunan putih, sayangnya gak dapet sunrise",2025-12-18
5,4 bulan lalu,Tempat bersih dan sejuk,2025-12-18
5,4 bulan lalu,Syahduu,2025-12-18
5,4 bulan lalu,Ternyaman😍 …,2025-12-18
5,4 bulan lalu,"Waduk di Kulon Progo, alami estetik",2025-12-18
4,4 bulan lalu,"Tempat nya bagus, namun utk htmnya terbilang cukup mahal, banyak warung berjajar-jajar di sepanjang kanan jalan",2025-12-18
5,4 bulan lalu,View bagus cuma agak sepi,2025-12-18
5,4 bulan lalu,Baguss,2025-12-18
5,4 bulan lalu,Seru gais waduk sermo jalan nya sudah bagus bisa mancing Juga,2025-12-18
4,4 bulan lalu,lumayan bagus bonus mancing 😅 …,2025-12-18
5,5 bulan lalu,Cocok buat santai bareng keluarga dan lihat matahari terbenam...,2025-12-18
5,5 bulan lalu,"Sekarang sudah lebih bersih, parkir nyaman dan ada lapak lapak jualan untuk santai sama keluarga",2025-12-18
5,5 bulan lalu,"Ke waduk sermo sekitar jam 4 sore sampai sunset cuacanya bagus banget. Cerah, berawan, dan bisa lihat bulan. Air waduknya bersih dan terawat. Waduknya luas banget kalo misalkan diputerin bisa sekitar lebih dari 30 menit mungkin ya naik motor. Btw beberapa jalannya disekitar waduk banyak yang rusak dan beberapa juga dalam masa perbaikan. Semoga nantinya semua jalan disekitar waduk udah bagus aspalnya. Banyak titik buat camp atau piknik bisa pilih aja lokasinya mau yang sebelah mana. Kalo pulang sekitar jam 6 sore hati hati karena beberapa jalan minim penerangan dan sepi. Kalo tipe yang takut jangan sendirian ya.",2025-12-18
5,5 bulan lalu,mantap spot gacor,2025-12-18
4,Diedit 5 bulan lalu,"Sunset dan sunrise waduk sermo tetap bagusss Buat camping sambil mancing oke, bisa campervan juga.., printilan camping tersedia dari mie, telur, beras, arang sampai kayu bakar adaa, toilet bersih Buat prewedding outdoor oke juga lho",2025-12-18
5,5 bulan lalu,Syukaaa Menyenangkan buat sekeluarga,2025-12-18
5,5 bulan lalu,Sangat memuaskan edukatif sekali,2025-12-18
5,5 bulan lalu,Banyak yang menyediakan lokasi camping serta sewa tenda. Yang hobi mancing sangat cocok disini.,2025-12-18
5,5 bulan lalu,Pas kesini naik perahu 50 rb,2025-12-18
5,5 bulan lalu,Tenang Silirrr,2025-12-18
4,5 bulan lalu,Bagus,2025-12-18
3,Diedit 5 bulan lalu,Kumuh,2025-12-18
5,Diedit 5 bulan lalu,Meskipun surut ttp oke...naik perahu santai... keliling,2025-12-18
5,5 bulan lalu,"harga tiket 10.000 per orang waduk sangat luas, banyak tempat teduh, banyak tempat camping juga",2025-12-18
5,5 bulan lalu,"waduk diatas gunung yg indah, tapi sayangnya jln menuju lokasi kurang bagus",2025-12-18
5,5 bulan lalu,"Sejuk, nyaman.",2025-12-18
5,6 bulan lalu,"Udara sejuk, jalan padat.",2025-12-18
5,6 bulan lalu,"Waduk masih asri dan alami, sayang masih banyak pengunjung yang tidak bertanggung jawab membuang sampah di kawasan waduk",2025-12-18
5,6 bulan lalu,Layak,2025-12-18
5,6 bulan lalu,Tempat seru buat nongkrong sore hari sambil nikmatin sunset,2025-12-18
4,6 bulan lalu,Lumayan indah....,2025-12-18
5,Diedit 6 bulan lalu,Tempat wisata yang indah,2025-12-18
2,6 bulan lalu,"Fasilitasnya minim. Seharusnya danau seluas itu, ada banyak titik toilet. Tapi ini sangat minim. Penjual disana juga sangat sedikit. Manajemen harus menambah banyak stand makanan dan toilet kalo pengen banyak pengunjung. Dan harus ada oleh² has dari daerah tersebut biar jadi daya tarik. Tambah wahana air.",2025-12-18
5,6 bulan lalu,Sejuk dan nyaman murah,2025-12-18
4,6 bulan lalu,Pilihan wisata alam bendungan terbaik di perbukitan,2025-12-18
5,6 bulan lalu,"Htm murah,parkir luas,bisa naik perahu,jajanan standard murah",2025-12-18
5,6 bulan lalu,Pengemudinya sungguh tampan.,2025-12-18
5,6 bulan lalu,Hidup lambat,2025-12-18
5,6 bulan lalu,makanan enak harga pelajar tempatnya nyaman,2025-12-18
5,6 bulan lalu,"Tempat nyaman, cocok buat refreshing",2025-12-18
4,6 bulan lalu,tempat indah dan nyaman,2025-12-18
5,6 bulan lalu,"Dari purworejo lewat bagelen, naik gunung lewat lembah",2025-12-18
4,7 bulan lalu,Numpak perahu..,2025-12-18
5,7 bulan lalu,Enak syahdu,2025-12-18
3,7 bulan lalu,"Tenang dan damai jika Anda ingin menjauh dari pusat kota Jogja yang ramai. Untuk menuju ke sana, Anda harus berkendara melalui jalan yang sempit dan jika Anda tidak terbiasa berkendara di jalan yang berangin, tempat ini tidak cocok untuk …",2025-12-18
1,7 bulan lalu,"Jelek,tidak nyaman untuk sekedar istirahat dan duduk, dan membosankan",2025-12-18
5,7 bulan lalu,"Cocok untuk bersantai,olahraga.. mancing apalagi kan.. hehe",2025-12-18
3,7 bulan lalu,"Tenang dan damai jika Anda ingin menjauh dari pusat kota Jogja yang ramai. Untuk menuju ke sana, Anda harus berkendara melalui jalan yang sempit dan jika Anda tidak terbiasa berkendara di jalan yang berangin, tempat ini tidak cocok untuk Anda. Pesawat ini berjarak sekitar 20 menit dari Kalibiru, tempat yang memungkinkan Anda melihat awan, bandara internasional Jogja, hamparan sawah, dan pegunungan di dekatnya.",2025-12-18
5,7 bulan lalu,enak buat refreshing,2025-12-18
4,7 bulan lalu,"Sekarang lewat jalan baru. Tiket masuknya @10.000, viewnya bagus, dan bikin fresh",2025-12-18
4,7 bulan lalu,"Jalan yg Deket waduk malah ditutup,liat waduk sermo tapi gk dari waduk?waduh dong.",2025-12-18
5,7 bulan lalu,Listrik,2025-12-18
5,7 bulan lalu,Tempat mudah ditemukan,2025-12-18
5,7 bulan lalu,"Riwayat orderan goride gojek sering kearah sermo dan sekitarnya. Jalur mantap banyak tanjakan dan tikungan dengan kontur aspal beragam, semakin masuk ke pelosok aspal semakin banyak yang nggronjal dan ngelupas, kalo di area waduk dan spot wisata aspal nya cenderung halus. Sejenak berhenti untuk ngopi dan menikmati pemandangan dari gazebo di pinggir waduk. Hari minggu banyak yang jogging dan camping disini.",2025-12-18
5,7 bulan lalu,Cakep,2025-12-18
5,7 bulan lalu,Kerennnn,2025-12-18
4,7 bulan lalu,"Tempatnya lumayan bagus , cuman arah masuk ke lokasinya sempit banget harus hati2 kalo bawa mobil",2025-12-18
5,7 bulan lalu,Tempat bagus view-nya keren,2025-12-18
5,7 bulan lalu,"Waduk ini lumayan besar dan punya tempat untuk camping. Ada perahu yang bisa membawa wisatawan berkeliling waduk selama kurang lebih 20 menit. Tarifnya sangat terjangkau, hanya Rp10 ribu per orang, tapi minimal penumpangnya harus 7 orang. Bisa juga naik sendirian asalkan bersedia membayar Rp70 ribu. Jangan takut naik karena penumpang dibekali pelampung.",2025-12-18
2,8 bulan lalu,"Banyak semut, jalur masuk kirang bagus. Kualitas camp buruk",2025-12-18
5,8 bulan lalu,Mantap waduknya,2025-12-18
5,8 bulan lalu,Indah sekali,2025-12-18
5,8 bulan lalu,"Bagus, tpi seperti biasa ditempat wisata manapun di Indonesia banyak sampah",2025-12-18
5,8 bulan lalu,"bagus banget, apalagi kalo kalian berencana piknik kecil disini the best pokoknya, oh iya kalo kalian mau naik kapal disini jugaa bisaa seru pokoknya!",2025-12-18
2,8 bulan lalu,Tpr nya tidak ramah,2025-12-18
4,8 bulan lalu,"biasa aja sih, airnya coklat",2025-12-18
5,8 bulan lalu,Cocok untuk berwisata di akhir pekan. Sekarang jalannya sudah mulus.,2025-12-18
4,8 bulan lalu,"Kampung halaman tercinta... sudah tertata dgn baik sekarang, ada wahana perahu, spot foto. Saran hanya toilet diperbanyak dan tempat makan juga divariasikan😁",2025-12-18
3,8 bulan lalu,Kurang ramai,2025-12-18
5,8 bulan lalu,Spot asik buat kemping ceria,2025-12-18
4,8 bulan lalu,"Wisata Air yang bagus, murah meriah dan sangat disarankan utk wisata keluarga, ada tempat perkemahan yg memadai, wisata perahu nyaman, segar indah",2025-12-18
5,8 bulan lalu,Semakin cantik,2025-12-18
5,8 bulan lalu,Tempat nya bagus dan estetik 👍😃 …,2025-12-18
5,8 bulan lalu,"Waduk Sermo adalah tempat yang sempurna untuk sesi prewedding dengan pemandangan alam yang luar biasa. Keindahan dan ketenangan waduk ini, dikelilingi oleh perbukitan hijau, menciptakan latar belakang yang sangat romantis dan menenangkan. Kami di ANP Photo baru saja mengabadikan momen prewedding di sini, dan hasilnya sangat memuaskan! Setiap foto terasa hidup, dengan keindahan alam yang menyatu sempurna dengan momen spesial pasangan. Bagi pasangan yang mencari tempat prewedding yang tenang dan indah, Waduk Sermo adalah pilihan yang sangat tepat. Percayakan momen berharga kalian kepada ANP Photo untuk hasil foto yang tak terlupakan! 📸✨ Untuk info lebih lanjut, hubungi kami di Instagram @anp_photo.",2025-12-18
5,8 bulan lalu,MANCINGG MANCINGG !! diajak temen manciing kerennn agak blusuk an and nyasar tp seruu 😗😙,2025-12-18
5,8 bulan lalu,"Waduk diatas perbukitan di daerah Kulon Progo, biasa untuk rekreasi atau mancing ikan disini. Akses jalan aspal menyusuri jalan sepi tapi pemandangan cukup asri, dari kota Wates sekitar 30 menit naik motor. Sepertinya saat ini masuk sudah berbayar, dulunya merupakan jalan umum.",2025-12-18
5,8 bulan lalu,waduk sermo,2025-12-18
5,9 bulan lalu,"syahdu, cocok buat camping selain ajang mancyink",2025-12-18
5,Diedit 9 bulan lalu,"...tempat idaman, daerah hijau...",2025-12-18
5,9 bulan lalu,Viewnya keren banget,2025-12-18
5,10 bulan lalu,Istimewah,2025-12-18
5,10 bulan lalu,Maknyozzz,2025-12-18
5,10 bulan lalu,Tempatnya nyaman,2025-12-18
5,10 bulan lalu,"Waduk Sermo ternyata oke juga??? Kaget dikit. Saya ke sana pas weekend, Minggu pagi menjelang siang, dan gak begitu rame. Cuma ada 1-2 rombongan yang datang barengan, dan pas sampai lokasi ada 3 rombongan yang baru selesai camping. Untuk yang suka camping, tenang aja, karena di sini ada alat camping yang bisa disewa. Saya sih cuma piknik santai bawa jajan, dan bawa tikar/kursi lipat sendiri. Tapi sayangnya kalo siang panassss banget di sini.  Kalo untuk HTM ada 2, pertama di pintu masuk sebelum masuk kawasan, sama kedua pas mau parkir. Waduknya luas banget, enak banget buat nongkrong atau camping. Ada area khusus campingnya, jadi gak ganggu yang cuma piknik. Kalo masuk ke Waduk aksesnya cuma ada 1, jadi keluar masuk lewat jalan yang sama. Di pinggir waduk juga ada warung-warung, jadi kalau laper bisa langsung beli makanan ringan. Oya, jangan lupa juga, di sekitar sini banyak duren yang bisa dicari. Cocok banget buat liburan santai bareng temen-temen atau keluarga!",2025-12-18
5,10 bulan lalu,"Cantik, nyaman dan menyejukan mata hati",2025-12-18
5,10 bulan lalu,Cocok untuk camping,2025-12-18
5,10 bulan lalu,Syahduuuuu,2025-12-18
4,10 bulan lalu,Indah,2025-12-18
5,10 bulan lalu,Oke baik,2025-12-18
2,10 bulan lalu,Jalan ke waduk sermo yg aaahhhh entahlaahhh.. mana pulangnya malah lewat Kulon progo yg jalannya astaghfirullahhhhh... tanjakan ekstrim,2025-12-18
5,10 bulan lalu,Jos fiew yg sanagat mnarik untuk bersantai,2025-12-18
5,10 bulan lalu,"kesini tapi salah waktu karna sore sore gitu, ehh pas sampe malah muter muter waduknya, mana malah kesasar kekuburan",2025-12-18
5,11 bulan lalu,"sayangnya mulai sepi, mungkin karena jauh dari kota dan jalannya lika liku ya, enak sih asri kang jajan juga banyak, orangnya ramah khas jogja banget, beda lah ama jogja pusatkota",2025-12-18
5,11 bulan lalu,Mengelilingi waduk bukan opsi yg mudah,2025-12-18
5,11 bulan lalu,Tempatnya bagus bgt buat ngelamun,2025-12-18
5,11 bulan lalu,Mantap,2025-12-18
4,11 bulan lalu,"Tempatnya luas,tapi jalannya g ada penunjuk arah dan mohon banyak lagi.pepohonan supaya lebih teduh",2025-12-18
5,11 bulan lalu,Sudah lama tidak kesini.. pas kesini jalan sudah halus... pemandangan bagus sejuk nyaman syahdu... lokasi bersih.. warga sekitar ramah ramah... recomended untuk nyore sambil makan mie ayam dipinggir waduk...,2025-12-18
5,11 bulan lalu,bagusss tempat bersih tenang nyaman,2025-12-18
5,11 bulan lalu,"Lokasi camping area waduk sermo, pemandangan nya bagus, nyaman dekat masjid. Fasilitas area camping lengkap, warungnya juga harga standar beli es teh 3rb. Bisa parkir samping tenda. Sayangnya belum bisa keliling waduk naik perahu karena hujan. Tarif perahu keliling waduk sermo 10rb/orang.",2025-12-18
5,11 bulan lalu,karawan nya ramah ramah,2025-12-18
5,11 bulan lalu,Kalo mudik pasti lewatin waduk sermo.. Ini d sebelah waduk sm ke atas lg daerah waduk deket kali mudal Keren deh,2025-12-18
5,11 bulan lalu,Lokasi faforit untuk photo. Baik saat musim gugur atau musim semi selalu terasa magical banget.,2025-12-18
5,11 bulan lalu,Bagus Sepi Kurang banyak spot fotonya. …,2025-12-18
5,11 bulan lalu,Ajibbbbbb,2025-12-18
3,11 bulan lalu,Tidak sesuai ekspektasi,2025-12-18
5,11 bulan lalu,"Bagus Sepi Kurang banyak spot fotonya. Tp lumayan siii buat camping oke bgt, dingin bgt tapi.",2025-12-18
5,11 bulan lalu,Sensasi menyusuri hutan di suaka margasatwa sermo seru bgt..jalan barunya keren..naik perahu mengelilingi sermo g kalah menyenangkan..anak anak seneng bgt..,2025-12-18
5,Diedit 11 bulan lalu,"Sepi, cocok buat wisata, sayang ga ada tempat makan, bawa sendiri juga oke biat piknik. Bisa buat camp.",2025-12-18
3,11 bulan lalu,Perlu perbaikan.,2025-12-18
5,11 bulan lalu,Sermo di peluk lembayung senja,2025-12-18
5,11 bulan lalu,"Tempat yang bagus, menyegarkan",2025-12-18
4,11 bulan lalu,Ada airnya,2025-12-18
5,11 bulan lalu,Jos pas musim pete,2025-12-18
5,setahun lalu,"Setelah dari Parangtritis bisa sholat asar di masjid jogokariyan , alhamdullilah kebetulan pas hujan jg",2025-12-18
5,setahun lalu,seruuu si,2025-12-18
5,setahun lalu,Keren lah pokoknya,2025-12-18
5,setahun lalu,"Udara sejuk, tempat nyaman untuk merenung 😁 …",2025-12-18
5,setahun lalu,Cocok untuk camping bersama keluarga. Naik kapal 10k/person atau 70k/kapal,2025-12-18
5,setahun lalu,"Udara sejuk, tempat nyaman untuk merenung 😁",2025-12-18
5,setahun lalu,Cocok buat tempat ngeGalau wkwk,2025-12-18
5,setahun lalu,"Menyediakan berbagai jenis kambing dan sapi, tempatnya luas, bersih dan nyaman.",2025-12-18
5,setahun lalu,Bisa camping juga lho di dini,2025-12-18
5,setahun lalu,Baguuuuuuuuuuuu,2025-12-18
5,setahun lalu,"Tempatnya masih natural, tidak overtourism",2025-12-18
5,setahun lalu,"Waduk Sermo di Kulon Progo, Yogyakarta, adalah waduk yang diresmikan pada 1996 dan berfungsi sebagai sumber irigasi serta pasokan air bersih bagi masyarakat sekitar. Dikelilingi perbukitan Menoreh, Waduk Sermo menawarkan pemandangan alam …",2025-12-18
4,setahun lalu,Lumayan untuk tempat santai dan untuk menekmati luasnya waduk,2025-12-18
1,setahun lalu,"Daripada menyebabkan kecelakaan, lebih baik portalnya ditiadakan.  Krn memang kalo dari jauh portalnya kurang terlihat. Ada bias warna dgn warna alam. Utamakan keselamatan.",2025-12-18
5,setahun lalu,Sepoiiii,2025-12-18
5,setahun lalu,"Waduk Sermo di Kulon Progo, Yogyakarta, adalah waduk yang diresmikan pada 1996 dan berfungsi sebagai sumber irigasi serta pasokan air bersih bagi masyarakat sekitar. Dikelilingi perbukitan Menoreh, Waduk Sermo menawarkan pemandangan alam yang indah dan udara sejuk, menjadikannya destinasi wisata populer untuk aktivitas berperahu, memancing, dan menikmati sunset. Fasilitasnya memadai, dengan area piknik, warung makan, dan spot foto yang menarik bagi pengunjung lokal maupun wisatawan.",2025-12-18
5,setahun lalu,Salah satu waduk yang berada di dua wilayah Kulon Progo dan Kab Purworejo.,2025-12-18
5,setahun lalu,"Sepi pas berkunjung di hari kerja. Tapi enak buat nyantai. Info darinpetugas jaga, kalau sabtu atau minggu lumayan ramai. Tenda perkemahan juga ramai di akhir pekan.",2025-12-18
5,setahun lalu,Dingin,2025-12-18
5,Diedit setahun lalu,"Waduk Sermo - merupakan salah satu waduk yang terletak di kabupaten Kulonprogo. Waduk ini terletak tidak jauh dari pusat keramaian Wates. Suasana di sekitar waduk ini masih cukup rimbun, dengan kondisi pepohonan yang cukup terawat, dan juga …",2025-12-18
5,setahun lalu,"Ini walaupun lokasi nya jauh, dan beberapa jalan juga sempit untuk dilalui mobil (disarankan memakai motor). Tempat nya cocok buat healing karena ga berisik",2025-12-18
5,setahun lalu,Harga untuk naik perahunya jg murah,2025-12-18
5,Diedit setahun lalu,"Waduk Sermo - merupakan salah satu waduk yang terletak di kabupaten Kulonprogo. Waduk ini terletak tidak jauh dari pusat keramaian Wates. Suasana di sekitar waduk ini masih cukup rimbun, dengan kondisi pepohonan yang cukup terawat, dan juga dilengkapi dengan fasilitas lain, seperti perkemahan hingga beberapa tempat makan disekitaran pinggiran waduk bagi yang ingin mencari ketenangan.",2025-12-18
5,setahun lalu,Bagus..kulinernya bisa ditingkatkan,2025-12-18
3,setahun lalu,Sangat potensial tapi mengapa di akhir pekan sepi pengunjung Pemkab perlu mengadakan even² secara rutin agar menarik wisatawan ke Kulon Progo..,2025-12-18
5,setahun lalu,Sangat bagus,2025-12-18
4,Diedit setahun lalu,"tempat wisata area Kulon Progo, bisa naik perahu dan melihat danau, cocok buat keluarga",2025-12-18
5,setahun lalu,untuk saat ini airnya surut,2025-12-18
5,setahun lalu,Mantappp,2025-12-18
5,setahun lalu,Walaupun cuaca panas tapi angin enak.kopi susu faforit mantap,2025-12-18
5,setahun lalu,Tempat yang sejuk dan nyaman untuk beristirahat dari penatnya kegiatan sehari-hari,2025-12-18
5,setahun lalu,"tempat yang cocok untuk camp, piknik, bahkan memancing",2025-12-18
4,setahun lalu,Spot buat foto2 banyak bngt. Buat yang mau ngecamp/ mancing/ acara kumpul2 oke juga,2025-12-18
5,setahun lalu,waduk yang bagus dan bersih jauh dari kotoran sampah cocok untuk menikmati keindahan waduk ny,2025-12-18
5,setahun lalu,"Waduk Sermo selain berfungsi sebagai pusat penampungan air juga mempunyai fungsi sebagai tempat wisata. Banyak aktivitas wisata bisa dilakukan disini. Mulai dari sekedar jalan-jalan, bisa juga ngecamp, memancing, atau naik perahu. Akses kesini sekarang semakin mudah. Jalan halus beraspal dan lebar.",2025-12-18
5,setahun lalu,Syahduuuuuu estetik abisss,2025-12-18
4,setahun lalu,"Suasana masih asri dan jalan nya berliku-liku, naik turun dan udara sejuk",2025-12-18
1,setahun lalu,Pertama kali kesini,2025-12-18
5,setahun lalu,Tempat yang nyaman buat camping,2025-12-18
5,setahun lalu,Pas kesitu airnya lg surut,2025-12-18
4,setahun lalu,sering kesini camp bareng temen temen👍 …,2025-12-18
5,setahun lalu,Waduknya luas,2025-12-18
2,setahun lalu,Semenjak jalan masuk ke waduk dipindah ke rute baru jalan masuk ke waduk jadi lebih susah dan berbahaya jadi males datang ke waduk sermo,2025-12-18
5,setahun lalu,Suwejuk dan tenang tenteram,2025-12-18
5,setahun lalu,Seru dan menyenangkan 🫶 …,2025-12-18
5,setahun lalu,"Akhirnya nyobain juga naik perahu Waduk Sermo! Pas waktu ke sini beneran langit biru dan cuaca cerah. Panas pasti, tapi jadinya kontras poto yang dihasilkan bagus bener. Diajak muter-muter naik perahu kayaknya setengah jam ada ya. Seru …",2025-12-18
5,setahun lalu,spot camping dan foto.. menikmati suasana syahdu,2025-12-18
5,setahun lalu,"Waduk Sermo, wisata lokal dengan view waduk & perbukitan, bisa naik kapal juga per orang 10k, di pintu masuk bayar 10k per orang + parkir 2k untuk motor",2025-12-18
5,setahun lalu,"bagi yg suka air khususnya naik perahu, ini adalah tempat yg cocok. karena disini kita bisa naik perahu mengelilingi waduk sambil menikmati pemandangan yg asri",2025-12-18
5,setahun lalu,"Akhirnya nyobain juga naik perahu Waduk Sermo! Pas waktu ke sini beneran langit biru dan cuaca cerah. Panas pasti, tapi jadinya kontras poto yang dihasilkan bagus bener. Diajak muter-muter naik perahu kayaknya setengah jam ada ya. Seru bener apalagi kalau sama teman-teman jalan yg asik. Nah, yg jadi concern setelah selesai naik perahu ialah ternyata tak ada pelampung yg diberikan kepada penumpang sebagai standar keselamatan 🥲 Kalau nongkrong di Waduk Sermonya banyak di sore hari, di pinggiran atau di atas dekat jembatan kalau tak salah. Cantik pas dapat langit sore. Dulu pas pernah pakai bumpernya buat acara kampus terbilang oke juga.",2025-12-18
5,setahun lalu,"Keren, nyaman",2025-12-18
5,setahun lalu,Nice buat ngecamp. Enaknya sore dan malem disiniii. bisa liat sunrise dan sunset,2025-12-18
5,setahun lalu,waduk yang bagus buat camping ceria...,2025-12-18
5,setahun lalu,"Untuk piknik piknik, selain view, ada tour dgn perahu & camp ground, Ada spot utk duduk duduk, parkir dll. Dari Waduk bisa ke Pule Payung utk view yg lebih tinggi.",2025-12-18
5,setahun lalu,Mantap,2025-12-18
5,setahun lalu,Perkemahan Waduk Sermo merupakan destinasi indah yang cocok bagi pecinta alam dan penggemar berkemah. …,2025-12-18
