Rating,Waktu,Teks_Mentah,Tanggal_Scrap
1,"10 bulan lalu di 
Google",Sama sekali g recommended. Banyak dangdutan dengan sound besar. Dan lokasinya bau kotoran septitank.. bau buanget. Kalo mau uji muntah disini tempatnya.,2025-12-18
2,"setahun lalu di 
Google","Kamar kumuh, karpet merah jadi hitam, tidak ada tv, harga tidak sepadan sama fasilitas",2025-12-18
5,"setahun lalu di 
Google",Bagus,2025-12-18
4,"setahun lalu di 
Google","Recommended camping & glamping ground.  Berlokasi di kawasan Sakura Hills, room glamping deluxe & supercamp minimalis, namun fasilitas sudah lengkap.",2025-12-18
5,"setahun lalu di 
Google","Tempatnya bagus sekali, mantap...  👍👍👍",2025-12-18
1,"setahun lalu di 
Google","Lokasi bagus, view bagus, tapi sangat tidak rekomen buat yang liburan dari luar kota. Jam 10 lewat masih keganggu dangdutan rombongan tamu lain, malah ga bisa istirahat jadinya. Bintang 1, percuma tempat enak kalo ga bisa istirahat",2025-12-18
5,"setahun lalu di 
Google","Pure oxigen, paket lengkap ada cottage, ada adventure, ada taman passs mantabbb",2025-12-18
5,"setahun lalu di 
Google","View nya cakep keren,terlihat dekat sekali dengan puncak gunung lawu",2025-12-18
5,"setahun lalu di 
Google","Tempat dan view-nya bagus apalagi kalo lg sepi bisa foto dan jalan"" sepuasnya",2025-12-18
5,"setahun lalu di 
Google",Joss,2025-12-18
4,"setahun lalu di 
Google","Sepertinya perkemahannya kurang terawat, padahal tempatnya indah dan juga dingin. Manajemennya perlu ditingkatkan. Ngomong-ngomong, sinyal 4G di sini masih bagus. Haha.",2025-12-18
5,"setahun lalu di 
Google",Belum pernah menginap disini..hanya melihat2 sebelum ngafe di 2020 mdpl cafe...tempatnya luas dan tamannya bagus..penginapan yg kekinian .....,2025-12-18
5,"setahun lalu di 
Google",Hanya lihat lihat disini sebelum ngafe di 2020 mdpl..tempatnya luas dan bagus dan kekinian..tamannya jg luas dan tertata rapi,2025-12-18
4,"setahun lalu di 
Google",Cocok untuk liburan keluarga dengan konsep glamping dilengkapi view sekitaran Lawu. Ada beberapa pilihan jenis kamar. Love banget dengan pelayanan yang ramah dan informatif.,2025-12-18
5,"setahun lalu di 
Google","Lumayan, udara dingin berkabut, view background gunung lawu",2025-12-18
4,"setahun lalu di 
Google","Pemandangannya luar biasa. Dingin sekali karena lokasinya di tengah hutan 😁 Kamarnya cukup bersih dan luas, sayangnya toiletnya kurang berfungsi dengan …",2025-12-18
5,"setahun lalu di 
Google",Mantep buat liburan. Room & fasilitas oke. Service team nya bagus sekali. Lokasi juga oke dan nyaman,2025-12-18
4,"setahun lalu di 
Google","Nginep sehari disini pas weekdays. Sepi banget dan agak kurang memuaskan. Saya pesen yg rumah kaca. Karpet lantainya udah banyak jamur/noda gtu. Dan tirai nya juga berdebu, mana susah dibuka jadi tuh kaca kurang berfungsi. Dan sepanjang …",2025-12-18
5,"setahun lalu di 
Google",okeyyy bangettttt,2025-12-18
5,"setahun lalu di 
Google",Ada lapangannya shg bs tuk main bola juga Pelayanan baik Ada air belerangnya dan bagus untuk kulit Cocok untuk yang benar2 akan camping,2025-12-18
4,"setahun lalu di 
Google","Nginep sehari disini pas weekdays. Sepi banget dan agak kurang memuaskan. Saya pesen yg rumah kaca. Karpet lantainya udah banyak jamur/noda gtu. Dan tirai nya juga berdebu, mana susah dibuka jadi tuh kaca kurang berfungsi. Dan sepanjang nginep disana 24 jam nonstop itu pompa air nyala terus ,berisik krn pas di blkng kamar, sampe susah tidur.  Lokasinya di tengah hutan, dingin banget udah pasti. Apalagi disana pas berkabut terus jadi bener2 sepi bgt.",2025-12-18
4,"setahun lalu di 
Google","Pemandangannya luar biasa. Dingin sekali karena lokasinya di tengah hutan 😁 Kamarnya cukup bersih dan luas, sayangnya toiletnya kurang berfungsi dengan baik... Airnya masih alami... ada belerangnya. Makanannya cukup enak.",2025-12-18
2,"setahun lalu di 
Google","milih kamar yg harganyaa lebih mahal karna eskpektasi dapet pemandangan yg bagus, ternyata dapet kamar yg belakang ga dapet view sama sekali. yg dpt view malah kamar yg lebih murah. katanya full book tp pas pagi diliat masih ada kamar kosong yg menghadap lapangan wkwk",2025-12-18
1,"setahun lalu di 
Google",Kelaparan.....nggak sesuai cuaca...dingin tapi fasilitaa perut gak tersedia...,2025-12-18
1,"setahun lalu di 
Google","Saya menginap 1 malam pesan oshin deluxe, begitu masuk bau karpet lembab, karpet kotor, water hitter tidak berfungsi, air kotor mngkn air belerang, pedih dimata.lingkungan sekitar jg kotor.",2025-12-18
5,"2 tahun lalu di 
Google",Keren viewnyaaa bagus banget tempat nyaman adem,2025-12-18
1,"2 tahun lalu di 
Google","Tidak ada HEATER nya sama sekali. Pengalaman beberapa bulan yang lalu saking kedinginannya, kami jadinya tidur di mobil karena sangat lebih hangat daripada ""kamar kulkas"".",2025-12-18
1,"2 tahun lalu di 
Google",Airnya kotor mau mandi pengen nya bersih malah mandi pakai minyak,2025-12-18
1,"2 tahun lalu di 
Google","Jangan menginap di sini. Kamar kotor, fasilitas buruk, kamar mandi kotor. Stafnya tidak bekerja, hanya orang-orang yang tidak berguna. Saya menginap di sini pada 9 September 2023 dan ada orkestra dangdut tepat di samping kamar kami. Sangat berisik dengan bass yang berat...tidak bisa tidur, jadi saya memutuskan untuk tidur di dalam mobil.  Saran saya, JANGAN menginap di sini. Buang-buang uang saja.",2025-12-18
3,"2 tahun lalu di 
Google","Booking minta kamar yang langsung menghadap lapangan, dikasi dibelakang kamar lain dan pas disebelahnya bakar sampah. …",2025-12-18
5,"2 tahun lalu di 
Google","tempatnya bagus banget dan luas, viewnya yang bikin nilai plus, suasananya juga sejuk nyaman. lapangannya luas, bisa banget buat outbound permainan atau api unggun. kalo ga pesen kamar bisa kok cuma main-main di sekitaran atau ga foto-foto gitu. akses ke tempat juga ga sulit, pake mobil bisa banget, udah aspal juga",2025-12-18
4,"2 tahun lalu di 
Google",Sayang sekali pas kesini ada kabutnya... Gunung Lawu tidak terlihat,2025-12-18
1,"2 tahun lalu di 
Google",Perusakan alam,2025-12-18
5,"2 tahun lalu di 
Google","Pasti kami akan kembali. Rating tertinggi. Pemandangannya luar biasa...coba jelajahi hutannya, cari berbagai jenis jamur, dan dengarkan kicauan burung ❤️",2025-12-18
3,"2 tahun lalu di 
Google","Booking minta kamar yang langsung menghadap lapangan, dikasi dibelakang kamar lain dan pas disebelahnya bakar sampah.  Akhirnya pindah kamar lain, karena katanya semua kamar menghadap lapangan terisi, walaupun ternyata ada yang tetap kosong sampai besoknya.",2025-12-18
5,"2 tahun lalu di 
Google",Kalau yang suka nge-camp make tenda ini udah lumayan banget buat camp yg tanpa kamar mandi di dalem. Tp klo gak biasa nge-camp make tenda bs milih camp nya yg ada kamar mandinya.,2025-12-18
5,"2 tahun lalu di 
Google",Duingin polll suhu sekitar 11-15celcius.. diwajibkan bawa sarung tangan.jaket kaos kaki yg tebal..air pun sangat dingin apalagi air belerang cocok banget buat yg punya penyakit kulit tapi kalo buat cuci. Muka kena mata bisa perih..bisa bawa alat BBQ an sendiri..,2025-12-18
4,"3 tahun lalu di 
Google","Viewnya bagus, kamarnya banyak, lumayan ramai",2025-12-18
5,"3 tahun lalu di 
Google",Dingin,2025-12-18
5,"Diedit 3 tahun lalu di 
Google",Tempatnya nyenengin.. asik buat rame²..,2025-12-18
1,"3 tahun lalu di 
Google",PEMBABATAN HUTAN dgn dalih pembukaan lapangan kerja!! MIRIS!!,2025-12-18
5,"3 tahun lalu di 
Google",Tempatnya keren...,2025-12-18
4,"3 tahun lalu di 
Google","Benar-benar kaki gunung, dinginnya terasa sekali. Malam jam 9an kabut sudah turun, pagi pun kabut naik setelah jam 8an. cuma sayang, air panasnya pas dateng g nyala (malem), trs kamar mandinya agak kotor, disediain ember & gayung, tp pas masuk di ember masih ada sisa air yg kotor & gayungnya lumutan (pdhl yg kamar mandi dlm). Siang jam 11 pas mandi jg, airnya mati lama dong, untung ada air mineral buat bilas 🥺",2025-12-18
5,"Diedit 3 tahun lalu di 
Google","Hawanya sangat dingin malam Sampek pagi harap sedia jaket kulit, tempatnya bagus",2025-12-18
5,"3 tahun lalu di 
Google",Pas kesini kok ujan....,2025-12-18
1,"3 tahun lalu di 
Google",Save lawu!,2025-12-18
4,"3 tahun lalu di 
Google",Tempat terbaik untuk penyembuhan. Sejuk dengan pemandangan pegunungan. 👍🏻 …,2025-12-18
5,"3 tahun lalu di 
Google","Sebuah destinasi yg rekomended bgt dech. Glamping yg bagus dg view puncak Lawu nan menawan. Udaranya jg super segar. Dan satu lgi, lokasinya terpisah dg wahana. Jd ketenangan dan privasi bs dapet bgt kl nginep disini.  Pelayanan jg bagus.  Pokoknya terkesan bgt nginep disini",2025-12-18
4,"3 tahun lalu di 
Google","- Konsepnya bagus bgt sih, kalo buat foto2 mah cakep nih estetik juga - Kemarin ngga booking dulu tapi untung masi sisa 2 kamar - Dari segi harganya gaktau ya pasnya berapa soalnya kemarin dapat harga …",2025-12-18
5,"3 tahun lalu di 
Google",Bagus untuk prewed,2025-12-18
5,"3 tahun lalu di 
Google",serasa di jepang.,2025-12-18
5,"3 tahun lalu di 
Google","Konsep ekowisata yang sangat menarik. Kita bisa menyewa tempat camping di sini. Ada berbagai macam modalnya. Dengan tenda atau bentuk rumah yang bisa muat 8 orang. Tersedia juga yang kamar mandi dalam dengan water heater.  Jika berwisata ke sini hal pertama yang harus anda siapkan adalah pakaian tebal karena daerah ini berada di ketinggian kaki Gunung Lawu yang berhawa dingin. Tentu derajat dingin di lokasi ini tidak pernah kita temui di perkotaan.  Untuk mengusir hawa dingin kita bisa membuat api unggun di lokasi yang sudah disediakan. Tidak usah repot-repot, petugas akan membantu kita menyediakan dan menyalakannya. Kita bisa memanggang makanan kesukaan atau membuat kopi panas.  Di pagi hari kita akan menyaksikan hamparan hijau yang masih diselimuti kabut langsung dari jendela kamar kita, sungguh istimewa bukan. Setelah itu kita bisa menjelajah hutan dengan menyusuri track bambu yang sudah disediakan. Banyak spot-spot foto untuk mengabadikan perjalanan anda di sini.  Lokasi wisata ini bertema Jepang. Lengkap dengan ornamen-ornamen khas Jepang berwarna merah. Tak lupa, bunga sakura pun bisa kita temui di sini, walau bukan bunga asli ya. Banyak spot foto instagramable yang cocok jadi background mengabadikan perjalanan Anda.",2025-12-18
5,"3 tahun lalu di 
Google",Suka banget sedia jaket tebel karena bisa sampai 11°,2025-12-18
4,"3 tahun lalu di 
Google","- Konsepnya bagus bgt sih, kalo buat foto2 mah cakep nih estetik juga - Kemarin ngga booking dulu tapi untung masi sisa 2 kamar - Dari segi harganya gaktau ya pasnya berapa soalnya kemarin dapat harga supercamp 600k/kamar, beda sama di selebaran yg tulisannya 500k, tp mungkin karna pas liburan juga kali ya - Perkamar bisa buat 6 orang, mungkin bisa lebih karna di dalemnya cukup luas - Kasurnya matras, jadi kalo malem malah naik dingin, disarankan bawa jaket tebel / selimut tambahan karna sumpah dingin pol sampe gabisa tidur, suhu bisa mencapai 13°C. - Kamar mandi bersama, nah airnya tu masih bau belerang ya, rasanya asem mungkin bisa diperbaiki masalah airnya, pintu kamar mandi juga ada yg rusak 🙏🏻 - Secara keseluruhan tempat ini oke bgt buat ngecamp yg bukan di tenda hehe, view nya keren jalan ke atas dikit dr supercamp, suasana pas paginya sih enak, adem, seger, langsung dapet view gunung lawu - Nginep disini udah include masuk ke sakura hills nya.",2025-12-18
5,"Diedit 3 tahun lalu di 
Google",Seru abis di sana,2025-12-18
5,"3 tahun lalu di 
Google",Tempanya keren.. itu ajah he3 kamar mandi diluar untuk umum..ada yang untuk 6 orang atau 4 orang springbed,2025-12-18
5,"3 tahun lalu di 
Google",Asyik ...n dingin dingin .. Klo turun kabut suasananya tambah syahdu,2025-12-18
5,"3 tahun lalu di 
Google",Naik Jeep menuju ke sini. Ada penginpan,2025-12-18
5,"3 tahun lalu di 
Google",Mantep,2025-12-18
5,"3 tahun lalu di 
Google",Tempatnya bagus dengan banyak cottage untuk menginap. Range harga 450rb s/d 650rb tergantung fasilitas kamarnya.,2025-12-18
5,"Diedit 3 tahun lalu di 
Google","Glamping di udara terbuka, segar, alami dan natural bangeeeet. Yg mau nginep disini sebaiknya bawa perbekalan selimut tebal, jaket tebal, makanan. Jika malam suhu nya 13 sampai dg menurun ke 10 derjat. Ditambah gerimis semakin syhadu menggigil nyaa😂☺.  Disediakan tempat BBQ. 1 villa isi 6 kasur. Ada yg plus toilet didalam, ada yg toilet rame2 di luar(kami dpt harga 500ribu). Fasilitas kamar hanya kasur tipis, selimut, 6 botol kecil air mineral dan bantal. Toilet jongkok, air belerang yg hangat, dibuat gosok gigi sepet, kena mata pedih.  Bisa bawa tenda sendiri Unt adm nya saya kurang tau, bisa lgsg ke lobby nya saja🙏  Rame yg foto prewed, karena cakeep bgeet view nya  Offroad 200rb/mobil isi 4 org",2025-12-18
4,"3 tahun lalu di 
Google","Pemandangan indah, udara sejuk, suasana tenang cocok untuk liburan",2025-12-18
4,"3 tahun lalu di 
Google",Pengalaman baru melihat hutan menggunakan Jeep,2025-12-18
5,"3 tahun lalu di 
Google",Tidak bolah dilewatkan,2025-12-18
1,"3 tahun lalu di 
Google",Merusak alam wadepak men,2025-12-18
3,"3 tahun lalu di 
Google",Tempatnya yang paling bagus yang paling atas sendiri yang ada penginapannya. Yang pasti hawanya disana dingin bgt. Ada wahana offroad tp cukup mahal yaa. Jika kesana pasti mendengar lagu2 jepang tp lagu2nya tdk terkenal dan kurang bagus jadi menurut saya sendiri kurang enak dengernya. Cocok buat pemotretan.,2025-12-18
4,"4 tahun lalu di 
Google",Jika,2025-12-18
5,"4 tahun lalu di 
Google","suasananya enak.  adem,, hening, ga menyeramkan, cocok buat orang kayak aku, suka alam tp ga suka ribet.  supercamp gini solusinya",2025-12-18
3,"4 tahun lalu di 
Google","Airnya bau belerang,tidak ada mushola, mengecewakan",2025-12-18
5,"4 tahun lalu di 
Google","Tempatmya super dingin, suhu tengah malam capai 13 derajat celcius. Lokasinya cocok untuk honeymoon. Berada di kaki gunung lawu",2025-12-18
5,"4 tahun lalu di 
Google",Kereen bangeet...,2025-12-18
4,"4 tahun lalu di 
Google",nyaman..CS ramah tpi..pokokya ada tapi..cobain aj lgsung,2025-12-18
4,"4 tahun lalu di 
Google","Bukan seleraku. Konsepnya bagus, tapi desain lanskapnya kurang menarik, ditambah lagi airnya mengandung sulfur. Kamu harus ekstra hati-hati kalau mau cuci muka.",2025-12-18
5,"4 tahun lalu di 
Google",Bagus,2025-12-18
5,"4 tahun lalu di 
Google",Bagus bgt tempat nya...jalur jalan kaki ke lokasi jauh bgt..capek minta ampun..dan knp tidak dikasih tau kalo ada jalur cepat yg buat jalan jip....harusnya ada dikasih petunjuk plang gede atau semacam tugu atau gapura bahwa itu akses untuk jalan ke lokasi,2025-12-18
5,"Diedit 4 tahun lalu di 
Google",Penginapan yg bagus bersih pula.. Pemandangan pagi Masya Allah indah 😍 tp kalo malem dinginnya minta ampun 🥶🥶 serasa tidur dlm kulkas 😁 nasi goreng dan teh hangat juara enak banget..pengalaman menginap yg tak terlupakan 🥰🥰 …,2025-12-18
4,"4 tahun lalu di 
Google","Tempatnya nyaman, pelayanan yang mantap, tapi sayang air kamar mandi nya mengandung belerang.",2025-12-18
4,"4 tahun lalu di 
Google",pemandangan indah,2025-12-18
5,"4 tahun lalu di 
Google",Luar biasagg😍😍😍😍👏👏👏 …,2025-12-18
5,"4 tahun lalu di 
Google","Nyaman, sejuk, cocok untuk acara keluarga",2025-12-18
5,"4 tahun lalu di 
Google",tanpa cela,2025-12-18
5,"4 tahun lalu di 
Google",Suasana di tengah hutan. Dingin banget udara di sini.,2025-12-18
5,"4 tahun lalu di 
Google","Keren, bagus untuk penyembuhan 😄 …",2025-12-18
5,"4 tahun lalu di 
Google",Ini bagus sederhana keluarga senang,2025-12-18
5,"4 tahun lalu di 
Google",Sippy,2025-12-18
1,"4 tahun lalu di 
Google",Wisata alam yang merusak alam,2025-12-18
5,"4 tahun lalu di 
Google",Mantap.pemangan ok banget,2025-12-18
4,"Diedit 4 tahun lalu di 
Google","Penginapan yang berada didaerah pegunungan dengan pemandangan alam yang menarik, serta background hutan dan Gunung Lawu. Area camp yang sudah didesain sedemikian rupa, sehingga menarik untuk kebutuhan foto-foto saat ini. Untuk kenyamanan pengunjung menginap baiknya perlu ditingkatkan lagi ya, untuk tempat tidur dan  kamar mandinya.",2025-12-18
5,"4 tahun lalu di 
Google",Mantapp,2025-12-18
4,"4 tahun lalu di 
Google",Bagus.. cocok buat yg suka pemandangan alam..,2025-12-18
4,"4 tahun lalu di 
Google","Keren,",2025-12-18
5,"Diedit 4 tahun lalu di 
Google","Lokasi berada di atas sakura hills, sekitar 5 menit menggunakan kendaraan. Bagi yg menginap, kendaraan pribadi boleh masuk sampai ke supercamp. Viewnya sangat indah. …",2025-12-18
5,"Diedit 4 tahun lalu di 
Google","Lokasi berada di atas sakura hills, sekitar 5 menit menggunakan kendaraan. Bagi yg menginap, kendaraan pribadi boleh masuk sampai ke supercamp. Viewnya sangat indah. Harga 450 di tiket.com / 6 orang. Untuk layanan makan tidak diberitahu sebelumnya jika tutup jam 17:00, jadi kami harus turun utk cari makan malam. Matras dan selimut kurang tebal, saran bawa selimut tambahan karena suhu malam bisa turun sampai 11°C, maklum ini supercamp bukan villa ya. WC ada banyak di luar Oiya, jalan kaki ke atas sedikit dari supercamp viewnya bagus juga.",2025-12-18
5,"4 tahun lalu di 
Google","Jalan menuju camp nanjak dan berbatu, lumayan sulit utk mobil2 kecil apa lagi licin.. Utk keseluruhannya oke.. Nyaman dan dingin...",2025-12-18
5,"4 tahun lalu di 
Google","Supercamp yang sangat nyaman, pelayanan sangat baik dan harga termasuk terjangkau. Admin fast respon dan sangat ramah. Tempatnya bersih namun jalan menuju area camp masih sangat terjal dan licin, mobil pribadi harus extra hati hati.",2025-12-18
1,"4 tahun lalu di 
Google","I kind of wondering how local government allow this place to exist. Bukan salah owner nya aja sih, pemda dan penyewa nya juga sama2 salah",2025-12-18
5,"4 tahun lalu di 
Google","Camp yg worth banget buat kumpul reunian, keluarga, colega, dan lain2, pemandangan dan view buat photo juga sangat recommended, cuman yang perlu diperhatikan soal suhu, suhu disana sangat dingin (saya datang waktu itu suhunya sekitar 11-15 derajat) jadi mungkin harus bawa jaket tebal, dan bila perlu bawa sleeping bag sendiri (dingin bet dlm kabin)",2025-12-18
5,"4 tahun lalu di 
Google","Letaknya strategis di jalan baru Tawangmangu-Sarangan, dan dekat gerbang pendakian Cemoro Kandang. Tempat parkir luas, arena permainan, pondok-pondok penginapan yang berbentuk unik. Terdapat lapangan luas yang cocok untuk kegiatan outdoor …",2025-12-18
1,"4 tahun lalu di 
Google",Saya lebih suka tempat ini apa adanya...masih hutan alami yang menghasilkan banyak oksigen dan melindungi air tanah dan menjaga tanah dari longsor,2025-12-18
5,"4 tahun lalu di 
Google","Letaknya strategis di jalan baru Tawangmangu-Sarangan, dan dekat gerbang pendakian Cemoro Kandang. Tempat parkir luas, arena permainan, pondok-pondok penginapan yang berbentuk unik. Terdapat lapangan luas yang cocok untuk kegiatan outdoor maupun tempat berkemah. Pengunjung juga dapat berkeliling lokasi menggunakan jeep offroad melalui jalur yg ekstrim.",2025-12-18
5,"4 tahun lalu di 
Google",Tempatnya bagus. Toiletnya perlu diperbaiki.,2025-12-18
4,"4 tahun lalu di 
Google","Penginapan tidak terlalu jauh dr jalan utama, harga murah, ruangan luas cukup untuk ber 6-8. Makanan tepat waktu, enak. Slimut dan kasur kurang tebel. Cocok buat family time, reatret, tahun baruan. Cusss bisa dicoba teman2.",2025-12-18
4,"4 tahun lalu di 
Google","Sewa murah.. Suasana nyaman, sejuk, indah Makanan mahal.. dan close order jam 16.30 saja …",2025-12-18
1,"4 tahun lalu di 
Google",Save lawu,2025-12-18
1,"4 tahun lalu di 
Google","Pelayanannya lambat, lambat""lanjutnya",2025-12-18
4,"5 tahun lalu di 
Google","Nice buat kumpul².. dingiiin bangeet, jadi siap² ya buat yang ga kuat dingin..",2025-12-18
5,"5 tahun lalu di 
Google","Super camp yg bagus, penataan yg keren, ayik buat bersantai disuana pegunung yang adem. Banyak spot foto yg kereen,. Tempat yg wajib dikunjungi di tawang mangu.",2025-12-18
4,"4 tahun lalu di 
Google","Sewa murah.. Suasana nyaman, sejuk, indah Makanan mahal.. dan close order jam 16.30 saja Fasilitas wisata lengkap.. Pelayanan oke.. Airnya beleraaaaaang😭😭 g bisa buat gosok gigi dan harus ati"" kalau kena mata",2025-12-18
5,"5 tahun lalu di 
Google",Kalau mau nginep pastikan bawa pakain tebal karna dingin bgtttt,2025-12-18
1,"5 tahun lalu di 
Google","Pak, saya tidak tahu siapa pemilik bangunan ini, tapi tolong, setiap orang punya bagiannya masing-masing. Kalau peruntukan hutannya sudah hutan, kalau mau bangun vila, cari saja tempat untuk orang-orang bermukim.  Kakek Lawu tidak akan tersinggung dengan tindakanmu 🙏",2025-12-18
1,"5 tahun lalu di 
Google",mengganggu ekosistem.biarlah hutan jadi hutan,2025-12-18
5,"5 tahun lalu di 
Google",Golek sarapan,2025-12-18
1,"5 tahun lalu di 
Google",pembukaan hutan,2025-12-18
5,"5 tahun lalu di 
Google",Bagus...,2025-12-18
1,"5 tahun lalu di 
Google",Merusak Alam.. Save Lawu,2025-12-18
5,"5 tahun lalu di 
Google",Rekomended utk nginep disini fasilitasnya kengkap ...tp siap2 dingin ya ...asiiik bgt,2025-12-18
1,"5 tahun lalu di 
Google",Merusak alam,2025-12-18
2,"5 tahun lalu di 
Google","Awalnya warna hijau, kok jadi warna kuning.",2025-12-18
1,"5 tahun lalu di 
Google",Perusak alam,2025-12-18
1,"5 tahun lalu di 
Google","Jika alam marah, Anda tahu konsekuensinya.",2025-12-18
1,"5 tahun lalu di 
Google","Ini kawasan hutan lawu, ini wisata bukan ditempatnya, sangat merugikan gunung lawu",2025-12-18
1,"5 tahun lalu di 
Google",Kalau wisata alam kennapa rusak alam.,2025-12-18
1,"5 tahun lalu di 
Google",Jangan ceroboh!,2025-12-18
1,"5 tahun lalu di 
Google",Mending camping,2025-12-18
1,"5 tahun lalu di 
Google",TUHAN MEMBERKATIMU SEKALI!,2025-12-18
1,"5 tahun lalu di 
Google",Tempat wisata kalau merusak alam seperti ini jadi tidak respect lagi,2025-12-18
1,"5 tahun lalu di 
Google",SAVE LAWU,2025-12-18
1,"5 tahun lalu di 
Google","wisata alam tapi kenapa berawal dari pembabatan lahan hutan,",2025-12-18
1,"5 tahun lalu di 
Google",Parah kick...,2025-12-18
3,"5 tahun lalu di 
Google",Buat wisata boleh... asalkan perhatikan standar yang ada.guna antisipasi bencana dan dampak negatif yang akan timbul.,2025-12-18
1,"5 tahun lalu di 
Google",Save lawu,2025-12-18
1,"5 tahun lalu di 
Google",Ini banyak banget yg ditebangi.,2025-12-18
1,"5 tahun lalu di 
Google",Save hutan Lawu,2025-12-18
1,"5 tahun lalu di 
Google",Save hutan jgn dijadikan tempat wisata,2025-12-18
1,"5 tahun lalu di 
Google",Save hutan,2025-12-18
5,"5 tahun lalu di 
Google",Kayaknya cocok buat tahun baru,2025-12-18
3,"5 tahun lalu di 
Google",Hawa dinginnya cocok untuk ngadem,2025-12-18
