Rating,Waktu,Teks_Mentah
3,8 tahun lalu,Sejuk...Perlu Pembenahan...Agar terlihat lebih menarik..
5,6 tahun lalu,Wisata alam yang oke
3,7 tahun lalu,Trek menanjaknya bisa untuk latihan fisik bagi pendaki pemula
5,3 tahun lalu,Cukup baik
3,8 tahun lalu,"view bagus, cocok buat take foto prewed maupun foto biasa,,,cuma yo iku,,,kadang disalahgunakan ngho pacaran"
5,8 tahun lalu,Butuh tenaga extra utk menuju ke atas tapi view nya nice cih...
4,8 tahun lalu,Recananya bulan ini mau di bangun menara pandang di daerah dekat buper
5,Diedit 7 tahun lalu,Dolan
5,6 tahun lalu,"Dari dl sll asri,gak pnh brubah"
5,5 tahun lalu,Udara sejuk...bagus untuk menyegarkan pikiran
5,7 tahun lalu,Tempat yang bagus untuk keluarga sayangnya banyak muda mudi mojok
4,7 tahun lalu,Cocok utk foto-foto
5,7 tahun lalu,Udara yang sejuk dan menyenangkan
5,Diedit 10 bulan lalu,"Tempatnya luas, sejuk, indah, cocok buat liburan yg nyari udara segar. Cocok buat camping, foto album, kegiatan pramuka. Pernah pengalaman hunting ksini dpet kondom bekas haha."
4,6 tahun lalu,"Kembangkan lagi ,,"
5,4 tahun lalu,Sangat bersih srkali dan bagus karena baru buka
5,7 tahun lalu,Adem tempatnya nyaman jg
1,8 tahun lalu,Hawa sejuk bersih banyak pohon cemara cocok tuk kemah & jln2 sekarang dikelola oleh swasta.
4,4 tahun lalu,"Tempatnya luas, banyak pohon pinus disana, udarnya juga sejuk tempatnya enak buat berkumpul sama keluarga dengan suasana yang masih asri"
5,4 tahun lalu,Wisata alam asri
4,7 tahun lalu,pemandangan indah
4,6 tahun lalu,Outbond di perbukitan dawe? Yups mari ke bumi perkemahan kajar dengan pemandangan yang sangat asyik dan menyejukan cocok bagi kalian yang pengen liburan dengan pemandangan alam yanh eksotik
4,8 tahun lalu,"Outbond satria dalam karya,  RD home appliance &"
4,7 tahun lalu,Viewnya bagus adem hawanya dan tdk terlalu tinggi dijangkau bersepeda motor..
5,5 tahun lalu,Tempat sangat asri khas pegunungan sejuk dan menyehatkan
4,7 tahun lalu,Cari tempat sejuk? Disini tempatnya.
5,8 tahun lalu,Iya sipsss
4,7 tahun lalu,suasana hutan pinus yg ok banyak spot photo bagus
4,7 tahun lalu,Dingin
4,7 tahun lalu,"Dingin, asri, sejuk, cocok buat heaking, tempatnya agak datar jadi enak buat mendirikan came."
5,6 tahun lalu,"enak,buat kemah"
5,7 tahun lalu,Sejuk nan asri
4,7 tahun lalu,"hawanya sejuk dan tenang, dengan perjalanan yg menyenangkan dikelilingi pepohonan yg rindang dan indah"
4,6 tahun lalu,Kurangnya tempat buat istirahat seperti gasebo..
1,7 tahun lalu,Kondisi yang sangat memprihatinkan....
4,4 tahun lalu,Adem syahdu
5,4 tahun lalu,Tempat asyik buat ngopi
5,3 tahun lalu,Tempatnya bagus keren sih
4,4 tahun lalu,"lokasi ada di lereng gunung muria,lumayan gampang diakses karena memang searah menuju kawasan colo/gunung muria  dulu tempat ini sering digunakan untuk tempat berkemah,masih inget banget jaman masih smp ikut pramuka dan kemah di sini, sekarang tempatnya mulai dikembangkan dan direnovasi buat wana wisata edukasi which is keren sih,  area parkir gede untuk mobil dan motor untuk masuk dikenakan biaya 10k/pax dan parkir sekitar 2k untuk motor  tempat luass rada terjal dan sejuk dan asri karena mostly ditumbuhi pohon pinus,banyak pedagang/stand makanan di sepanjang jalan masuk,buat yang pengen camping bisa sewa tenda harga sekitar 60k/permalem,yang hobi foto2 banyak spot2 yang lucu,mau pesen makanan bisa jg dinikmati di beberapa gazebo,yang suka puter2 bisa sewa atv,ada juga bermacam permainan anak,dan kalo malam katanya lebih keren lho tempatnya  so far cocok lah untuk menikmati keindahan atas kota kudus bersama keluarga"
5,7 tahun lalu,Asri
5,6 tahun lalu,Sejuk dan damai buat pikiran bodrek
5,6 tahun lalu,Keren
2,Diedit 5 tahun lalu,Tempat sejuk cuma Kurang terawat...minim fasilitas.
3,6 tahun lalu,"otw, asal bintangnya 3"
4,8 tahun lalu,"Lokasi nya nyaman sob,,, buat temen"" yang lagi pingin menikmati segar nya udara pegunungan, wisata pegunungan gan, jadi jangan lupa sedia air minum, soal nya capek hehehe"
4,7 tahun lalu,Tempat yg menyenangkan
5,4 tahun lalu,Cocok sama suasanya..
3,7 tahun lalu,"Tempatnya sangat luas dan rindang banyak pepohonan serta hawanya sejuk, namun kurangnya fasilitas yang memadai seperti kamar mandi yang sedikit dan kurang bersih serta kurangnya tempat sampah yang disebar disudut-sudut buper membuat orang …"
5,4 tahun lalu,Enk bgt
4,7 tahun lalu,Wow kereeeeen! Dan yang paling penting adalah gratis gratis gratis tanpa dipungut biaya apapun
1,7 tahun lalu,Pling adem ayem lah...
4,6 tahun lalu,Hutan Pinus yang masih asri
4,7 tahun lalu,Sudah lama sejak terakhir kali saya mendengar hal itu.
5,7 tahun lalu,Wisata hutan pinus nan asri
5,8 tahun lalu,Asik
3,4 tahun lalu,Mengakui
5,Diedit 7 tahun lalu,nyaman asri sejuk bersih
4,7 tahun lalu,👍😁 …
5,7 tahun lalu,"Bumi perkemahan Kajar yang letaknya di lereng Muria. Memiliki pemandangan lereng yang sangat Eksotik, Natural dengan Hutan Pinus yang luas. Dengan tiket masuk Rp.5000 Kita bisa menikmati kawasan yang sangat hijau.Tempat wisata keluarga yang biasa digunakan untuk berkemah,game dan beberapa acara outbond dengan View pegunungan dan lereng hijau.  Disini juga terdapat rangkaian hutan pinus yang menambah rindang pemandangan dan membuat sejuk udara, oh ya disini tidak ada kantin, jadi bawa bekal dari luar ya, tapi sampahnya jangan dibuang sembarangan."
4,5 tahun lalu,"Tempatnya cocok untuk berkemah, biasanya juga digunakan untuk acara perkemahan sekolah-sekolah 👍 …"
3,7 tahun lalu,Gunung tapi sdg g dingin mungkin karena alamnya sdh rusak
4,8 tahun lalu,Tempat yang cocok buat refreshing
4,8 tahun lalu,Tempatnya adem
5,Diedit 8 tahun lalu,Memliliki banyak momen indah serta masih banyak memiliki banyak oksigen segar
4,3 tahun lalu,Sekarang sdh lbih bagus...
5,4 tahun lalu,"Tempat yg rindang karena banyak pepohonan yg tinggi2 . Sering divunakan untuk kemah, foto prewed, fto produk dan sekedar untuk melepas penat bersama keluarga. Tiketnya pun murah"
5,5 tahun lalu,Keren....
4,4 tahun lalu,"Tempatnya rindang nan sejuk, namun kurang terawat."
5,Diedit 8 tahun lalu,"Udaranya segar,lokasi mudah dijangkau,instagrammable"
5,9 tahun lalu,"tempatnya di lereng pegunungan , santai , dingin , banyak pohon karet , tempatnya luas"
4,4 tahun lalu,Alamnya cukup indah dan enak untuk camping
4,6 tahun lalu,Tempatnya bagus. . Referensi buat yg mau prewed.. harga tiket masuk 15ribu/orang..
3,5 tahun lalu,Bumi perkemahan yang adem namun kurang ditunjang fasilitas umum.
5,5 tahun lalu,Apik
4,6 tahun lalu,"Mudah dijangkau, dekat dengan jalan raya. Tidak jauh juga dari pangkalan ojek dan tempat makan. Lumayan juga untuk spot photography. Ada beberapa villa juga di sekitar area perkemahan yang bisa disewa untuk acara retreat."
5,8 tahun lalu,Enak buat Camp
4,7 tahun lalu,Adem
4,7 tahun lalu,Cukup nyaman untuk menghirup udara sejuk bernuansa hutan pinus.
3,4 tahun lalu,Keren nih...kalau lagi dingin...jangan lupa tiup
4,6 tahun lalu,Asri nyaman buat wisata
5,7 tahun lalu,"Bumi perkemahan Kajar yang letaknya di lereng Muria. Memiliki pemandangan lereng yang sangat Eksotik, Natural dengan Hutan Pinus yang luas. Dengan tiket masuk Rp.5000 Kita bisa menikmati kawasan yang sangat hijau.Tempat wisata keluarga yang …"
2,4 tahun lalu,Mantull adem
5,6 tahun lalu,Tempat nyaman dan sejuk
5,8 tahun lalu,Tempat outbont
4,4 tahun lalu,Udaranya segar..
4,8 tahun lalu,jaga alam
4,6 tahun lalu,Gak nyesel dech pokoknya.... 😘 …
4,7 tahun lalu,"Teduh tenang, bisa buat outbond bisa buat camping atau prewed hehe"
5,7 tahun lalu,Tempat asik buat wisata alam sekalian buat berkemah...
5,8 tahun lalu,Tempat yang asyiik untuk perkemahan
4,4 tahun lalu,"Pemandangan yang bagus,sejuk,bersih dan indah bagi yang suka camping cocok ni buat anak² muda dan gak kalah seru kita bisa nyewa tenda semalam dengan htm 60.000 ya worth it lah apalagi malming seperti ini di suguhi dengan alunan musik dan kita bisa request lagu² yang kita sukai lho Ada permainan buat anak² juga Seneng lah kesini bersama keluarga tercinta"
5,8 tahun lalu,Mohon untuk masalah tiketing di atur dengan benar ya...untuk pihak2 yang bersangkutan..saran dari saya Beberapa kali kesitu..pernah tidak dikasih tiketnya..
4,Diedit 6 tahun lalu,Indah.. jngn lupa mmbwa lotion nyamuk krna tmpt trbuka di alam Folow ig=>setya_rini041
5,6 tahun lalu,Jauh
5,8 tahun lalu,Pohon pinusnya luar biasa
5,7 tahun lalu,Kudus
5,7 tahun lalu,"Adem, sejuk. Cocok pas panas2 ngadem ke sini"
4,7 tahun lalu,"Indahnya pemandangan banyak pohon pinus  dan lain""😊😊 …"
