Rating,Waktu,Teks_Mentah
5,sebulan lalu,Mantap. Perjalanan kmrin sangat melelahkan menuju pantai nya tapi langsung terbayarkan dengan pemandangan pantainya. Pulang nya siap” ngos ngosan
5,sebulan lalu,Tempatnya bagus
5,sebulan lalu,Pantai yg indah di kab gunung kidul... cocok buat lihat sunset dan parkir di atas kita jalan turun kalau mau ke pantai...serta akses jalan kecil dan naik turun
5,sebulan lalu,"pantainy bersihhh, ibuknya ramah pulaa, kmrn kesana ga begitu rame gt sih soalnya weekday. tapi jalan ke pantainya bnr” melelahkan oh Tuhan terjal bgt tp yg bagian atas udh dibenerin jalannya cm curam sgt yH tp worth it dgn pantai bagus ni 🫰🏻🫰🏻"
5,sebulan lalu,"pantainya kecil, jalan ke pantai dari tempat parkir sudah oke"
5,sebulan lalu,"Pantainya bersih, sempit karena dominasi karang. Untuk akses masuk dr parkiran jalan 10 mnt, yg capek akses kembali ke parkiran naik tajam. Overall oke banget untuk research dan vacation."
5,sebulan lalu,Impresif
5,sebulan lalu,Tempatnya sejuk kalo sore
5,sebulan lalu,#ratingwithistri Part-3 Honeymoon ku sangat spesial karena ke pantai yang cantik dan sangat murah dan masih sepi pengunjung Walapun akses jalannya cukup jauh dan terjal tapi terbayar dengan keindahan pantai yang bersih dan dikelilingi bukit
5,sebulan lalu,"Untuk kalian yang ingin berliburan disini, aku saranin naik montr, krna kmrin saya naik mobil jalan sangat sempit untuk 1 mobil masih susah, dan setelah sampai diparkiran menuju ke laut ada turunan menuju pantai sangat curam dan masih bebatuan maka dri itu hti hti, dan setelah sampai dipantai, pantai wohkudu sangat bagusss dan bersih bangettt, aku remondasi buat kalian kesini dan ga bakl nyesel walapun jaln menuju kesini sangat extrim🔥🔥"
5,2 bulan lalu,"Tempatnya bagus, Ada warung di dekat bibir pantai. Bisa untuk camping. Akses menuju lokasi cenderung mudah, tapi minim penerangan kalau malam"
5,2 bulan lalu,"Bersih, indah, sepi, camp juga bisa"
5,2 bulan lalu,jozzzz....kecil tapi bersih banget
5,2 bulan lalu,Mantep poll...enak nggak terlalu ramai
5,2 bulan lalu,Indah sekali pantainyaa
1,2 bulan lalu,Jelek banget ngga puas
5,2 bulan lalu,Pantai bagus dibalik tebing
5,2 bulan lalu,"Pantai hidden gem yang cocok buat yang mau trekking tipis-tipis. HTM Rp8.000/orang, lalu jalan kaki sekitar 10–15 menit aja udah sampai di pantainya. Pemandangannya cakep, ombaknya kencang, vibes-nya masih natural banget. Pasirnya campur sama cangkang kerang/coral gitu, jadi biar nggak sakit dianjurkan pakai sandal.  Di sini ada warung, jadi nggak perlu khawatir kalau mau makan atau minum. Bahkan ada jasa fotografer juga, cukup Rp5.000/foto untuk file yang dipilih. Overall worth it banget buat yang cari pantai sepi dengan view bagus ✨"
5,2 bulan lalu,"trek nya mantap bangett 😭 buat yang jarang jalan kaki, abis kesini auto minta diurut wkkw tapi isoookeyy karena cape nya langsung terbayarkan sama keindahan pantai wohkudu ✨ jujur pertama kali kesini emang agak kecewa krn cuaca mendung, pdhl kalo panas bakalan bagus bangettt. tapi mendung pun tetep cantikk masyaallah 🫰🏻"
5,2 bulan lalu,bagus untuk Sunrise
5,Diedit 2 bulan lalu,"Pantai rekomendasi buat para muda mudi aja, penuh adrenaline tapi worth it guyssss. Pantainya bagus polll"
5,2 bulan lalu,"Masya Allah, pemandangan yang luar biasa indahnya. Tabarakallah."
4,3 bulan lalu,"pantai indah ditengah perbukitan, namun rada effort untuk akses menuju pantainya. Itung-itung latihan tracking😭"
5,3 bulan lalu,"Masyaallah seru bgt pokoknya ga bakalan kapok, cuma klo datangnya pagi bgt kek aku gini pasti masih sepi dan bakal di hadang monyet wjwkwk jdi harus nunggu orang lain dlu buat barengan hihii"
5,3 bulan lalu,Masih asli
5,3 bulan lalu,"Tempatnya bagus banget, meskipun buat jalan dari parkiran ke pantai nya lumayan cape tapi puas puol. Buat cewek-cewek bagus ini spot fotonya 🥹  Anw jalannya itu agak sempit ya, dari arah pemukiman warga ke pantai itu buat papasan motor lumayan ngeri. Akses jalannya yang agak kurang aja, tapi jalannya bagus cuman sempit aja :)"
5,3 bulan lalu,"View pantai bagus, tidak luas, cocok untuk ngecamp, ada tantangan tracking dulu"
4,3 bulan lalu,semoga akses jalan lebih mudah
5,3 bulan lalu,kedengeran sinden
5,3 bulan lalu,"JOSS, sampai sini sepi cuma ada saya dan sahabat saya ngecamp di tengah tengah antara gunung dan laut seperti lagunya payung teduh"
5,3 bulan lalu,"Pantainya cakep puol! Pasirnya putih cantikk. Perjalanannya seru sih, cuma pastiin jangan dateng pas abis ujan (licin), dan pake alas kaki yang proper biar nggak sakit kena pasir atau kepleset pas jalan kesini🌬️🌊☀️🐚"
3,3 bulan lalu,"kalo mau jajan tanya harga dulu. gw beli indomi 2, akua botol 1, abis 50rb an"
4,3 bulan lalu,Tracking nya luar biasaaaa capee. Huhu
5,3 bulan lalu,"Sedikit kaget dengan jalan nya untuk sopir panuturaan, tapi terbayar dengan pemandangan yang menenangkan untuk kontemplasi."
5,3 bulan lalu,bagus👍🏻 …
5,4 bulan lalu,"oke banget buat camping bareng temen, suasananya sangat sangat rekomendasi sekali, saran kali ya kalo kesini jangan long weekend karena bakal padet tuh camp area nya. overall mantapp"
5,4 bulan lalu,"Pantainya syahdu bgt ,cocok buat ngecamp ,cocok juga buat yg suka adventure karena naik turun tebing .."
5,4 bulan lalu,"Pantai Wohkudu adalah sebuah pantai tersembunyi yang terletak di Dusun Wirokerten, Desa Ngemboh, Kecamatan Purwosari, Kabupaten Gunung Kidul. Karena lokasinya yang tersembunyi, pantai ini belum terlalu ramai dikunjungi wisatawan. Meskipun begitu, keindahan alamnya sangat memukau dengan tebing karang tinggi di sisi kanan dan kiri. Di antara tebing-tebing itu, membentang pasir putih yang lembut dan bersih. Pemandangan di sana sangat menakjubkan, terutama saat matahari terbit atau terbenam. Salah satu daya tarik utama pantai ini adalah suasana yang tenang dan damai, cocok untuk mereka yang ingin menjauh dari keramaian. Pengunjung bisa bersantai di bawah pohon-pohon rindang sambil menikmati suara deburan ombak. Selain itu, Pantai Wohkudu juga merupakan lokasi ideal untuk berkemah. Dengan suasana yang masih asri, pantai ini menawarkan pengalaman liburan yang berbeda dan tak terlupakan. Pantai Wohkudu adalah permata tersembunyi di Gunung Kidul yang menunggu untuk dijelajahi."
5,Diedit 4 bulan lalu,"Pantainya masih sepi, tapi ada beberapa warung yang buka 24 jam di week end kalau hari kerja ga tau buka sampai jam berapa. Makanan harga normal, ada toilet dan penyewaan tenda. Tapi tidak ada sinyal dan juga charging hape, jadi wajib bawa powerbank. Warga ramah, tidak kepo, tidak julid... Lo pada mau jungkir balik juga bodo amat.  Jalanan sudah bagus, pakai sedan juga nyampe meskipun jalan sempit. Tapi dari parkiran harus jalan kaki turun ke pantai sekitar 15 menit.  Sama seperti saran yang lainnya, pakai sepatu untuk turun kebawah, meskipun cukup terjal tapi masih sanggup dilalui meskipun badan kalian tambun dan merokok kretek 2 bungkus sehari."
5,4 bulan lalu,masih asri dan sepi. sip.
4,4 bulan lalu,pantainya mungil.. tpi berasa privat tour klo ga rame 😅  akses jalan kaki naik turun hutan jati 😁  uhhh
5,4 bulan lalu,Salah satu pantai yang pengen bgt dikunjungi lagi
5,4 bulan lalu,"15 Juli 2025/ Pantainya cukup cakep, pasir putih terus sisi depannya batu batu karang. Ombak dari laut bakal nabrak batunya dulu, jadi pas sampai di pasir ombaknya jauh lebih tenang. Tetep agak berbahaya buat renang sih. Sisi kanan kirinya tebing, lumayan buat neduh di siang hari. Tapi karena tebing jadi kayaknya nggak bisa liat sunrise/sunset dari pantai ini. Ada warga lokal (?) naik batu besar di sisi kiri, kayaknya ada jalurnya tapi nggak yakin aman apa nggak. Ada spot foto di tengah pasir, semacam tempat duduk dikelilingi taneman gitu. Ada warung dan toilet umum, aku nggak pake jadi nggak tau harganya.  Daerahnya 1 pintu masuk dengan pantai kesirat. Bayar 16rb untuk 2 orang. Jalannya cukup bagus, semuanya diaspal sampai ke parkiran. Parkirnya bangunan bambu beratap, tarifnya 3rb untuk motor. Dari parkiran ke pantai perlu jalan kaki sekitar 400m ke pantainya, jalannya terjal. Sisi awalnya lagi dibuatin jalur semen, tapi tetep terjal banget perlu hati hati biar nggak kepeleset. Sisanya jalanan batu karang dan tanah. Banyak monyet sepanjang jalan, tapi nggak ngganggu sih. Semoga tetep gitu.  Overall wouldn't be my first choice untuk main pantai di daerah gunungkidul, tapi lumayan worth it buat disamperin habis main dari pantai kesirat."
5,5 bulan lalu,Bagus
5,5 bulan lalu,Permata tersembunyi BNR BNR
5,Diedit 5 bulan lalu,"Sebelum sampe tempat parkir ada turunan yang super menguji nyali hehehe. Dari tempat parkir jalan ke pantainya masih bebatuan dan naik turun, berhati hati untuk anak anak dan lansia kalo udah mulai tracking ya. Ketemu monyet pas jalan menuju pantai tapi ga kevideo..Pantainya bagus dan ada tebing berlorong lorong yang epic bangett buat foto foto. Tersedia juga tempat teduh buat grill di bawah tebing. Sewa tenda 4org plus didirikan kata bakul disana 50k. Saran jangan datang kesorean hehe"
5,5 bulan lalu,"Tempatnya cukup bagus, pantainya menurutku sangat bersih jika dibandingkan dengan pantai-pantai populer lainnya di Yogya. Kami benar-benar bersenang-senang di sini. Kami bersenang-senang, mengobrol dengan baik dan berkesan juga karena kami datang ke tempat ini pada Senin pagi dan belum banyak orang saat itu, jadi kami bisa menikmati waktu kami.  Catatan: akan menyimpan foto-foto yang mengingatkan saya betapa hebatnya pantai ini di ulasan gmaps ini hahah"
1,5 bulan lalu,Harusnya ini jadi pelabuhan bukan pantai gesing yang bisa utk berenang banyak orang . Pemerintah gunung kidul tolong yang indah jangan dirusak yang jelek bisa dimanfaatkan
4,5 bulan lalu,"Pantai ini sangat tersembunyi, dengan rute yang cukup menantang untuk sampai ke sana. Anda memerlukan keterampilan berkendara dan bertahan hidup yang baik untuk sampai ke sana dengan aman. Namun, ini adalah tempat pelarian yang sempurna jika Anda ingin menghilang dari semua kekacauan kota untuk sementara waktu!"
1,5 bulan lalu,Temen gw mau sekarat buat nyampe situ😹 jalannya terjan dan berbatu …
5,6 bulan lalu,"Jauh” dari Bandung pengen kesini,,,Nyaman pisan jon semua bersih dan terawat dan biarkan tetap lestari, untuk perjalanan menuju lokasi,, yah begitulah harus ada effort yg dikeluarkan"
5,6 bulan lalu,"Tidak seramai pantai2 lain d Gn. Kidul. Klo panas bs brteduh d bwh karang atw k warung. Dr tempat parkir k pantai lewat jalanan terjal sejauh 400m, g cck buat org tua, pas sy ksana ad ibu2 yg pingsan d jalan. Klo bawa mobil jalanny ngepress bgt, gbs buat salipan 2 mobil, sampingny jurang. Smg pantai ini ttp sepi jd suasana pantai bs dnikmati 🤣"
5,6 bulan lalu,Baguss bgt buat campp
5,6 bulan lalu,"""Tempat favoritku buat nyegerin pikiran. Udah tiga kali ke sini dan kemungkinan bakal balik lagi. Paling suka suasananya pas Camp nggak terlalu rame. Penjualnya juga ramah dan baik banget. Fasilitas sewanya juga oke banget, worth it lah!"""
5,6 bulan lalu,"Pantai yang indah dan masih terjaga kebersihannya dari sampah.  Untuk menuju ke pantai dari tempat parkir membutuhkan effort. Gunakan alas kaki yang proper agar nyaman dalam berjalan menyusuri ke lokasi pantai.  Fasilitas seperti Mushola, Warung, Toilet, & tempat camping sudah tersedia.  Dari effort yang sudah diupayakan akan terbayar dengan keindahan pantainya."
4,6 bulan lalu,Mantaps
5,6 bulan lalu,"Liburan ke pantai menjadi destinasi akhir pekan kami, pantai yang jauh dari keramaian dan kepadatan pengunjung yang kami cari.  Jatuhlah pada pantai Wohkudu Gunung Kidul , relatif masih sepi karena memang tersembunyi di balik bukit.  Untuk menuju ke lokasi harus melewati alat atau hutan jati dengan jalan setapak yang mendaki naik turun melewati bongkahan karang.  Namun semua terbayar dengan indahnya pemandangan pantai Wohkudu"
5,6 bulan lalu,"Pantai eksotik...indah banget. Tempatnya tersembunyi. Dari tempat parkir menuju pantai ini harus berjalan kaki kurang dari 1km. melewati jalan setapak bebatuan dalam rimbunnya pepohonan. fasilitas: toilet, mushola, kedai makan, tenda camping."
3,6 bulan lalu,bisa dibilang hidden gem karna pantai cenderung masih sepi tapi pemandangan yang cukup bagus. walaupun untuk sampai sana butuh effort lebih karena jalanan cukup curam dan licin (sangat tidak rekomendasi untuk lansia dan anak-anak). ada area untuk parkir motor dan mobil berbayar di sebuah warung
5,6 bulan lalu,Pantai masih alami dan sangat bersih. Yang tidak enak hanya perjalanan naik turun saja kira2 200 meter
5,6 bulan lalu,"Pantainya bersih, tersedia warung juga Luas untuk camping bersama keluarga Hanya saja internet tidak bisa"
5,6 bulan lalu,"Ini pantai bagus banget bersih dan suasana nya tenang damai sama suara ombak, ibu di warung pertama ramah bangett, spot ngecamp juga, kesini sewa tikar 10.000 gelar dibawah tebing adem banget, 3km sebelum sampe pantai ada biaya tiket gatau tiket apaan atau pungli pungli bayar 1 orang 8.000, sampai diparkiran harus jalan lagi sekitar 5-10 menit ke pantai, mantep rekomen ini tempat buat bersantai ataupun ngecamp."
5,6 bulan lalu,"AWAS AKSESNYA SULIT ! Yang pakaj mobil jalannya sempit, yang pakai motor jalaknya nanjak tinggi. GA COCOK UTK ORANG TUA, aksesnya turun sulit. Tapi ini BEST OF THE BEST  4x kesana dan ngga kecewa  Tapi ini bisa dibilang pantai yang best, karena infrastruktur cukup. Pantainya ngga buat semua orang tapi fasilitas semua ada.  Jalan turun tebingnya, mantap. Tangga karang, hati-hati. Jatuh, nanti sakit.  Udah sampai bawah KEREN BANGET VIEWNYA, anginnya ada tapi ngga heboh, ombaknya so so karena ada karang. Pasirnya putih, pantainya dangkal. Aman buat foto-foto.  Harganya masuk akal banget. Bahkan bisa nyewa tenda&tikar buat bermalam disana (keperluan bawa sendiri) tapi affordable.  Disclaimer:  ngga ada sinyal sama sekali di bawah, siapin lagu-lagu offline + kabari kalau mau turun, karena ngga ada akses telpon dibawah."
4,7 bulan lalu,"Pantai nya lumayan bagus buat ngecamp,,pasirnya putih tapi kalau untuk main air atau renang harus hati"" soalnya banyak karangnya. Akses dari parkiran ke pantai jalan kaki  lumayan agak jauh, nanjak dan terjal. Bisa di bilang masih asri karena masih ketemu monyet juga di jalan. Kemaren kesana weekend lumayan rame."
5,7 bulan lalu,"Pantai hidden gem, dengan jalan menuju lokasi yang kecil dengan menggunakan mobil 7 seater.  Parkir terbatas jika menggunakan mobil dan tersedia parkiran motor luas. Perjalanan menuju lokasi pantai di harapkan menggunakan alas yang baik dan nyaman karena kondisi masih tanah dan berbatuan karang.  Setelah tiba di lokasi akan terbayarkan dengan pantai yang indah dan jauh darinkata ramai. Tersedia toilet umum yang banyak, warung dan musholla.."
5,7 bulan lalu,"Kyk private beach, bagus cantik ada kamar mandi ada warung juga Deket pantainya, retribusi 8k, parkir motor 3k, butuh effort lebih aja ke pantai nya, dari parkiran nururin bukit setapak terjal dan cukup curam, mungkin lebih diperbagus lagi buat jalan setapaknya dari parkiran ke pantainya, dibuatin tangga buatan atau kayu/tali buat pegangan tangan,"
4,7 bulan lalu,"Buat yg mau ke sini hati², jalannya sempit, hanya cukup 1 mobil, susah kalau misal papasan sm mobil lain, sesampainya di lokasi, harus jalan kaki dg jalan yg cukup terjal, sebaiknya menggunakan sepatu yang nyaman agar kaki tidak lecet."
4,7 bulan lalu,"Hidden Gem, butuh effort lumayan klo mau kesini. Jalan sempit hanya cukup 1 mobil (tdk bisa berpapasan disembarang jalan), dan curam kanan kiri jurang (perlu bunyikan klakson disetiap tikungan biar tdk tabrakan), sangat TIDAK disarankan bawa mobil kesini, kecuali anda make mobil kecil dan sudh pro. Apalagi klo hujan sangat berpotensi tergelincir.  Terakhir kesini harga tiket masuk 2 org 16 ribu. Parkir mobil 6 ribu.  Parkiran hnya ckup 3-4 mobil, klo motor lmyan cukup untuk 50'an (krna ada tempat khusus buat motor). Mau ke pantai harus jalan kaki turun bebatuan terjal, tajam & curam, kurang lebih 200 meter'an. Ketemu beberapa kera saat jalan menuju ke pantai.  Ada beberapa warung dibawah, wc & mushola, persewaan camping & tikar.  Tidak ada signal sama sekali disini baik Telkomsel maupun Indosat. Ketika kesini jga belum ada listrik masuk, masih pada make aki untuk lampu.  Keadaan pantai putih bersih, kecil dihimpit 2 tebing. Bawa anak bisa tp tdk disarankan main ombak & perlu extra hati2 ketika jalan menuju pantai karena curam bebatuan terjal & tajam-tajam. Lansia & kaki sakit jangan coba-coba.  Menjelang sore cukup nyaman bisa berteduh di bawah tebing yg berongga seperti goa."
5,7 bulan lalu,bagus
5,7 bulan lalu,"Jalan menuju ksini cukup smpit ya tidak aku sarankan mobil, dri parkiran ke pantai ada krng lbih 150m dgn trek yg cukup terjal, di dket pantai ada bbrpa warung dan bnyak toilet tpi wktu aku ksna jumat pukul 08.00-09.00 msih pda ttup, bnyk org yg lgi ambil rumput di atas tbingnya, Untuk pantainya cakeppp di impit 2 tebing dgn bnyak batu2 jdi ombak nya tidak terlalu besar, bnyak spot foto dan pasir putih nya lmbut, jdi ngga sakit klo g pke sendal, dpt spot sunset ya dan tersedia area camp dan bbrpa layanan persewaan alat camp, direkomendasikan klo camp malam minggu, biar ada tmn camping dsana"
5,7 bulan lalu,"Lumayan bagus, banyak kepiting kecil, namun akses agak susah, tidak disarankan untuk mandi"
5,7 bulan lalu,viewnya bagus dan cocok untuk camping
5,7 bulan lalu,"Butuh effort buat ke pantainya, tapi seru banget 😁 …"
5,7 bulan lalu,"Jalan nanjak view bagus, tracking dulu 15menitan baru sampai pantai"
5,7 bulan lalu,"Surga tersembunyi, akses lumayan jauh dari tempat parkir & lumayan curam"
5,8 bulan lalu,Puas banget seharian di pantai sambil ngekem
5,8 bulan lalu,Jalan agak jauh..banyak monyetnya..tp terbalaa indahnya pantai pasir putih..
5,8 bulan lalu,Asyik
5,8 bulan lalu,Apakah ada listrik kalau camp di sini. Mohon infonya
5,8 bulan lalu,Bagus.
5,8 bulan lalu,Bagus bgt
5,Diedit 9 bulan lalu,"Pantai Woh Kudu sangat indah, baik pemandangannya maupun pasir pantainya, perjalanan ke sana juga sangat menantang, setelah memarkirkan motor atau mobil, kita harus mendaki menyusuri jalan yang cukup menantang sejauh kurang lebih 300 meter. Namun setelah itu, perjuangan kita akan terbayar lunas dengan keindahan Pantai Woh Kudu. Kita juga bisa berkemah atau sekadar bermain pasir dan ombak di pantai. Sangat direkomendasikan untuk dikunjungi."
5,9 bulan lalu,"Jalan menuju pantai sangat sulit. Kita harus menuruni anak tangga karang demi anak tangga. Jalan akan lebih licin saat hujan, atau setelah hujan, jadi berhati-hatilah. Tapi begitu sampai di pantai, semua itu terasa sepadan. Pemandangannya begitu indah. Mungkin kita bisa menemukan kedamaian di sana."
5,10 bulan lalu,"Wisata tracking asyik, bisa ngecamp pedagang ramah"
5,10 bulan lalu,Pantai indah yang tersembunyi... Bagus bngt pantai nya
5,11 bulan lalu,"bagus, tapi harus tracking dulu dari parkiran menuju pantai, recommended buat nge camp disini, ada tempat untuk main volly juga"
4,Diedit 11 bulan lalu,"Pantainya indahh sekali berasa private beach karena emang bibir pantainya yang kecil tapi untuk sekadar bermain air masih aman. Hati hati juga karena di sini ada monyetnya, kalo yang beruntung bisa ketemu😆 minusnya di jalan menuju pantai yang masih bikin struggle at least sudah terbayarkan dengan pemandangan pantainya🦋"
5,11 bulan lalu,"Tempatnya bagus dan rekomended untuk Camping, jalan dari parkir ke pantai 10-15 menit aja, warung juga ada, penjualnya ramah"
5,11 bulan lalu,"Jum'at pagi kesana cuma ada beberapa orang, kata penjaganya rame kalo sore. Pantainya tidak terlalu luas tapi cantik, pasirnya putih dan bersih dari sampah. Dari parkiran menuju pantai menuruni jalan berbatu 5-10 menitan. Ada monyet dan tempat untuk camp serta penyewaan alatnya. Pantai wohkudu dikelilingi bukit cantik. Jalan menuju pantai juga bagus."
5,11 bulan lalu,"Pemandangannya bagus banget, dikelilingi dua bukit batu 😄"
5,11 bulan lalu,"Pantai yang lumayan indah karena pemandangan bongkahan tebing tebingnya yg besar besar dan pasir putihnya. Tidak banyak wisatawan yg berkunjung karena kendaraan bermotor tidak dapat menjangkau sampai lokasi, harus berjalan kira kira 0.5 kilo Perjalanan ke pantai melalui jalan setapak yg terjal harus hati hati berjalan di bebatuan yg tajam."
5,11 bulan lalu,Surga tersembunyi
3,11 bulan lalu,"pantai cukup bagus, gaada tiket (hanya parkir 3000) namun sayang jalannya sangat curam dan membahayakan, trek tinggi penuh batu coral tajam-tajam sangat bahaya untuk anak kecil apalagi saat hujan. banyak biota laut, dan diperjalanan ada kawanan monyet. TOLONG DONG PEMERINTAH DAERAH SETEMPAT MEMPERBAIKI AKSES UNTUK TURUN!"
2,11 bulan lalu,"jujur pantai nya indah bgt, cuman sayang bgt untuk jalan ke pantai sangat tidak manusiawi sekali tolong buat pemerintah di perhatikan banyak orng yg gak jadi turun karna jalan nya sumpah bikin jengkel 🥲 …"
5,11 bulan lalu,"pantai yang indah ini cocok buat yang mau main air & pasir. pasirnya putih, dasar pantainya berbatu dan berlumut di beberapa titik, jadi harus hati-hati ketika bermain air. kami ke sini setelah ke pantai sebelah tapi kecele karena di situ sudah ga ada akses ke bibir pantainya. di sini bayar 8.000 per orang, tapi kami ga bayar karena sebelumnya udah ke pantai gesing jadi petugasnya minta nunjukin tiket masuk pantai gesing tadi (satu retribusi). lainnya hanya bayar parkir kendaraan, mobil 5.000 dan motor 3.000. area parkir ga terlalu besar, hanya cukup buat 4-5 mobil dan 20an motor. tantangannya adalah jalannya yang masih sempit, aspal 1 lajur, walau masih bisa untuk papasan 2 mobil atau bahkan antara mobil dengan truk secara hati-hati dan pelan-pelan. trus jalan dari parkiran ke pantainya berjarak sekitar 500 meter tapi kondisinya berbatu, menurun, dan lebih licin & becek di beberapa titik ketika masih pagi karena embun atau setelah hujan. jadinya ketika mau pulang kita harus berjalan menanjak seperti trekking, siapkan nafasmu kawan hehe... di tengah perjalanan juga bisa lihat kawanan monyet. di bibir pantai ada area camping, mushola, toilet, jasa foto, ayunan, dan beberapa warung makan yang menyediakan gorengan, minuman dingin, mie cup, dll dengan harga yang relatif terjangkau. highly recommended!"
5,11 bulan lalu,nitip bang
5,setahun lalu,tempat yang bagus dan nyaman
5,setahun lalu,"Pantai dengan bibir yang kecil di antara dua tebing permai memberikan view yang sangat oke. Akses antara tempat parkir dan lokasi utama cukup jauh dan harus menuruni bukit berbatu sekitar 400-500 meter menjadi rintangan yang harus dialami terlebih dahulu. Belum banyak yang tahu mengenai tempat ini, serta sehingga rerata pengunjung cukup sepi sesuai untuk menenangkan pikirian."
5,setahun lalu,"Tapi tetep hati² ya, yg main di pante karang nya, kemaren ketemu ular lait pas cari makan.."
5,setahun lalu,"Pantainya sepiiii, bagus pollll, jalannya juga bagus, melandai tp masi okee"
5,setahun lalu,Ok banget...keren
5,setahun lalu,"Bagus banget, dulu kesana masih sepii. Jalannya turun ya dan kalau waktu balik nguras energi bangett, dibawah juga ada warung, ada jasa foto juga. Masih nemu monyet dipantainyaa"
5,setahun lalu,📍PANTAI WOHKUDU GUNUNGKIDUL JOGJA
4,setahun lalu,lumayan
4,setahun lalu,"Pantai yang penuh effort sih ke sininya karna jalan kaki dulu lumayan jauh dari tempat parkir.. jalannya batu2an tajam gitu, turun.. pas baliknya naik.. lewat hutan gitu ada monyetnya.. pantainya nggak begitu luas, dikelilingi bukit batu.. banyak biota laut kecil2nya.. buat camping juga.. toiletnya jauh dari pantai, dekat parkiran.. kalau warung ada deket pantai.."
3,setahun lalu,"Bibir pantainya kecil dan diapit dengan tebing tinggi, jadinya angin pantainya ga terlalu kerasa. Cocok untuk jadi tempat camping, karena tempatnya cukup private.  Ada banyak toilet dan juga warung yg menyediakan sewa tikar. Kalau siang hawanya jadi sangattt panas, tidak banyak pohon dan angin.  Aksesnya dari tempat parkir agak susah. Harus menuruni bukit berbatu sekitar +-1km. Agak kurang cocok untuk keluarga, anak kecil atau yg kakinya gampang sakit."
5,setahun lalu,Jarak pantai dari parkir motor sekitar 1 km menuruni bukit berbatu. Tetapi pemandangannya cukup bagus
5,setahun lalu,Pantai bagus yang dekat dari Jogja dibanding pantai gunung kidul lain. Pemandangannya cantik. Spot ngecamp yang oke. Bayar masuk 8.000 lalu di lokasi ada parkir 3.000. Dari parkiran harus effort turun ke bawah dulu jalan kaki 10 menitan lewatin hutan bebatuan. Jujur turunnya ga capek tapi pulangnya naiknya cukup ngos ngosan ya buat yang udah jompo😭☝🏻 Seruuu pokoknyaaa.
5,setahun lalu,"Tempat nge camp asik bersama teman dan 9rang terkasih. Kendaraan roda 2 maupun roda 4 parkir diatas, sepanjutnya tracking manja kurang lebih 15 sampai 20 menit. Didekat pantao ada waring yang menjual makanan maupun minuman pelepas dahaga. Pantainya todak begitu luas, namun nyaman buat menikmati pantai yang relatif tidak ramai."
4,setahun lalu,"ombak tenang, udara segar, pasir bersih, suasana sepi (karena masih sangat pagi), menenangkan rasa .... meski untuk menuju ke pantai harus melalui hutan jati dengan batu karang cukup terjal dan melewati beberapa keluarga kera ..."
5,setahun lalu,"Pantainya bagus, ada pasir putih. Cuma untuk akses jalan ke pantai agak susah karena masih bebatuan. Semoga aja pemerintah bisa bantu untuk akses jalan ke pantainya. Thanks pantai wohkudu semoga next time bisa mampir lagi klo ke jogja 😁"
5,setahun lalu,mwehehe sampenya kemaleman tapi masih ada orang
