Rating,Waktu,Teks_Mentah
5,3 tahun lalu,"Camp Ground Kesirat Jalan masuk menuju Camp Ground jalannya sempit namun halus. Terdapat 2 titik pilihan tempat Parkir, …"
5,3 tahun lalu,"Camp Ground Kesirat Jalan masuk menuju Camp Ground jalannya sempit namun halus. Terdapat 2 titik pilihan tempat Parkir, Tersedia Musholla dan Toilet Umum. Ada beberapa anjing dari warung sekitar, pastikan makanan masuk dalam tenda waktu malam hari. Jalan Setapak Sangat membantu. Biaya; Tiket masuk @5K Parkir Mobil @15K Tenda @10K  Best view Sunset 😁"
5,3 tahun lalu,Tempatnya sangat indahh
5,3 tahun lalu,tempat yang bagus 🤝 …
5,3 tahun lalu,"Camping ground yg indah, cuma jauh dari toilet."
5,Diedit 3 tahun lalu,"Suka banget kemping di Kesirat. Jalan aspal menuju kesana cukup sempit dengan beberapa kelokan rada tajam. Ada beberapa akses longgar bila anda terpaksa minggir saat berbagi jalan dengan pengendara lain.  Untuk area kemping ground, tanahnya rada miring. Kali kedua kemping saya belum juga menemukan tempat datar untuk mendirikan tenda. Jadinya, tidur bisa melorot pelan2 barengan alas dan sleeping bagnya 😏  Tiket masuk mobil, parkir bermalam, dan biaya kemping pertenda serba 10rb. Saya lebih memilih parkir di ujung, di sebelah warung pasangan Mbah Kis dan mushola. Mereka yang menjamin makan kami selama kemping dengan makanan khas setempat. Bisa pesan masakan ikan juga, bila ada yang tertangkap jaring yang dibentang di ujung teluk tebing Kesirat. Toilet tersedia juga dekat warung, cukup rutin dibersihkan.  Bila anda kemping di Kesirat setelah membaca ulasan ini, sampaikan ke Mbah Kis ya... Saya akan segera kemping lagi kesana 🌻🌻🌻 - Ajenk."
5,3 tahun lalu,Sangat cantik sunsetnya. Enak buat camping. Banyak spot melihat sunset. Disini saya bertemu seseorang yg sekarang menjadi pacar saya dan semoga tahun depan bisa menjadi istri
5,3 tahun lalu,Pertama kita nyesel pertama kali sampai karna tidak bisa mandi2 tapi setelah kami menegakkan tenda dan menikmati pemandangan lalu foto bareng baru lah kami merasa kehilangan akan rasa kesel
5,3 tahun lalu,Sangat menyenakan lokasinya bagus  masih alami
5,3 tahun lalu,Baguss banget dan nyaman buat ngcamp
5,3 tahun lalu,Sebuah tempat yang cantik untuk berkemah dan menikmati sunset.
5,3 tahun lalu,Keren bgt buat camping
5,3 tahun lalu,Tempat yg sangat asik buat camping dan liat sunset
5,3 tahun lalu,Seruuu
5,3 tahun lalu,"Pemandangan Alam yang luar biasa indah,cocok bagi para petualang sejati,, Tempatnya sejuk dan bisa banget di jadikan spot mancing pagi yang suka mancing,dan bisa juga untuk camping ground.  Bagi yang sekedar ingin liburan doank,tempat ini juga rekomend, meskipun di tempat ini gak ada area spot fotonya.namun kalian masih bisa kok berfoto-foto disini dengan background pemandangan alamnya..karena bukit2 disini itu keren klo buat foto2.  O y jalur untuk kesini cukup lumayan extrim, pastikan kendaraan anda itu fit,dan tetap fokus saat mengemudi.  Htm :5 rbu dan parkir sepeda motor 3rb aja. Untuk mobil kurang paham,karena saya kesana pake motor😁 Udah gitu aja yak..semoga membantu."
5,3 tahun lalu,"Masih asri, pas buat melepas lelah. Kalau kesini jangan pas abis hujan."
4,4 tahun lalu,Bagus banget tmpt nya
5,4 tahun lalu,"Akses mudah, cocok bagi yg suka Ride & Fun camp"
4,4 tahun lalu,"View Sunset 👍 Area Camp dan dekat pula Pemancingan. Reservasi Pantai hub. Wa. 082265464949 Yg pengen kesini hati"". Jalan menuju pantai mssih sempit, dan tanjakan yg tinggi …"
5,4 tahun lalu,"Rekomended bgt buat yg suka camp, wajib kesini, santai, angin semilir, relax bgt buat refreshing cocok bgt, buat ngobrol santai cocok, plus bisa nikmatin sunset. Bayar parkir cuma 3rb, pas kesana gak ditarik biaya masuk karna belum terjamah belum terlalu rame."
5,4 tahun lalu,Indah dan masih asri banyak monyet
4,4 tahun lalu,"Cocook bgt buat ngecamp, angin semilir sambil ngobrol sama temen manteeb bangeet. Apalagi camp sambil tiduran ngobrol menikmati suasana, denger suara ombak. Healing my self diwaktu penat kerja, kuliah. Rekomended bangeet"
5,4 tahun lalu,Paling cocok untuk menghabiskan waktu di sore hari.
5,4 tahun lalu,Gila..kesana enaknya pagi sama sore
5,4 tahun lalu,Pantai Wohudu (Wohkudu) Panggang Gunung Kidul.
5,4 tahun lalu,Masya Allah keindahan alamnya masih sangat tejaga sejauh mata memandang hamparan laut yang cocok untuk memanjakan mata.Saya kesini berserta rombongan guru-guru PAUD dalam acara Family Gathering dan Outbond.
4,4 tahun lalu,Lumayan mntap
5,4 tahun lalu,View bagussss tapi gabisa maen aer
3,4 tahun lalu,Tempat yang bagus
5,4 tahun lalu,"Subhanalloh... Waktu masih di jalan, tapi udah deket, kita bisa liat laut dari atas bukit, awalnya dikira langit.. Ternyata laut.. Subhanalloh... Jadi, kita tu di atas bukit batu kapur.. Disitu tu kyk di pinggir jurang yang bawahnya tu laut.. Pemandangannya bagus banget... Cuma panas pas di pinggir lautnya.. Ya, karena nggak ada pohonnya.. Ini yg udah di pinggir lautnya, ya.. Menuju ke situ tu, kita harus jalan kaki dulu.. Udah dibuat kyk jalan tangga dari semen gitu, jadi lebih mudah.. Jadi kyk hiking gitu.. Pas menuju ke laut, agak enak karena jalannya turun.. Tapi pas balik, agak sedikit ngos-ngosan, ya.. Apalagi kalo yang nggak pernah jalan kaki.. Kyknya kalo mau ke situ, kudu olahraga dulu deh 2-3 mingguan, terutama olahraga jalan kaki or jogging juga boleh.."
5,4 tahun lalu,Lupa.tp bagus kayanya
5,4 tahun lalu,Pemandangan sangat luar biasa. Kesini saat cuaca cerah dan kesini bisa menikmati sunset kesirat. Pantai kesirat ini jg memiliki tebing2 yg sangat bagus dan bisa utk ngecamp bareng teman sambil menikmati view pemandangan yg sangat bagus dan suasana yg asri.
4,4 tahun lalu,Asek camp d sini
5,4 tahun lalu,Pantai yang Menakjubkan 😍 …
4,4 tahun lalu,Tempat yg mengasyikkan buat camping 👍 …
5,4 tahun lalu,Apik
4,4 tahun lalu,Gillaa mantapp pokoknya
5,4 tahun lalu,Bagusss ijoo
5,4 tahun lalu,"untuk pemburu sunset wajib nyoba spot ini.. tapi melihat kondisi ya, soalnya kalo musim ujan terkadang juga ada badainya.."
5,4 tahun lalu,"Tempatnya keren banget,, lokasi tidak terlalu jauh dari kota. Waktu saya berkunjung, pas lagi cerah dan rumputnya sedang hijau. Serasa pergi ke gunung untuk melihat laut."
5,4 tahun lalu,Cocok banget buat nyanset
5,4 tahun lalu,"Dingin, cantik"
4,4 tahun lalu,"Tempat luas,penjaga juga ramah mantap pokoe"
5,4 tahun lalu,"Bagi sobat yang pengen hunting foto alam, ini salah satu destinasi yang wajib kalian kunjungi."
5,4 tahun lalu,Pemandangan yang luar biasa..
5,5 tahun lalu,Sungguh indah ciptaan Tuhan. 😇 …
5,5 tahun lalu,Mantap
4,5 tahun lalu,Warrrr biasa
5,5 tahun lalu,Tempat yang nyaman dan bagus
5,5 tahun lalu,Bgs si tp rme bgt dn panas tmpt nya. Medan jlan ny ckup buat mtor mau pun mobil. Tp mobil agak susah mndg yg ksni gk ush pd pke mobil ngpaa si udh tau jlan smpit kusus buat motor dipaksa buat mobil jd ribet kan
4,5 tahun lalu,Semoga pemerintah bisa membagi air bersih dan listrik sampai ke pak subah selaku kuncen kesirat camp ground demi kelancaran pariwisata gunung kidul
5,5 tahun lalu,"Camp pantai kesirat, kesini pas hujan tapi masih cukup oke viewnya. Jalan rada bikin grogi kalau papasan karena cukup 1 mobil aja."
5,5 tahun lalu,Pemandangannya luar biasa!
5,6 tahun lalu,Joss
5,6 tahun lalu,"Pas kesini..ada anjing banyak keliaran..takut jg tp gpp setelah berjln dr parkir kira"" 1 km liat pantai nyaa..indah bgt.cocok bgt buat nyunset.ngecamp di sini..jln menuju pantai sudah halus.dan pantai nya indah bgt."
5,6 tahun lalu,"Sepertinya hingga saat ini belum banyak orang yang tahu tentang lokasi camping yang satu ini, jadi wajar bila suasananya masih terasa sangat alami begini, selain menawarkan keindahan alam yang sangat memesona, disini juga merupakan surganya bagi para pemancing maupun nelayan untuk mencari ikan laut. Jadi jangan heran bila anda menemui beberapa pemancing atau nelayan di kawasan sini, namun jika anda juga memiliki hobi memancing, anda bisa langsung bergabung dengan mereka dan memancing bersama, pasti seru 👍👍👍"
5,6 tahun lalu,Tempat yg cocok untuk menikmati sunset
5,6 tahun lalu,Mantap Perlu dukungan lebih dari pemerintah setempat
5,7 tahun lalu,"Daebak pokoknya! Ditempat penitipan motor/ mobil ada warung yang sewain tenda, per malem 50k. Jadi bisa dadakan camp disini. Bisa sewa karpet juga, bisa nyabut singkong juga. Jangan lupa bayar tapi. Hehe"
5,7 tahun lalu,"Pemandangan tebingdi sekitar kesirat, bisa lihat sunset dan cocok untuk camping..."
4,7 tahun lalu,belum pernah champ dsini
5,7 tahun lalu,"Di sini ada toilet, dan juga ada warung kecil milik Pak Mo. Sangat cocok untuk berkemah dan menyaksikan matahari terbenam."
5,7 tahun lalu,Pemandangan yang sangat indah
4,7 tahun lalu,Cocok buat camping.walau angin agak kencang Motor mobil aman ada tukang parkir nya
4,7 tahun lalu,"view sunset keren... tapi gak ada air tawar, ada toilet tapi jauh banget dari camp groundnya"
4,8 tahun lalu,Camp Ground dengan pemandangan indah. Sangat direkomendasikan bagi pencinta sunset. Tapi butuh pengawasan ekstra bagi yang mengajak anak kecil.
