Rating,Waktu,Teks_Mentah
5,setahun lalu,"Setahun yang lalu Nusantaride ngecamp disini.., tempatnya asik & syahdu. View rawapening dari atas sini memanjakan mata.. MCK banyak dan air lancar.. Salam lestari.."
5,setahun lalu,Kebetulan anak kemah di sana. . Bersih.
5,setahun lalu,Bagus.sudah beberapankali kesini.
5,setahun lalu,Oke
5,setahun lalu,"Tempatnya cocok buat healing. Jauh dari perkotaan, namun tata tamannya bagus dan instagramable"
5,setahun lalu,Bagus buat cemping
5,setahun lalu,Suasana sejuk tenang . Masih banyak suara burung burung. Akses mudah cmn kalo hujan perlu hati hati mgkin licin
5,setahun lalu,"Kemah disini nyaman, pemandangan indah,dan amana"
4,setahun lalu,"Tempat menarik, view rawa pening, jalan akses hanya buat 1 mobil, gantian, tp ada pemandu, mobil harus benar2 sehat kalo mau kesini"
5,setahun lalu,"Wisata alam yang dikelola Desa Polobogo Getasan kab Semarang,  cocok untuk camping dan campervan, fasilitas cukup memadai, harga sewa tenda & tempat terjangkau …"
5,setahun lalu,Tempat yang bagus
5,Diedit setahun lalu,"Tempat rekreasi alam, perkemahan Fasilitas air mudah, ada wc, kantin berbagai makanan instan"
5,setahun lalu,"Kesini tahun baru,durian enak,lokasi nyaman,fasilitas komplit,cocok camcer keluarga. Owner ramah☀️"
4,setahun lalu,Tempat yg bagus untuk refresing dgn kemping dgn suasana yg menyegarkan
5,2 tahun lalu,"Lokasi nyaman, tenang, view ke telaga rawapening"
5,2 tahun lalu,"Tempatnya luas enak camping disini, klo malem viewnya citylamp suasana enak nyaman klo musim durian banyak durian runtuh/jatuh 😁😁 …"
3,2 tahun lalu,"pemandanganya lumayan, cocoklah klo pingin ngabisin waktu , . ."
4,2 tahun lalu,Tempat ini cocok buat healing terutama bagi traveler yg menyukai pemandangan alam dgn kebun durian yang rasa nya enak.
5,2 tahun lalu,Jos Indah Syahdu Keren
4,2 tahun lalu,Suasana ok
4,2 tahun lalu,Fasilitas baik
5,2 tahun lalu,Tempat yang dingin
5,2 tahun lalu,Tempat Saya Camping Bersama Teman Sekolah
4,2 tahun lalu,"Cocok utk camping kalau cari udara yg tidak terlalu dingin, fasilitas listrik, toilet, & menyewakan perlengkapan camping jg. View rawa pening, gunung andong, gunung ungaran. Area camping luas, pengelola juga ramah & stand by terus. HTM camping 15 rb/org kalau campervan 75 rb."
2,2 tahun lalu,Entrance via polobogo jalan menurun tajam. Hati2 mtor matic bisa blong
3,2 tahun lalu,Lemah he nak udan mblenyek mbledos gedi
4,2 tahun lalu,sangat bagus
5,2 tahun lalu,Ramah
4,2 tahun lalu,"Seperti namanya tempatnya cocok buat nge camp, selain itu cocok juga buat piknik keluarga, bawa tikar dan rantang sambil menikmati pemandangan. Pake sandal aja, kalo hujan becek. Perjalanan menuju ke camp ground rada serem, apa lagi pas pulang, nanjaak maksimal. Tiket masuknya @10k"
5,2 tahun lalu,"View rawa pening, semoga semakin berkembang dan tambah maju"
4,2 tahun lalu,Buat Camping view lumayan tp untuk tempat kalo siang panas
5,2 tahun lalu,"Nuansa sejuk dan tenang. Tempat camping yang cocok bagi yang menyukai ketenangan dan hawa sejuk, pagi hari ketika membuka mata sudah disuguhi view pemandangan kota dari atas bukit. Tempatnya luas dengan fasilitas yang memadahi juga bersih. Pembangunan masih belum 100%, bagi penikmat alam sudah dipastikan bisa menikmati udara yang masih benar-benar segar dan alami."
5,3 tahun lalu,Tempat camping cocok buat  keluarga dan anak2 sekolah
5,3 tahun lalu,Tempatnya nyaman dan asri
5,3 tahun lalu,"Mantaapppp,. Pertama kali kemarin pas acara FamGhat VES,. Cuman view nya kurang luas secara pandangan Tapi bagus kok😄😁🙏🙏🙏👍👍👍 …"
3,3 tahun lalu,Nampak camp ground baru yg layak di jadwalken untuk di kunjungi dan ngecamp di sana.
5,3 tahun lalu,Tempat bagussss kerenn
5,3 tahun lalu,"Kemarin aku berkemah di sini dan terasa dingin di malam hari, tempat ini lengkap, ada juga banyak tempat menarik di sini, seperti spot foto yang mendukung ❤❤😍😍 …"
4,3 tahun lalu,"Tempat seru, pelayanan ramah"
5,3 tahun lalu,Tempat yang berkesan
5,3 tahun lalu,Tempatnya keren...mantap..
5,3 tahun lalu,Tempat terbaik untuk berkemah yang menyenangkan✨❤️
4,3 tahun lalu,Tempat nyaman
5,3 tahun lalu,Lokasi y cocok buat camp....
5,3 tahun lalu,Pemandangan ok Fasilitas lengkap Sayang agak jauh kedalam masuknya
4,3 tahun lalu,"Camp Ground Kuncen, dengan view danau Rawa Pening terletak di Kecamatan Getasan Kabupaten Semarang Sekitar 700 mdpl, Suasana hening, jauh dari keramaian, cocok untuk camping mandiri, disediakan juga sewa tenda dan perlengkapan kemah, cocok …"
3,4 tahun lalu,Adakah info kontak pengelolanya pak..??
5,4 tahun lalu,Tempat pertama di area ini yang menawarkan berkemah mobil dengan pemandangan menakjubkan dari Rawa Pening dan Gunung Ungaran. Anda dapat melihat lampu-lampu kota di malam hari. Tempat yang bagus untuk menemukan ketenangan jiwa.
5,4 tahun lalu,"Fasilitas komplit, teduh, angin sejuk, bersih dan pemandangan indah"
5,4 tahun lalu,"Rekomendasi bagi yang mau mengadakan acara camping sekala besar bisa dilaksanakan disini, tempatnya nyaman untuk camping ceria, ada mushola, cafe, toilet dan lapangan. Jika hendak kesini kondisi kendaraan harus prima karena jalan curam dan hanya muat 1 mobil saja."
