Rating,Waktu,Teks_Mentah,Tanggal_Scrap
4,4 tahun lalu,Tempatnya cukup bagus...benar benar bernuansa alam....pelayanannya cepat dan ramah....makanannya ajib markojib....😊 …,2025-12-19
5,4 tahun lalu,"Suasana enak ,, tp kalau musim hujan cukup dipendopo aja jgn di camp",2025-12-19
3,4 tahun lalu,"Tempatnya asik, dan seru untuk family time. Tapi makanannya yang seperti roti bakar, kerupuk, terlalu mahal. Sedang makanan beratnya standar.",2025-12-19
4,4 tahun lalu,Suka tempatnya adem. Menunya menu rumahan. Tempat yang tepat untuk bersantai dan harga yang terjangkau 🤗 …,2025-12-19
1,4 tahun lalu,Bagus banget,2025-12-19
5,4 tahun lalu,"Camping ground yg nyaman banget , bersih tempatnya , adem , sejuk , luas tempatnya .. Cocok buat acara kumpul2 rame2 .. Kamar mandinya banyak , tersedia air hangat nya juga .. The best pkoknya , nyaman banget 👍😊 …",2025-12-19
2,4 tahun lalu,"Menu makan tradisional ,mantaab",2025-12-19
5,4 tahun lalu,"Tempatnya nyaman bikin betah,mohon menu makanannya lebih variatif lg biar lbh bnyk yg datang",2025-12-19
5,4 tahun lalu,Tempat yang bagus,2025-12-19
5,4 tahun lalu,Tempatnya cocok buat piknik bareng keluarga,2025-12-19
3,4 tahun lalu,Tempat santai sayang kurang dikelola 😑 …,2025-12-19
5,4 tahun lalu,"Kesan seperti di hutan, minumannya enak enak kopinya josss, luas juga buat ajak teman acar istri atau kerabat juga bisa jadi andalan .... gassss",2025-12-19
5,4 tahun lalu,"Mie rebus Jawa nya endeess bgt cocok buat dilidah, minuman nya jg enak",2025-12-19
5,4 tahun lalu,Seru,2025-12-19
5,4 tahun lalu,"Fasilitas ok....suasana nyaman...bawa keluarga besar nginep mantap... Mandi air dingin,air hangat,toilet banyak... Deket kepasar kopeng, deket juga buat turun kalau sewaktu2 pingin beli kebutuhan mendadak..",2025-12-19
5,4 tahun lalu,Mampir ngopi dan makan mie rebus disini. Sungguh nikmat.,2025-12-19
5,4 tahun lalu,Lumayan bagus tempat nyantai bersama keluarga,2025-12-19
2,4 tahun lalu,Petunjuk parkir tidak ada,2025-12-19
5,4 tahun lalu,Pelayanan ramah tempat adem makanan lumayan...,2025-12-19
5,4 tahun lalu,Tempat bersih masnya ramah2 luas bisa buat lari anak2  hawanya dingin,2025-12-19
5,4 tahun lalu,"bagus banget, bersih, nyaman buat nyore. sayangnya tutup jam 10 malem, kalo bisa camping sekalian kayaknya akan lebih seru",2025-12-19
5,4 tahun lalu,Oke,2025-12-19
4,4 tahun lalu,"Kudu berkunjung nih, asyik, santai dan bermakna bagi keluarga",2025-12-19
5,4 tahun lalu,"Tenda banyak, sejuk, nyaman, bersih, pelayanan ramah, cocok untuk keluarga, harga murah, pas di kantong, mantaappsss",2025-12-19
5,4 tahun lalu,Istimewa,2025-12-19
5,4 tahun lalu,"Ada cafe nya, kopi nya mantap",2025-12-19
5,4 tahun lalu,Mantaap pokoke,2025-12-19
2,4 tahun lalu,Rasa biasa harga luar biasa,2025-12-19
5,4 tahun lalu,Dingin..,2025-12-19
5,4 tahun lalu,HAI GAES...SAYA PERKENALKAN LAGI LOKASI WISATA YANG TEMPAT SERTA HAWANYA SEJUK KARENA TERLETAK DI SEKIRAN JALAN ARAH WISATA KOPENGKALAU DARI PUSAT KOTA SALATIGA...MENYEDIAKAN TEMPAT YANG UNIK SWASANA BERKEMAH ..BAHKAN MENYEDIAKAN MAKANAN …,2025-12-19
5,4 tahun lalu,Joss,2025-12-19
5,4 tahun lalu,mantappp..,2025-12-19
5,4 tahun lalu,Nyaman,2025-12-19
5,4 tahun lalu,HAI GAES...SAYA PERKENALKAN LAGI LOKASI WISATA YANG TEMPAT SERTA HAWANYA SEJUK KARENA TERLETAK DI SEKIRAN JALAN ARAH WISATA KOPENGKALAU DARI PUSAT KOTA SALATIGA...MENYEDIAKAN TEMPAT YANG UNIK SWASANA BERKEMAH ..BAHKAN MENYEDIAKAN MAKANAN SANGAT SANGAT TERJANGKAU...OK JANGAN LUPA KALAU WISATA KE KOPENH SEPATKAN MAMPIR SUPAYA BISA MERASAKAN DAN DAPAT PENGALAMAN TERBARU,2025-12-19
5,4 tahun lalu,Tempatnya nyaman buat santai . Lokasi mudah ditemukan dan harga makannya jg standar .,2025-12-19
5,Diedit 4 tahun lalu,Mantaaap,2025-12-19
4,4 tahun lalu,"Tempat ini cocok untuk menikmati makanan bersama keluarga, karena menyediakan tenda seperti di Camping Ground.",2025-12-19
5,4 tahun lalu,Pas banget buat anak anak Kidsafe,2025-12-19
5,4 tahun lalu,Sangat puas,2025-12-19
5,4 tahun lalu,Hawanya sejuk lahannya luas enak buat permainan,2025-12-19
5,4 tahun lalu,Saya bisa Ibadah Gereja juga di sini.... Ada Gereja GPdI Ebenhaezer Salatiga Tuhan Berkati 😇🙏🏻 …,2025-12-19
4,4 tahun lalu,Kesana hari Minggu jam 10 pagi. Ternyata tutup saudara²... Ketika menelpon ke pengelola nya.. diarahkan ke Camping Ground Cuntel.. tapi malas.kesana karena medan nya terlihat cukup terjal..,2025-12-19
5,4 tahun lalu,"Nyaman, Asri, Sejuk, Adhem, dan Luasss. Asik pokoknya! Yuk Retreat, Camping, atau Outbound disini. Kita juga bisa merasakan sensasi kabut yang gak pernah ditemui di kota loh! Cusss.",2025-12-19
5,4 tahun lalu,Suasananya tenang dan sejuk tempatnya bagus,2025-12-19
5,4 tahun lalu,Menyenangkan,2025-12-19
5,4 tahun lalu,Bagus sx,2025-12-19
5,5 tahun lalu,Tempat yang bagus untuk berkemah..,2025-12-19
5,5 tahun lalu,"Tempatnya asik banget, dingin trus bisa beli makanan Di situ.",2025-12-19
5,5 tahun lalu,"Selalu jadi objek rutin kalo mau retreat, murah, bersih, luas 👍👍 …",2025-12-19
4,5 tahun lalu,"sangat menyenangkan, hanya saja makanan kurang banyak pilihan",2025-12-19
5,5 tahun lalu,baik utk keluarga,2025-12-19
5,5 tahun lalu,"Adem, murmerl, ramah dan asriiiiiiii",2025-12-19
5,5 tahun lalu,"View and tempatnya okeh banget,, diperbarui dong menu nya",2025-12-19
5,Diedit 5 tahun lalu,"pasti repeat order!! kalimat pertama buat angkringan disini.. tempatnya uniqqq banget cozy abiss.. harganya pun standart angkringan (uda aku lampirkan harganya) padahal temanya uniq lain daripada yang lain.. kamar mandi banyak banget, ada air hangatnya juga ❤ kalian yang liburan ke kopeng wajib bangett kesini guys, gak bakalan nyesel.. makannya uda gak di menitin kok guys jadi bebas mau seharian disana pun gak masalah wkwkw pelayanannya ruamah pooool, aku kasih jempol 10 👍👍👍👍👍👍👍👍👍👍 oiyaa, jam buka juga uda lebih awal, jam 10 pagi sudah buka.. yukk gaspool kesana 🤗❤",2025-12-19
5,5 tahun lalu,Tempat yang enak buat hangout,2025-12-19
4,5 tahun lalu,Mantul tp sayang nya buka senin-kamis aja,2025-12-19
4,Diedit 5 tahun lalu,"Buka senin-kamis, harus nya di rubah kamis -minggu",2025-12-19
5,5 tahun lalu,Cantik,2025-12-19
3,5 tahun lalu,Sayang sekali buka dari hri senin samlai kamis ajah....,2025-12-19
5,5 tahun lalu,"Tempat luas, mas-mas yg kerja juga ramah.",2025-12-19
5,5 tahun lalu,ok banget tempatnya nyaman sejuk cocok bwat acra keluarga n byk anak2,2025-12-19
4,5 tahun lalu,"Tempatnya tidak jauh dari kota Salatiga, kebetulan kami dapat tenda di bawah, tidak ada mejanya, jumlahnya terbatas. Makanan kira² harus menunggu sekitar 1 jam lebih baru selesai disajikan. Toilet banyak. Nasi goreng, nasi ruwet enak, gorengan lumayan, murah meriah, sama dengan harga angringan pada umumnya.",2025-12-19
5,5 tahun lalu,"Tempat yang nyaman untuk berkumpul dan mengajak sanak saudara, keluarga dan anak-anak.",2025-12-19
4,5 tahun lalu,"Konsepnya unik, cuman waktu makannya mohon diperpanjang jgn cuman 15 menit",2025-12-19
5,5 tahun lalu,Mantappp buat nembak calon istri,2025-12-19
4,5 tahun lalu,Tempatnya asyik untuk nongkrong dan santai,2025-12-19
5,5 tahun lalu,Cocok buat acara acara kumpul,2025-12-19
5,5 tahun lalu,Pas deh buat kegiatan alam.,2025-12-19
5,5 tahun lalu,"Tempatnya indah, tapi kalau malam dingin ❄🍃 tapi seruuu …",2025-12-19
5,5 tahun lalu,Ke sini pas ada acara camping .... dingin bgt kalo malam. Sejuk siiih,2025-12-19
5,5 tahun lalu,Nyaman dan Ramah,2025-12-19
5,6 tahun lalu,Enak sekali.,2025-12-19
5,6 tahun lalu,Pelayanan yang baik,2025-12-19
5,6 tahun lalu,"Tempatnya bersih , ideal sebagai tempat family gathering.",2025-12-19
4,6 tahun lalu,"Tempatnya nyaman, sejuk, bersih. Semua kamar mandinya ada air panasnya. Cocok buat kumpul-kumpul bareng keluarga, teman dan sahabat.",2025-12-19
5,6 tahun lalu,Bagus dan keren,2025-12-19
4,6 tahun lalu,Tempat Outbond seru nih buat kalian bersama teman-teman,2025-12-19
5,6 tahun lalu,Nyaman untuk camping,2025-12-19
3,6 tahun lalu,"Tempat nyaman, asri",2025-12-19
5,6 tahun lalu,"Dingin, tempat luas",2025-12-19
3,6 tahun lalu,Lumayan bersih,2025-12-19
3,6 tahun lalu,"Khusus camping dan outbound. Untuk acara sudah bagus dan area luas. Untuk acara bebas, kurang variasi.",2025-12-19
5,6 tahun lalu,Kemah mevvah,2025-12-19
4,6 tahun lalu,"Lokasi di pinggir jalan raya ke kopeng, kamar standar, makanan standar, pelayanan oke, ramah dan sangat membantu",2025-12-19
5,6 tahun lalu,"Nyaman, harga terjangkau, pelayanan menyenangkan",2025-12-19
5,6 tahun lalu,Nuasa asri dan dingin bikin manja,2025-12-19
5,6 tahun lalu,Terawat dan hijau...,2025-12-19
5,6 tahun lalu,"Tempat nya sejuk seger cocok buat makrab, gathering maupun outbound",2025-12-19
5,6 tahun lalu,sangat nyaman,2025-12-19
5,6 tahun lalu,Keren tempatnya.. buat outbond cocok banget.. dan parkirnya luas.. kamar mandi bersih..,2025-12-19
5,Diedit 6 tahun lalu,Tempat yang nyaman untuk melepas segala kepenatan setelah lama bekerja,2025-12-19
4,6 tahun lalu,Tempatnya bagus hawanya sejuk,2025-12-19
5,6 tahun lalu,Cocok untuk Retreat.,2025-12-19
5,6 tahun lalu,"Sejuk bgt udaranya, cocok buat acara gathering",2025-12-19
5,6 tahun lalu,Tempat yg adheeem...,2025-12-19
5,6 tahun lalu,"Tempatnya asri, bersih, staf selalu standby membantu.. Nice place",2025-12-19
3,6 tahun lalu,Lumayan,2025-12-19
4,6 tahun lalu,"Tempat nya nyaman, bersih, rimbun, asri , tempat parkir luas & akses jalan yg mudah.",2025-12-19
4,7 tahun lalu,Tempat adem buat refresing,2025-12-19
3,Diedit 7 tahun lalu,"Viewnya bagus dan tempatnya sejuk,",2025-12-19
3,7 tahun lalu,Nyaman,2025-12-19
5,7 tahun lalu,Cocok untuk acara keluarga besar,2025-12-19
5,Diedit 7 tahun lalu,Tempat camping yang luas udara yang sejuk,2025-12-19
4,7 tahun lalu,Bagus buat camping dalam jumlah orang banyak.kamar mandi juga banyak.top lahh,2025-12-19
4,7 tahun lalu,Coba toiletnya diperbaiki pasti joss bgt,2025-12-19
2,7 tahun lalu,Makanan kurang yoi,2025-12-19
5,7 tahun lalu,"Solusi buat tempat outbound, camping, retret, training dll. Keren..",2025-12-19
5,7 tahun lalu,"Tempatnya indah, pelayanannya luar biasa, tendanya bersih, tempatnya nyaman, dan hidangannya lezat. Saya sangat menghargainya. Semoga suatu hari nanti saya bisa berkunjung lagi.",2025-12-19
5,7 tahun lalu,"Tempat yang asyik buat refreshing, menginap bersama teman dan keluarga. Udara yang sejuk dan segar.",2025-12-19
5,7 tahun lalu,Tempat retreat dan camping yang sangat memuaskan,2025-12-19
5,7 tahun lalu,Tempat yang keren,2025-12-19
1,7 tahun lalu,Jalan rusak,2025-12-19
4,7 tahun lalu,Cukup asyik,2025-12-19
5,7 tahun lalu,"Meski dari luar kelihatan kecil, tapi ternyata sangat luas dan kapasitasnya besar. Ada fasilitas outbond untuk menumbuhkan kerja sama dan kebersamaan. Yang pasti pelayanan sangat memuaskan.. semua pegawainya ramah. Ownernya aja ramah.",2025-12-19
4,7 tahun lalu,"Tempatnya luas, nyaman, fasilitas lengkap, harga terjangkau.... Cuma tangga cukup curam dan berbatu, kalau tidak hati2 bisa terpeleset.",2025-12-19
5,7 tahun lalu,"Tempatnya nyaman bisa muat ratusan orang, pegawainya ramah2",2025-12-19
4,7 tahun lalu,Tempatnya bersih & asri. Stafnya sangat membantu dan bisa menyediakan permainan yang seru dan menarik.,2025-12-19
5,7 tahun lalu,"Buat outbond asyik, buat camp keren, buat retret pas banget.....harga super hemat, makanan mantep.....""personelnya"" baik2, ramah2, siap membantu..... Pokok nya service 👍👍👍 …",2025-12-19
4,Diedit 7 tahun lalu,Cocok utk acara keluarga atau kantor.. krn fasilitas lgkap dan harga terjangkau,2025-12-19
5,7 tahun lalu,"As you see, tempatnya enak, dingin dingin sejuk, camping groundnya luas, kamar mandinya banyak banget, ada hall luas sama kamrnya juga nyaman",2025-12-19
5,7 tahun lalu,"Terletak di lereng gunung merupakan satu kelebihan tersendiri. Hawanya sejuk, tidak perlu pakai ac juga sudah dingin. Kamar lumayan bagus dan longgar. Hanya sayang bahwa kamar mandi terpisah, jadi …",2025-12-19
5,7 tahun lalu,Bersih. Nyaman. Aman.,2025-12-19
5,7 tahun lalu,Sangat cocok buat outbond anak2,2025-12-19
4,7 tahun lalu,"Akses kursi roda agak susah, tp lainnya cukup baik",2025-12-19
5,7 tahun lalu,Tempat strategis ....,2025-12-19
5,7 tahun lalu,"Hebat,  keren,  puas banget. Pelayanan top!  Ramah,  mudah,  selalu bisa Fasilitas untuk pelatihan,  gathering... Lengkap …",2025-12-19
5,7 tahun lalu,"Pelayanannya oke banget, ramah 👍👍 …",2025-12-19
5,7 tahun lalu,"Terletak di lereng gunung merupakan satu kelebihan tersendiri. Hawanya sejuk, tidak perlu pakai ac juga sudah dingin. Kamar lumayan bagus dan longgar. Hanya sayang bahwa kamar mandi terpisah, jadi pas barengan banyak rombongan harus antri mandi. Susahnya kalau pas kebelet hehe. Patut diacungi jempol keramahan dan kesigapan pelayanan. Waktu itu pas kita lagi outbond, kemudian turun hujan, dari karyawan dan manajemen langsung bawa terpal buat nutupi sound system. Sangat sigap.",2025-12-19
5,7 tahun lalu,Tempat yang indah untuk dihabiskan bersama keluarga,2025-12-19
5,8 tahun lalu,Adem,2025-12-19
4,8 tahun lalu,tempat luas.,2025-12-19
4,8 tahun lalu,Bagus,2025-12-19
5,8 tahun lalu,Suka sekali,2025-12-19
5,9 tahun lalu,Lezat.,2025-12-19
1,9 tahun lalu,Villa Dimas Salib Putih,2025-12-19
5,7 tahun lalu,"Hebat,  keren,  puas banget. Pelayanan top!  Ramah,  mudah,  selalu bisa Fasilitas untuk pelatihan,  gathering... Lengkap Kebersihan... Mantap Konsumsi.... Menu rumahan nikmat banget Pokoknya pilihan untuk acara kantor,  keluarga,  dll",2025-12-19
