Rating,Waktu,Teks_Mentah
4,setahun lalu,"Secara lokasi bagus, datar, tidak banyak pohon di tengah membuat ketika siang panas menyengat, kamar mandi di dekat lokasi kotor. Instalasi listrik oke."
4,6 tahun lalu,"Tempat kemah yang aman, toilet bersih mencukupi untuk 200an orang. Ada sekitar 4 warung disekitar lokasi yang menyediakan makanan jika ada anak yang lupa mmbawa peralatan mandi atau bahan makanan. Jalan kaki menuju waduk sermo tergolong dekat, dengan pemandangan pohon kayu putih, serta lokasi yang masih hijau. Ada kali (sungai) yang cukup bersih, seru untuk digunakan sebagai jalur jelajah alam."
5,6 tahun lalu,"Tempatnya luas dan bersih,ada aulanya, kamar mandi banyak, ada kolam yang sering digunakan untuk bermain/lomba,ada beberapa pedagang yang siap melayani 24 jam,dibawah bumi perkemahan terdapat sungai, diatas bumi perkemahan ada 2 tempat wisata yaitu Tangkil cliff dan bukit sajen,dekat dengan rumah penduduk dan masjid"
4,6 tahun lalu,"Bagus nih tempatnya fasilitas serba ada. Berwifi, luas untuk lapangan campnya, kamar mandi banyak, air bersih, alat masak dan tenda bisa sewa lengkap, mau api unggun bisa pesen, dekat masjid, mau outbond dekat dengan sungai. Sayangnya sekrenya  jadi satu lk&prp :("
5,3 tahun lalu,Lokasi perkemahan sederhana yang rekomanded. Hanya untuk singnal XL dan Telkomsel kurang lancar
3,setahun lalu,"Tempat Bagus, aman, penduduk ramah... Sayangnya kamar mandi kotor dan susah sinyal"
4,8 tahun lalu,Pernah kemah disini pas kelas 1 SMA tahun 2014
5,4 tahun lalu,"Solusi terbaik ngadem di masa pandemi.. Jauh dr keramaian, jauh dr virus jg.. Sgt alami.."
4,6 tahun lalu,"bumi perkemahan lumayan lama menurut saya, terakhir kemah waktu itu tahun 2008an lah, saat saya masih SMP, tempatnya emang agak jauh dari jalan utama, masuk-masuk jauh dari keramaian. Jangan salah walaupun tempatnya masuk-masuk aksesnya pun mudah di jangkau untuk sampai lokasi, baik roda dua ataupun roda empat,, dan yg terpenting fasilitasnya pun memadahi kok, untuk kamar mandi, sarana ibadah pun ada soalnya dekat dengan masjid, kadang ada warung buka disaat ada event perkemahan, mantap sekali untuk kemah dan jelajah alam hehe, dekat dengan sungai lapanganya dan banyak pepohonan rindang, jadi terkesan asri"
5,7 tahun lalu,"Gemericik air ditengah malam sepi sayup terdengar kedalam tenda... bintang terlihat sangat jelas sehingga para guru dapat menjelaskan tentang rasi bintang.. seperti scorpio, libra dan virgo ada dibelahan mana? Mantap bagi yang ingin belajar astronomi..."
5,3 tahun lalu,Tempat terbaik untuk berkemah. Jauh dari hiruk pikuk kota pun jauh dari sinyal...  Pokoknya mantap. Ada banyak fasilitas kamar mandi dan wc
4,7 tahun lalu,"Dekat bukit, jd bisa keliatan pohon tinggi2 di sampingnya. Ckup berkabut jg pas pagi hari. Kamar mandi sudah memadai. Tp ada baiknya untuk toilet ditambah lagi."
5,6 tahun lalu,"Suka banget tempatnya,masih asri dan terjaga. Kalo buat kemah sumber airnya terjamin. Ada sungai dan selokan yg bening. Dari pengelola tempat juga nyediain banyak kamar mandi."
5,3 tahun lalu,Tempat camping dengan fasilitas memadai
5,Diedit 5 bulan lalu,"Lapangannya asri karna djelilingi pohon2,,,,"
5,7 tahun lalu,"Tempat sejuk, dekat sungai, kamar mandi banyak dan bersih, pengurus buper baik dan ramah. Juga ada wifi di bupernya jadi kalau gaada sinyal bisa tuh pakai wifi"
5,6 bulan lalu,Bagus buat didik anak belajar mandiri
5,6 tahun lalu,"Tempatnya jauh dari kota, suasana desa & hutannya sangat kerasa. Ada kantin yang makanannya enak, ada wifinya, dan parkir mobil motor ada."
4,7 tahun lalu,"Tempatnya bagus untuk kemping, ada sungai di sebelah timurnya dan ada pegunungan di selatannya. Dekat Masjid, kamar mandi banyak, warung dekat"
5,7 tahun lalu,Cocok banget buat  perkemahan dan akses jalan yg bisa d tembus pakai roda 4 dan roda 2
5,3 tahun lalu,"Salah satu bumi perkemahan di desa Karangsari Pengasih Kulon Progo. Sudah ada sejak lama. Dikelola oleh masyarakat lokal yang arif. Selain itu, sering juga digunakan untuk festival masyarakt."
4,6 tahun lalu,"Belum pernah kemah disini sih tpi sering lewat.  Lapangan lumayan luas,  dekat dg kamar mandi"
4,7 tahun lalu,Cocok untuk menyelenggarakan perkemahan dalam kapasitas kurang lebih 400 peserta
4,8 tahun lalu,bagus buat kemping
3,7 tahun lalu,"Lumayan bagus,,dingin,sejuk,toilet kurang banyak,fasilitas tempat sampah kurang memadai..."
4,Diedit 7 tahun lalu,"Tempatnya luas, ada aula, warganya ramah sekali dan bahasanya masih alusss"
5,6 tahun lalu,jos buat kemah pokoke
5,7 tahun lalu,Tempat asik buat berkemah. Jauh dari keramaian. (Susah signal) 😅 …
5,2 tahun lalu,"Bumi perkemahan yang masih sangat asri dan udaranya sangat sejuk, ngga ada sinyal hp"
5,7 tahun lalu,"Suasana sejuk, asik, kamar mandi bersih dan banyak. Orangnya ramah"
1,7 tahun lalu,"intuo fasilitas kamar mandi agar di perbaharui lagi ,karena kurang memadai"
4,6 tahun lalu,"Kamar mandi nya banyak dan bagus, pengelolaan jelas, dekat sungai"
3,6 tahun lalu,Lapangan luas tapi fasilitas kamar mandinya kurang perawatan
3,8 tahun lalu,"Jalan menuju lokasi, melewati desa2 dg pemandangan yg indah."
1,6 tahun lalu,-Bagus -Tmptnya nggk enakk -Tanahnya bergelombang Panass bgt -fasilitas kurang memadai
5,7 tahun lalu,"Udaranya sejuk,  tempatnya luas cocok untuk kegiatan perkemahan"
4,3 tahun lalu,Pemandangan asri dengan view alam pegunungan dan aliran sungai.
4,7 tahun lalu,Cocok untuk kemah buat olah raga pun juga bagus
5,2 tahun lalu,"Ciloknya enak, rasanya persis kayak jaman saya sd"
5,3 tahun lalu,Bagus alami
5,6 tahun lalu,Bagus dan strategis hanya lokasinya kurang luas.
5,6 tahun lalu,Tempat yang sangat nyaman untuk acara seperti perkemahan
3,Diedit 5 tahun lalu,Kalau mobil gak terlalu besar masih bisa menjangkau
5,8 tahun lalu,Suasana alami dekat sungai dan fasilitas MCK memadai.
3,8 tahun lalu,"Jalannya sempit berliku-liku, banyak berlubang."
1,8 tahun lalu,Asyik dan sejuk untuk camping di bawah waduk sermo
5,5 tahun lalu,"Tempat yang cocok untuk perkemahan, dekat hutan, dekat sungai."
1,Diedit 4 tahun lalu,Pengelolanya kurang ramah
5,2 tahun lalu,Cocok buat camping
5,2 tahun lalu,The best place buat kemah
4,6 tahun lalu,Bagus tapi outboundnya buat lebih menantang
4,7 tahun lalu,Lumayan bagus tempat dekat dengan alam
5,3 tahun lalu,Tempatnya asri dan aman untuk berkemah
2,7 tahun lalu,Cukup luas.. dan fasilitas cukup memadai
4,Diedit 6 tahun lalu,Udaranya nyaman banyak tumbuhan dan lokasinya asyik
5,4 tahun lalu,"Tempat enak, luas, tempat untuk evakuasi memadai"
4,7 tahun lalu,Cocok buat kemah nya SD
5,7 tahun lalu,"Enak, ada WiFi nya"
5,7 tahun lalu,Tempat kemah bersih
4,6 tahun lalu,Tempatnya bagus cuma agak panas
1,6 tahun lalu,adakah yg punya kontak pengelola t4 ini?
5,6 tahun lalu,Tempat kemah
4,5 tahun lalu,Tempat kemah yg menarik
5,3 tahun lalu,banyak kamar mandinya gaes
5,7 tahun lalu,cocok buat yang suka ngecamp
3,setahun lalu,dirawat dg apa adanya
5,2 tahun lalu,Bagus tempatnya
4,3 tahun lalu,Lapangan cukup luas dan sejuk
5,7 bulan lalu,Anyes es nya
4,7 tahun lalu,"Gelap,dingin,disamping banyak bukit,banyak pohon"
5,6 tahun lalu,Seru nih keknya kemah disitu 👏 …
5,7 tahun lalu,Buat yang mau kemah bisa disini
5,7 tahun lalu,Lebih nyaman lewat wates kota
4,7 tahun lalu,"Ramah,  sejuk,  asri"
4,7 tahun lalu,Kemah nyama  aman dekat sungai
5,6 tahun lalu,Ok banget
4,Diedit 8 tahun lalu,Bersih tempatnya
5,7 tahun lalu,Sejuk dan nyaman
4,7 tahun lalu,hanya kmandinya kurang bersih
5,Diedit 6 tahun lalu,Nuansa alami banget
4,7 tahun lalu,Tempatnya sejuk👍👍 …
5,6 tahun lalu,cocok untuk berkemah
5,6 tahun lalu,Pernah kemah disitu
5,6 tahun lalu,Tempat favorit kemping
5,6 tahun lalu,Panas cuk gosong aku
5,7 tahun lalu,Tempat camping Pramuka
3,8 tahun lalu,Fasilitas masih minim
5,6 tahun lalu,Jalan bagus
2,Diedit 7 tahun lalu,Sangat rekomendasi
5,7 tahun lalu,Rekomended banget
4,7 tahun lalu,Saya serig main disana
5,2 tahun lalu,Oke
5,6 tahun lalu,BAGUS KOK TEMPATNYA
5,6 tahun lalu,Mantul
5,6 tahun lalu,Rekomended
5,Diedit 6 tahun lalu,tempat yang bagus untuk kegiatan berkemah
3,setahun lalu,"hanya tempat yang bagus untuk berkemah, sebagian besar siswa dari sekolah murah."
5,6 tahun lalu,"Pemandangan indah, luas, sejuk"
5,8 tahun lalu,Ingat ibu dan ayah.. Semoga Tuhan menempatkan mereka di surga.. Amin
1,7 tahun lalu,"tempat yang buruk, kurangnya penerangan, jalan rusak dan berlubang."
5,7 bulan lalu,Besar
5,6 tahun lalu,Adam menghapus Adam.
5,7 tahun lalu,Direkomendasikan
5,6 tahun lalu,Perkemahan Kedungrejo
