Rating,Waktu,Teks_Mentah
1,"Diedit 6 bulan lalu di 
Google","Damn, cukup sekali & tidak akan kesini lagi (maaf yaaa kakak owner). Kapok pake banget..👎🏻 Nggak lagi2 kesini.. Bayar mahal2 tp gak bisa istirahat. Sangat sangat menyesal.. :( Kecewa banget..  Kesini niatnya mau healing, staycation, cari ketenangan dr hiruk pikuk kota.. eee malah ada acara gathering rombongan yg pake toa kenceng banget, ada dangdutannya juga sampe mlm banget (jam 11mlm blm selesai dangdutan, sound suaranya cmn bass tok njiirr). Berasa tidur d depan speaker njiiirr, suara alam yg d harapkan hilang d telan musik dangdutan yg ngebass aja.  Sehingga sangat sangat mengganggu tamu lain yg mau istirahat, menenangkan diri, atau dengerin suara alam. Menurut saya kurang pas aja klo bikin acara dangdutan disini apalagi sampe tengah mlm, kalo siang mungkin monggo lah, tp klo mlm kn waktunya orang istirahat…gak bisa tidur njiirrrr.. Apalagi tamunya bukan cmn rombongan itu aja.. EGOIS itu namanya!!!!  Padahal yaa kesini pas lg hujan gerimis syahdu, mlm minggu, tp krn ada dangdutan jd hilang semua kesyahduan, ketenangan & kesunyian itu :( Duuh gak lagi2 deh kesini..👎🏻  Dan lagi, pagi2 jam stngh 6 udh ada yg nyetel radio campursari :(, pdhl hawanya pas banget syahdu, berkabut, malah campursarinan.  Tenda jamuran. Kasur enak, selimutnya jg tebel anget. Mas2 pelayannya cukup ramah. Sewa kompor n pan bbq 75k, tp gak sekalian sm sumpit atau penjepitnya. lol Tiap kamar dikasih HT utk komunikasi dgn resepsionis. Wifi lemot biangetttt. Heater kamar mandi gak nyala :( Ada kucingnya meang meong :( Parkir cukup luas."
5,"4 bulan lalu di 
Google","Glemping yg asik di atas bukit di kelilingi pohon pohon View azip👍 pelayananya ok Makasih mba lulu dkk Semua ok rekomed buat di coba 1 kurang nya klw pas ada yg sewa karokean mlm "" bikin gak nyaman Berisik padahal suasanya sahduh banget enak Itu aja si"
1,"6 bulan lalu di 
Google","Beberapa poin yg ku dapat saat inap semalam di glamping menoreh : 1. Pelayanan karyawan prima 2. Akses menuju lokasi oke lah , jalanan beraspal walau kadang banyak lobang . Namun harus tetap hati hati krn naik turunnya curam 3. Menu makannya enak 4. Tenda glamping kurang terawat sehingga berjamur 5. Kamar mandi sharing? Tidak masalah . Yg jadi problem jika fasilitas tidak termonitor & terawat dengan baik , sehingga fasilitas seperti water heater tidak dapat di gunakan oleh pengunjung . Alhasil saya tidak mandi krn air sangat dingin (hanya lap , cuci muka & sikat gigi saja) 6. Handuk jg sudah mulai terlihat agak kecoklatan 7. Ketika saya datang , suasana disini sangat ramai & berisik .. berbarengan dengan rombongan lain yg sedang gathering sehingga bagi yg sedang mencari tempat untuk ketenangan tidak disarankan 8. Untuk harga yg di keluarkan dengan fasilitas/ pelayanan yg diberikan mohon maaf menurut saya kurang ‘worth it’ jika di banding dengan glamping lain yg pernah saya kunjungi 9. Untuk owner tolong manajemennya di perbaiki lagi . Maybe perlu di pertimbangkan kembali , seperti apa glamping menoreh kedepannya . Tolong bisa di pisahkan .. apakah tempat untuk acara kluarga , pasangan atau rombongan? Untuk suasana ramai atau ketenangan? Atau kah glamping ini memang lebih diperuntukkan untuk acara rombongan sperti ulasan review pengunjung lain? Krn di saat saya menginap acara rombongan lain (menyanyi dgn sound yg keras) hingga pukul 23.00 WIB . Dimana saat itu ada kluarga lain yg membawa balita . Krn menurut pendapat saya pribadi , knapa saya mencari tempat glamping menoreh (tempat glamping yang berada di bukit/ gunung) adalah untuk berlibur dgn kluarga .. dimana jauh dari hirukpikuk kota , hanya sekedar ingin mencari ketenangan & istirahat dgn nyaman sejenak .. menyatu dgn alam . Apalagi di sekitar glamping masih banyak pepohonan . Namun sesampainya di lokasi , sangat berbanding terbalik dengan apa yg saya ekspektasikan . Kecewa? Ya . Kembali? Tidak , cukup sekali . Terimakasih atas pelayanannya selama saya menginap . Untuk manajemen glamping menoreh semoga kedepannya makin tertata lebih baik ."
5,"5 bulan lalu di 
Google","Kamarnya cukup nyaman, anak2 senang sekali. Pelayanan sangat ramah dan membuat nyaman. Lokasi nya sangat bagus, ada pemandian kolam air hangat."
5,"Diedit 3 bulan lalu di 
Google","Ke sini Jumat 17 Mei 2024 tahun lalu, saat bukan musim libur/ weekend sehingga sepi. Saat itu saya perhatikan hanya 2 tenda glamping yg occupied termasuk yg kami sewa.  Pelayanan baik, termasuk gratis breakfast utk 2 porsi. Dan bisa pesan makanan/minuman kpd staff untuk diantar ke tenda. Komunikasi dengan staff dgn handy talkie.  Tenda glamping luas, fasilitas kamar dlm tenda baik, bersih dan estetik. Matrass single 2 buah ukuran lebar sehingga kami yg keluarga 5 orang (2 dewasa, 2 anak usia 7 dan 10 thn, plus bayi 1 thn lebih) muat dengan menggabungkan 2 matrasnya.  Fasilitas glamping kolam renang yg disetting spt pantai/ melandai, ada cafe, dan kamar mandi umum yg bersih dgn pemanas air.  Sayang kami datang kemalaman sehingga tidak sempat menikmati suasana sore/senja. Padahal target paling lambat sampai di tempat yaitu sore. Karena perjalanan dari Sby diarahkan google justru lewat jalur Boyolali/ gunung, bukan lewat kota Jogja. Sehingga perjalanan cukup ekstrim (naik turun). Saat pulang menuju Jogja kota, jalur tidak seekstrim saat dtg.  Jalur aman sebenarnya sudah diinfokan staff saat reservasi, cm mungkin karena kami berangkat dari Surabaya lalu langsung set gmap ke nama lokasi glamping, jdnya dilewatkan google ke jalur ekstrim.  Biaya dgn paket staycation yg kami ambil total 600k, sudah termasuk extra 100k utk tambahan person dari anak usia 10 tahun."
5,"sebulan lalu di 
Google",sangat rekomend untuk liburan. sejuk tempatnya ramah2 pelayanannya.. nyaman banget dech..
5,"5 bulan lalu di 
Google","Pengalaman yang menyenangkan, tendanya nyaman, pemandangannya indah, udaranya segar, staf sangat ramah dan helpful"
5,"sebulan lalu di 
Google",Tempat nyaman santai ada lap padel kolam air hangat dan kolam.model pantai
1,"6 bulan lalu di 
Google",Pertama kali kesini dan gak mau coba lagi Jalan utama d tutup saat ada perbaikan jalan dan dialihkan k jalan yang menanjak naik turun curam jurang Dan hampir mobil kami terperosok ke jurang Dari awal dari Pihan penunjuk jalan bilang aman Ternyata seram dan membuat kami trauma
5,"6 bulan lalu di 
Google","Tersedia 2 paket pilihan glamping pertama paket staycation harga 500K kap 2 person plus breakfast ke dua paket menoreh 750K kap 2 person plus breakfast bedanya ke dua paket tersebut untuk ke puncak tumpeng menoreh paket pertama tdk diantar shuttle car, ga akan rugi klw kalian yg ingin mencoba glampingnya karena sdh ada fasilitas 2 kolam renang air dingin air hangat dan ada cabin api unggun untuk menghangatkan badan klw untuk toilet ke 2 glamping semuanya sharing...jalan menuju glamping menoreh sangat indah memanjakan mata jadi kalian yg ingin mencoba glamping menoreh nya bisa cek IG Tumpeng Menoreh ."
5,"4 minggu lalu di 
Google","Pelayanan istimewa, salam buat mas som yang selalu stand by kalau dimintain tolong 😁"
5,"8 bulan lalu di 
Google","banyak tenda glampingnya. Fasilitas oke. Tempat nyaman. Suara alamnya wow banget kalo malem, yg suka alam, bs menikmati, tp yg suka kesunyian mgkn ga bs tidur. Krn keras banget..alhamdulillah kalo sy bs puless...😁..  Tapiiii.... kebetulan sy dpt t4 strategis. di atas kolam. Tp sayang tenda jamuran..jd agak gimana gitu..itu yg belakang2 banyak yg baru tendanya. Mgkn bs diganti dl yg bagian deket kolam. Krn jd mengurangi estetika krn jamur. Maaf ya..  Smg sukses terus ❤️"
5,"3 bulan lalu di 
Google","Kalo mau kesini selain hari Jumat Sabtu Minggu g sih🤭, bener2 tenang bgt g ada yg ggu🫶, pengen kesana lagi nagih pokoknya, bener2 rehat dari kebisingan😍♥️"
5,"6 bulan lalu di 
Google","Sangat suka dengan konsep kolam pantainya. Cocok bawa keluarga apalagi yang suka main air, nginep disini sama keluarga besar memorable 🙏🏼❤"
5,"Diedit 10 bulan lalu di 
Google","Tempat camping yang sangat menyenangkan. Mengusung konsep yang berbeda dari tempat glamping lainnya. Menyediakan tempat glamping yang lengkap dengan fasilitas ala hotel. Dapat handuk,alat mandi,meja kursi lengkap dengan kaca riasnya. Meski kamar mandinya sharing tapi tersedia cukup banyak jadi ngga' khawatir ngantri. Paginya dapat sarapan nasi goreng special. Adalagi yang jadi glamping ini beda dari yang lain,adalah kolam renang yang menyerupai pantai...jadi berasa sedang main² dipantai deh. Bukan hanya itu...di sini ada kolam air hangatnya juga. Disamping kolam ada kafenya juga...jadi kalau mau sambil pesan makanan atau sekedar menikmati kopi di samping kolam bisa banget. Panjang deh kalau diceritain karena memang se worth it banget😍"
5,"10 bulan lalu di 
Google","Fasilitas lengkap tersedia kasur empuk, selimut, handuk, sabun, sikat gg, pasta gg, jemuran handuk, tempat sampah, banyak colokan. Kolam renangnya cakep viewnya, tersedia kolam rendam air hangat² kuku. Sarapan nasgor telor enak. Pesan makan di resto, enak dan murah. Paket tumpeng menoreh bisa lihat sunrise dengan shuttle car. Jalan alternatif lewat trayu 2,5 jam yg ngeri² sedap tapi seru dan asik."
1,"3 bulan lalu di 
Google",Dari segi harga dan fasilitas menurutku terlalu mahal Begitupun harga makanan dan minuman nya juga mahal
1,"6 bulan lalu di 
Google",saya baca review yg baru2 kok ikut anyel ya. udah sejak lama banget dikasih masukan tp ga didengerin. mbok ya diberlakukan jam malam to. masa masalahnya sama terus. ada yg smpe ga bs istirahat. kan konyol.
5,"Diedit 6 bulan lalu di 
Google","Ambil paket Sunrise, pas cek in dapet momen kabut. Besoknya bangun pagi dan disambut pemandangan sekeren ini di Tumpeng Menoreh ❤"
5,"5 bulan lalu di 
Google",Pastikan kendaraan anda dalam kondisi prima karena jalan aksesnya berupa tanjakan yang cukup tajam dan jalan sempit
4,"8 bulan lalu di 
Google",Klo mau kesini dg GPS rutenya perempatan dekso kalibawang - wisata alam nglinggo tritis - glamping menoreh krn kmrn saya diarahkan oleh gps ke jalur 2 arah tp jalanan sempit dan kiri kanan jurang  Secara keseluruhan fasilitas bagus namun di kamar mandi masih banyak serangga ..
3,"9 bulan lalu di 
Google","Jalan menuju kesini ngeri2 sedap, pinggir sekitar kamar/bed bahaya buat anak2, ada hewan kecil2 masuk ke dlm kamar, wifi mati ,airpun mati pas mau mandi"
5,"setahun lalu di 
Google","Tempatnya cakep banget asri, ada playground yg luas, kolam renang semacam artificial beach yang airnya dingiin. Dapet banget suasana camping dengan keluarga, pokoknya recommended. Pelayanan yg sat set, dan breakfastnya se-generous itu... Recommended lah, cuman kadang-kadang agak berisik ya karena kan tendanya sangat dekat jaraknya satu sama lain. Kalo kesini weekend mgkin malah terlalu rame, untungnya kami menginap saat weekday."
5,"setahun lalu di 
Google","Yang bintang 5 adalah kolam renangnya. Kalau zona campingnya zuzurly kecil saja dan tidak ada view apapun kecuali tebing dan lembah sungai kecil (tapi tidak accessable ya). Pelayanan saat masuk standar, ramah tapi memang sedang sibuk sekali melayani pesanan makan tamu glamping. Untungnya kami niat camping jadi bawa makanan berlimpah ga perlu ikut nunggu pesenan. Sinyal telkomsel dan indosat ga kuat, bisanya pake wifi yang disediakan tapi di zona camping kurang bagus juga, perlu ditambah router khusus camping. Kamar mandi banyak dan bersih masih baru-baru, dan ada yang pakai heater, lumayan sekali untuk anak-anak habis renang."
5,"8 bulan lalu di 
Google","Suasananya syahdu sekali, waktu datang langsung disambut hujan otomatis kabut turun, di dalam tenda glamping serasa menikmati hujan kabut"
5,"setahun lalu di 
Google",Lokasinya sekitar 1 jam dari pusat kota Jogja. Ada 25 tenda yang masing-masing bisa muat untuk maksimal 4 orang dewasa. Range harga di 500k-1.500k per tenda tergantung fasilitas. Additional per pax 100k. Fasilitasnya cukup memadai. Bisa pesan makan dan minum dan diantar ke tenda. Mungkin karena sudah agak lama jadi tenda banyak yang berjamur dan ada beberapa ulat bulu di sekitaran tenda dan toilet. Walaupun di outdoor tapi tidak ada nyamuk. Overall lumayan untuk short getaway saat weekend.
1,"setahun lalu di 
Google","Tempat bagus ya lumayan lah ya, tapi berisik banget karna ada kegiatan dari rombonhan lain dan gak ada pembatasan jam malam. Harusnya bisa menikmati suasana malah yg ada emosi gak bisa istirahat. Harunya di pisah sih buat tamu keluarga dan yg buat rombongan kantor atau makrab mahasiswa. Diluar dugaan saya kira bisa istirahat disini sudah jauh2 malah zonk banget, gak lagi2 deh kesini buat hiling disini"
5,"3 bulan lalu di 
Google",Rekomendasi bgt bagi yg pengen suasana sejuk
4,"2 tahun lalu di 
Google","Nemu tempat ini dari reels Instagram, cukup menarik. Akhirnya memberanikan diri buat booking acara outing tempat kerja, booked untuk sekitar 16 orang. Jujur sama sekali belum ada bayangan waktu booked karena takut beda sama di reels.  Jalanan ke sana agak serem apa lagi waktu malem, maklum tempatnya emang hidden gem. Dari resepsionis juga harus jalan turun sedikit buat ke campnya. Agak capek tapi cukup terbayarkan karena daerah tendanya sangat bagus. Satu tenda untuk 3 orang, bisa lebih tapi ada charge extra person. Untuk extra person ini ga nambah kasur ya, jadi cuma dapet tambahan selimut, alat mandi, dan handuk untuk satu orang.  Tapi yang agak mager kamar mandi sama toiletnya ada di bawah dan harus gentian sama orang lain. Tapi ada air hangatnya.  Ada area buat having fun bareng rombongan juga tapi karena camp-nya ga terpisah dari rombongan lain jadi mungkin agak terganggu kalo ada rombongan lain yang bikin acara juga (tapi ga tau ya bisa private atau ga). Ada kolam renangnya juga tapi sayang kotor huhuhu. Padahal bagus banget pemandangannya.  Tapi hospitality-nya oke! Orang-orangnya mau direpotin dan ga ngeluh waktu kemarin sempet pinjem beberapa alat masak."
5,"2 tahun lalu di 
Google","Kemarin ada acara kantor disini. Tempatnya sangat nyaman, udara sejuk namun tenda mampu menopang dinginnya jadi ketika didalam tenda terasa hangat.  Di glamping ini juga sudah disediakan handuk beserta alat mandi, ada kolam renang 2,5 meter dg air yg dingiinn, kamar mandi bersih disertai shower, dan area outdoor yg cocok utk acara2.  Kalau menginap disini ada beberapa wisata yang bisa dikunjungi juga, seperti Kereta gantung, Pucak Widosari, Tumpeng Menoreh dll.  Selama disana, saya mendapatkan sunset dan sunrise yang disertai lautan awan🤩🌝🤏🏻"
5,"setahun lalu di 
Google","pengalaman pertama glamping yang menyenangkan, lingkungan sampai toilet bersih, ada air hangatnya jugaa, staf ramah ramah semua, pelayanan juga serba sat set, cuma minim view aja si, tapi overall is okeey dan recommended sekali 😄 …"
5,"10 bulan lalu di 
Google","Pelayanan juara, makanan sarapan enak2 staffnya ramah pake banget.. Pemandangannya bagis kabutnya ugal-ugalan pol .. Pokoknya rekomen banget,, semoga nanti liburan bisa kesini lagi"
4,"2 tahun lalu di 
Google","Glamping yang modern, ada toliet dan kamar mandi yang mencukupi. Makanan standar karna ada di desa jadi cukup wajar kalau kopinya enak. Untuk harga terhitung murah dari segi glamping dan menu makanan yg tersedia. Ada kolam pantai yang cukup luas dengan kedalaman 2,5meter.  Ketika sampai akan langsung dapat welcome drink teh panas. Didalam glamping sudah ada handuk dan alat mandi, serta ada air mineral juga.  Bener - bener jadi tempat relaxing karna sinyal juga susah.  Kurangnya mungkin akses kendaran menuju kesini karna lumayan nanjak. Dan menu makanan yang kurang bervariasi. Selebihnya semuanya sudah oke semua. Saya seh pasti akan nginep di sini lagi."
1,"2 tahun lalu di 
Google","Dipikir deh: Konsep camping di tempat yg jauh dr kota gini tu biar dpt tempat utk menenangkan diri, dengerin suara alam. Tapi ini kagak sama sekali. Sebagus apapun tmptnya, klo sepanjang malam kupingmu diteriakin suara keras yg ada malah stress. Bareng sm rombongan berisik bgt pake sound system, dan klo ga kami marah msh nyanyi2 pake sound smpe lewat tengah malem! orang2nya sendiri berarti emg egois bgt, tp harusnya pihak manajemen jg bs ngatur dong. kita semua bayar di sini, semua pny hak utk dihormati istirahatnya. Kapok jelas, byk opsi lbh bagus di DIY Jateng, tp kalo masih manfaat, mau ngusul: Itu sound system dikecilin volumenya, cukup dinikmatin sm yg di area lapangan ga usah smpe nyengak ke tenda. Itupun BERLAKUKAN JAM MALAM. kalo jam 12 malam lewat masih boleh teriak2 pake sound system itu ya keterlaluan. maksimal jam 10 malam harus udah stop! Serius buat yg mau menenangkan diri lupakan. Udah jalan menujunya susah, dapetnya stress."
4,"2 tahun lalu di 
Google","Sebenernya tempat cukup oke dan cukup mudah dijangkau, hanya saja ada beberapa fasilitas yg mungkin bisa dibenahi atau ditambah seperti ketersediaan air dan shower air panas bisa dibenahi karna minggu lalu saat kami sampai dilokasi sempat kehabisan air dan perlu menunggu penampungan diisi terlebih dahulu padahal waktu hampir maghrib di mana para pengunjung perlu untuk bebersih serta wudhu dan beberapa perlu mandi sehabis bermain air di kolam, sampai kedinginan menunggu air nyala lagi. Kemudian untuk tenda sendiri akan lebih aman jika sisi-sisinya ada pembatas keras, agar barang atau bahkan manusia tidak terjerembab jatuh ke samping tenda krna posisi samping tenda bisa dengan mudah terbuka dan membuat barang/orang jatuh ke bawah (peletakan tenda lebih tinggi dr tanah), tidak safety terutama untuk anak kecil. Waktu malam dan pagi hari kami menemui ada guguk berkeliaran dan memakan makanan kami, yang akhirnya harus kami buang karna sudah termakan sebagian, jadi memaksa kami lebih berhati-hati saat membawa makanan. Staffnya baik-baik dan membantu membawakan barang bawaan pengunjung. Udaranya dingin tapi sejuk terutama di pagi hari. Terima kasih untuk pengalamannya, semoga bisa lebih baik lagi untuk fasilitas dan lain-lainnya✊"
1,"6 bulan lalu di 
Google","horor lah, rombongan ribut ga diatur. ga bs istirahat padahal nyari ketenangan. trauma."
5,"2 tahun lalu di 
Google","Themed glamping in isolated place. Fasilitas yg ditawarkan oke bgt mulai dr panggung + layar, kolam renang bertemakan pantai, susunan tenda dan track yang rapi serta bersih. Kamar mandi dengan air panas. Saat saya menginap semua tenda full, ada pemutatan film Mr. Bean untuk ditonton bersama2. Sangat murah lampu jadi tidak menakutkan walau di alam terbuka. Sayangnya mendung  dan hujan menjelang subuh sehingga tidak bisa melihat sunrise di Tumpeng Menoreh... Minusnya hanya tidak disediakan gelas kopi dan pemanas air seperti standar penginapan pada umumnya, pdhl udara dan angin tergolong cukup dingin cocok untuk minum yang panas2..."
2,"setahun lalu di 
Google","Gak banget nginep disini kalo bawa anak2, kebetulan berbarengan sama acara anak2 muda yg lagi kemping. Harusnya mau menikmati suasana yg hening dan istirahat dari hiruk pikuk kota malah zonk. Harusnya di pisah dong buat acara rombongan dan yg menginap biasa supaya tidak terganggu🥲Gak banget dan gak di rekomendasikan deh buat yg kesini cuman sewa 1 tenda dan bukan acara kantor, yg sengaja nginep sama keluarga aja mending gak usah dari pada nyesel.😪😪"
4,"2 tahun lalu di 
Google","Alhamdulillah seneng bgt akhirnya bisa nginap di sini walau bocil bolos sekolah, krn nyari waktu weekend penuh terus. Over all Oke sih, dapet bgt konsep campingnya ky jaman camping sekolah hehe.. dmn kamar mandi sharing, ada bak api unggunnya, malamnya ada mas mas karaokean, jd sllu terdengar ada aktifitas di area glamping, mengurangi kesan horor. Kebetulan bareng sm komunitas mas mas yg gitaran sampe malem juga, menambah hangat suasana camping. Bonusnya kolam renang yg dikemas seperti pantaiiiii, bagus bgt, airnya bening cm kotor dedaunan kering yg jatuh. Seruuuu 😍😍  Sekedar masukan, brgkali bisa ditambahkan : - playground supaya lebih ramah ank - kamar mandi sebaiknya ditambah terutama di area tenda - wastafel di bbrp titik akan sangat berguna, mengingat kamar mandi sharing - jika disediakan rak handuk kecil di setiap kamar akan sangat berguna - karaoke jangan sampe dini hari bgt, walau memang menghibur tapi rada keterlaluan klo sampe jm03 pagi seperti tadi malam, atau paling ndak bisa dikecilin suaranya ya"
1,"5 bulan lalu di 
Google","Tidak direkomendasikan bagi yang mencari ketenangan, tapi untuk uji kesabaran"
2,"10 bulan lalu di 
Google","Kasur tipis, kebersihan kurang, banyak serangga, sawang, laba2, kotor, kamar mandi kotor, dengan harga 500. Akses susah menuju lokasi,"
4,"2 tahun lalu di 
Google","Tempatnya bagus, recomended bagi yang ingin menikmati suasana yg jauh dari keramaian. Pelayanan cepat, ramah. Tempat parkir luas. Jumlah glamping juga banyak. Fasilitas mandi, ada air hangat. Pagi bisa jalan2 ke kebun teh nglinggo, kebun teh trirtis, gunung pitu, tumpeng menoreh. Bisa pesan shelter, untuk mengunjungi tempat wisata sekitar glamping."
4,"setahun lalu di 
Google","Pesen tenda harga 500k, Fasilitas cukup bagus, toilet bersih air hangat berfungsi dengan baik, tenda luas, listrik ada, kasur dan selimut bagus Sarapan nasi goreng dan teh hangat tp nasi gorengnya terlalu banyak minyaknya Ada space jalan di depan tenda tp sempit dan terlalu bahaya untuk anak kecil Dan kurang ada view saat di glamping"
5,"2 tahun lalu di 
Google","Tempat camping yang ngga bikin susah, menyenangkan buat semuanya walaupun yang ngga suka kegiatan di alam bebas. Tempatnya bersih, luas dan indah. Kamar mandinya bersih, WiFi nya kenceng. Ada kedai kopi ""serius"" Yang buka sampe pagi. Pada paket wisatanya juga jadi ngga repot keliling perbukitan Menoreh."
1,"setahun lalu di 
Google",Gak punya ketentuan buat kenyamanan tamu2 yg lain. Krn ada yg nyalain music kenceng2 sampai jam 10 malem lebih dan masih diperbolehkan. Pdhal ini bukan disewa eksklusif. Dan tamu2 yg lain ada yg anak2 dan balita dan sgt mengganggu sekali. Pdhal tamu2 itu sudah orangtua semua.
5,"2 tahun lalu di 
Google","Pengalaman menarik buat menambah wawasan Travelling untuk anak2 dan keluarga. + Lokasi yang sejuk , tenda yang bersih dan nyaman, toilet bersih, layanan yang ramah dan helpfull Hanya saja aksesnya agak kurang lebar harus gantian naik turun nya. - Kolam renang agak licin - Jalan depan tenda harus dikasih pagar agar lebih ramah anak"
2,"2 tahun lalu di 
Google","Jalan menuju lokasi minim papan nama, ikutin google maps tdk sesuai hingga tersesat beberapa kali, tenda umum disatukan dengan lokasi acara grup lain sampai larut malam dan teriak2 mengganggu. Sudah komplain, kita malah disuruh pindah tempat. Lokasi tdk ramah untuk orang tua krn jalan menuju tenda dan kamar mand tdk.ada pegangan. Dan msh byk lagi evaluasinya."
1,"setahun lalu di 
Google","T4ny menurutku gag bgt,pemandangan ga ad,t4 antar kamar sngt dkt,gag sebagus di foto review,menyesal dgn harga 500rb dpt glamping begini ga bgt e mslhny,ga ad teko pemanas,pesen barbekiu yg 350rb alot dagingnya,ckp sekali aj deh d sini ini pun krn dadakan aj semoga ditingkatkan lg pelayananny"
